date,store_id,sku_id,opening_units,received_units,sold_units,wasted_units,closing_units,lost_demand_units,stockout_flag,ordered_units
2025-11-05,DS02,SKU0180,9,0,5,0,4,0,0,9
2025-04-26,DS02,SKU0008,9,0,1,0,8,0,0,0
2026-02-27,DS02,SKU0008,10,0,3,0,7,0,0,0
2026-06-04,DS02,SKU0008,0,0,0,0,0,3,1,0
2025-01-12,DS02,SKU0045,6,0,1,0,5,0,0,0
2025-04-07,DS02,SKU0045,17,0,0,0,17,0,0,0
2025-04-09,DS02,SKU0045,17,0,2,0,15,0,0,0
2025-04-16,DS02,SKU0045,7,0,2,0,5,0,0,12
2025-09-08,DS02,SKU0045,11,0,3,0,8,0,0,0
2025-06-07,DS02,SKU0003,3,0,3,0,0,0,0,0
2026-03-01,DS02,SKU0003,5,4,3,0,2,0,0,0
2025-09-26,DS02,SKU0001,3,0,1,0,2,0,0,0
2025-03-07,DS02,SKU0162,4,0,0,0,4,0,0,0
2025-10-26,DS02,SKU0162,18,10,1,0,17,0,0,0
2026-05-06,DS02,SKU0162,8,0,0,0,8,0,0,0
2026-06-11,DS02,SKU0162,21,0,2,0,19,0,0,0
2025-01-24,DS02,SKU0038,8,0,0,0,8,0,0,0
2025-04-30,DS02,SKU0038,11,0,0,0,11,0,0,0
2025-09-08,DS02,SKU0038,15,0,0,0,15,0,0,0
2025-09-17,DS02,SKU0142,14,0,0,0,14,0,0,0
2026-02-23,DS02,SKU0142,11,0,0,0,11,0,0,0
2026-02-17,DS02,SKU0116,23,0,1,0,22,0,0,0
2026-05-17,DS02,SKU0116,22,0,1,0,21,0,0,0
2025-06-26,DS02,SKU0015,6,0,1,0,5,0,0,0
2025-10-19,DS02,SKU0015,10,0,1,0,9,0,0,0
2026-05-07,DS02,SKU0005,4,0,1,0,3,0,0,0
2025-07-12,DS02,SKU0104,14,0,2,0,12,0,0,0
2026-03-19,DS02,SKU0104,8,0,1,0,7,0,0,0
2025-10-31,DS02,SKU0042,21,17,1,0,20,0,0,0
2025-02-07,DS02,SKU0053,14,0,1,0,13,0,0,0
2025-08-03,DS02,SKU0053,10,0,0,0,10,0,0,0
2025-04-05,DS02,SKU0250,14,0,0,0,14,0,0,0
2025-11-22,DS02,SKU0250,6,0,2,0,4,0,0,0
2025-03-17,DS02,SKU0009,11,0,1,0,10,0,0,0
2025-12-14,DS02,SKU0009,0,0,0,0,0,1,1,0
2025-01-13,DS02,SKU0017,0,0,0,0,0,1,1,9
2025-12-05,DS02,SKU0017,9,0,3,0,6,0,0,0
2025-01-20,DS02,SKU0254,14,0,0,0,14,0,0,0
2025-02-11,DS02,SKU0254,20,0,1,0,19,0,0,0
2026-03-28,DS02,SKU0254,9,0,1,0,8,0,0,0
2025-05-11,DS02,SKU0159,18,9,0,0,18,0,0,0
2025-09-20,DS02,SKU0159,10,0,0,0,10,0,0,0
2026-06-27,DS02,SKU0159,9,0,3,0,6,0,0,0
2025-06-07,DS02,SKU0154,23,0,2,0,21,0,0,0
2025-10-31,DS02,SKU0154,21,0,0,0,21,0,0,0
2026-01-31,DS02,SKU0154,11,0,0,0,11,0,0,0
2025-05-18,DS02,SKU0093,0,0,0,0,0,1,1,0
2025-10-09,DS02,SKU0093,9,0,0,0,9,0,0,0
2025-03-29,DS02,SKU0136,9,0,2,0,7,0,0,0
2025-08-07,DS02,SKU0136,10,0,1,0,9,0,0,0
2025-10-27,DS02,SKU0100,0,0,0,0,0,0,0,10
2025-07-15,DS02,SKU0090,10,10,0,0,10,0,0,0
2025-08-19,DS02,SKU0090,10,10,0,0,10,0,0,0
2025-04-30,DS02,SKU0070,5,0,2,0,3,0,0,0
2025-01-18,DS02,SKU0204,7,0,1,0,6,0,0,0
2025-03-06,DS02,SKU0183,1,0,1,0,0,0,0,0
2026-04-24,DS02,SKU0183,6,0,2,0,4,0,0,0
2025-04-27,DS02,SKU0231,5,0,2,0,3,0,0,0
2025-05-27,DS02,SKU0231,3,0,0,0,3,0,0,0
2026-05-10,DS02,SKU0231,7,0,2,0,5,0,0,0
2025-09-26,DS02,SKU0168,7,0,1,0,6,0,0,0
2026-01-19,DS02,SKU0186,5,0,0,0,5,0,0,7
2026-06-24,DS02,SKU0077,5,0,1,0,4,0,0,6
2025-01-14,DS02,SKU0252,16,0,2,0,14,0,0,0
2026-06-07,DS02,SKU0252,7,0,2,0,5,0,0,0
2025-07-09,DS02,SKU0031,7,7,1,0,6,0,0,0
2025-11-20,DS02,SKU0031,6,0,0,0,6,0,0,0
2026-01-14,DS02,SKU0031,7,7,0,0,7,0,0,0
2026-05-19,DS02,SKU0067,0,0,0,0,0,0,0,0
2026-06-06,DS02,SKU0041,16,0,1,0,15,0,0,0
2026-06-07,DS02,SKU0041,15,0,2,0,13,0,0,0
2025-02-06,DS02,SKU0110,4,0,2,0,2,0,0,0
2025-10-13,DS02,SKU0110,29,0,0,0,29,0,0,0
2025-06-12,DS02,SKU0025,5,0,0,0,5,0,0,0
2025-12-24,DS02,SKU0025,6,6,1,0,5,0,0,0
2025-05-28,DS02,SKU0130,23,0,2,0,21,0,0,0
2025-09-28,DS02,SKU0130,7,0,1,0,6,0,0,0
2025-11-03,DS02,SKU0130,8,0,0,0,8,0,0,0
2026-06-26,DS02,SKU0130,6,0,2,0,4,0,0,0
2025-05-04,DS02,SKU0105,10,0,1,0,9,0,0,0
2025-08-27,DS02,SKU0105,7,0,0,0,7,0,0,0
2025-08-19,DS02,SKU0111,6,0,0,0,6,0,0,0
2025-07-11,DS02,SKU0062,7,0,0,0,7,0,0,0
2025-08-23,DS02,SKU0062,5,0,1,0,4,0,0,0
2025-10-05,DS02,SKU0160,7,0,0,0,7,0,0,0
2026-05-01,DS02,SKU0160,11,0,0,0,11,0,0,0
2026-05-11,DS02,SKU0160,14,0,1,0,13,0,0,0
2026-06-05,DS02,SKU0058,9,0,0,0,9,0,0,0
2026-05-14,DS02,SKU0083,4,0,2,0,2,0,0,0
2025-04-23,DS02,SKU0216,3,0,2,0,1,0,0,4
2025-09-03,DS02,SKU0216,4,0,3,0,1,0,0,4
2025-09-11,DS02,SKU0216,4,0,1,0,3,0,0,0
2026-05-15,DS02,SKU0216,5,0,1,0,4,0,0,0
2026-04-21,DS02,SKU0071,3,0,1,0,2,0,0,0
2025-05-14,DS02,SKU0187,10,0,1,0,9,0,0,0
2026-04-14,DS02,SKU0187,8,0,0,0,8,0,0,0
2025-02-24,DS02,SKU0258,9,8,0,0,9,0,0,0
2026-05-27,DS02,SKU0258,8,0,0,0,8,0,0,0
2025-07-13,DS02,SKU0074,3,0,0,0,3,0,0,0
2026-05-17,DS02,SKU0074,5,0,0,1,4,0,0,0
2026-05-20,DS02,SKU0074,4,0,0,0,4,0,0,0
2025-10-25,DS02,SKU0173,4,0,0,0,4,0,0,0
2025-12-11,DS02,SKU0173,8,0,1,0,7,0,0,0
2026-03-17,DS02,SKU0173,13,0,0,0,13,0,0,0
2026-05-31,DS02,SKU0173,9,0,0,0,9,0,0,0
2025-07-26,DS03,SKU0261,93,0,18,0,75,0,0,0
2025-10-04,DS03,SKU0261,118,0,27,0,91,0,0,0
2025-11-24,DS03,SKU0261,130,84,17,0,113,0,0,91
2026-02-27,DS03,SKU0261,121,0,22,0,99,0,0,0
2025-02-19,DS03,SKU0176,114,0,9,0,105,0,0,24
2025-06-08,DS03,SKU0176,130,84,15,0,115,0,0,0
2025-06-29,DS03,SKU0176,140,96,16,0,124,0,0,0
2026-04-14,DS03,SKU0176,153,36,16,0,137,0,0,0
2025-08-18,DS03,SKU0161,112,0,15,0,97,0,0,108
2025-10-01,DS03,SKU0161,117,0,22,0,95,0,0,45
2025-06-26,DS03,SKU0266,134,0,14,0,120,0,0,0
2025-12-11,DS03,SKU0266,107,0,17,0,90,0,0,0
2025-09-08,DS03,SKU0117,101,0,15,0,86,0,0,88
2026-04-22,DS03,SKU0122,63,0,9,0,54,0,0,36
2025-08-22,DS03,SKU0094,36,0,13,0,23,0,0,0
2025-08-29,DS03,SKU0094,39,0,13,0,26,0,0,0
2026-05-27,DS03,SKU0094,36,0,10,0,26,0,0,24
2025-02-28,DS03,SKU0127,80,44,8,0,72,0,0,0
2026-06-08,DS03,SKU0127,75,0,6,0,69,0,0,66
2026-05-23,DS03,SKU0143,46,0,13,0,33,0,0,0
2025-09-18,DS03,SKU0032,41,0,12,0,29,0,0,0
2025-01-31,DS03,SKU0061,44,24,6,0,38,0,0,0
2025-09-06,DS03,SKU0212,9,0,8,0,1,0,0,0
2026-02-05,DS03,SKU0212,23,20,7,0,16,0,0,0
2026-02-28,DS03,SKU0012,22,0,12,0,10,0,0,0
2025-08-23,DS03,SKU0256,30,0,5,0,25,0,0,0
2026-04-25,DS03,SKU0256,49,0,11,0,38,0,0,0
2025-12-30,DS03,SKU0013,8,0,5,0,3,0,0,0
2025-05-25,DS03,SKU0169,53,35,0,0,53,0,0,0
2025-06-07,DS03,SKU0132,13,0,8,0,5,0,0,0
2025-06-14,DS03,SKU0132,22,0,9,0,13,0,0,0
2026-02-14,DS03,SKU0132,38,0,5,0,33,0,0,0
2025-01-16,DS03,SKU0218,31,0,2,0,29,0,0,0
2025-02-16,DS03,SKU0218,22,0,1,0,21,0,0,0
2025-12-30,DS03,SKU0218,38,0,2,0,36,0,0,0
2025-03-09,DS03,SKU0043,37,0,5,0,32,0,0,0
2025-09-13,DS03,SKU0043,26,0,8,0,18,0,0,0
2026-05-01,DS03,SKU0066,34,0,8,0,26,0,0,0
2025-05-28,DS03,SKU0103,23,0,11,0,12,0,0,12
2026-01-01,DS03,SKU0103,28,0,2,0,26,0,0,0
2026-03-20,DS03,SKU0134,67,0,9,0,58,0,0,0
2025-10-12,DS03,SKU0259,30,0,3,0,27,0,0,0
2026-03-22,DS03,SKU0259,36,0,9,0,27,0,0,0
2025-10-14,DS03,SKU0181,42,9,5,0,37,0,0,0
2026-03-19,DS03,SKU0135,50,0,7,0,43,0,0,0
2025-07-02,DS03,SKU0016,32,32,6,0,26,0,0,8
2025-07-06,DS03,SKU0016,13,0,3,0,10,0,0,0
2025-02-17,DS03,SKU0081,1,0,1,0,0,5,1,20
2025-06-07,DS03,SKU0081,13,0,8,0,5,0,0,0
2025-07-18,DS03,SKU0081,22,0,4,0,18,0,0,0
2026-04-01,DS03,SKU0081,0,0,0,0,0,5,1,4
2025-06-14,DS03,SKU0257,30,0,6,0,24,0,0,0
2026-04-23,DS03,SKU0257,51,0,4,0,47,0,0,0
2026-05-13,DS03,SKU0257,51,11,8,0,43,0,0,11
2025-04-01,DS03,SKU0195,23,0,4,0,19,0,0,0
2025-08-04,DS03,SKU0195,31,9,6,0,25,0,0,27
2025-06-09,DS03,SKU0049,27,0,7,0,20,0,0,15
2025-12-20,DS03,SKU0049,33,0,6,0,27,0,0,0
2025-01-22,DS03,SKU0030,16,16,3,0,13,0,0,8
2025-08-04,DS03,SKU0030,0,0,0,0,0,5,1,24
2026-01-26,DS03,SKU0030,7,0,2,0,5,0,0,16
2026-02-09,DS03,SKU0236,34,18,3,0,31,0,0,18
2026-03-22,DS03,SKU0236,15,0,5,0,10,0,0,0
2026-04-06,DS03,SKU0236,43,18,5,0,38,0,0,18
2025-06-29,DS03,SKU0242,22,0,7,0,15,0,0,0
2026-02-03,DS03,SKU0242,33,0,5,0,28,0,0,0
2025-05-22,DS03,SKU0251,33,0,3,0,30,0,0,0
2025-06-02,DS03,SKU0147,40,0,6,0,34,0,0,24
2026-04-11,DS03,SKU0200,39,33,6,0,33,0,0,0
2025-07-26,DS03,SKU0225,25,0,9,0,16,0,0,0
2025-09-24,DS03,SKU0225,35,0,4,0,31,0,0,8
2026-01-28,DS03,SKU0046,30,22,4,0,26,0,0,0
2025-03-20,DS03,SKU0092,2,0,2,0,0,4,1,0
2026-03-26,DS03,SKU0092,9,8,3,0,6,0,0,0
2026-05-26,DS03,SKU0092,8,8,6,0,2,0,0,0
2025-01-22,DS03,SKU0240,34,6,1,0,33,0,0,6
2025-01-22,DS03,SKU0260,30,10,0,0,30,0,0,10
2025-07-20,DS03,SKU0260,27,0,3,0,24,0,0,0
2026-05-26,DS03,SKU0264,43,0,4,0,39,0,0,0
2026-05-22,DS03,SKU0226,29,0,4,0,25,0,0,0
2025-03-10,DS03,SKU0156,29,0,2,0,27,0,0,0
2025-08-20,DS03,SKU0156,31,0,5,0,26,0,0,0
2025-01-26,DS03,SKU0198,15,0,1,0,14,0,0,0
2025-01-25,DS03,SKU0138,19,0,2,0,17,0,0,0
2026-04-26,DS03,SKU0138,33,0,6,0,27,0,0,0
2025-07-12,DS03,SKU0194,21,14,4,0,17,0,0,0
2026-01-06,DS03,SKU0145,36,17,2,0,34,0,0,0
2026-03-09,DS03,SKU0145,40,0,3,0,37,0,0,34
2025-06-01,DS03,SKU0128,37,16,7,0,30,0,0,0
2025-02-16,DS03,SKU0035,19,0,4,0,15,0,0,0
2025-04-27,DS03,SKU0035,16,0,5,0,11,0,0,0
2025-07-06,DS03,SKU0035,12,0,2,0,10,0,0,0
2026-01-12,DS03,SKU0035,8,0,2,0,6,0,0,22
2026-02-25,DS03,SKU0059,29,20,5,0,24,0,0,10
2026-05-21,DS03,SKU0059,23,0,3,0,20,0,0,0
2025-03-04,DS03,SKU0079,0,0,0,0,0,1,1,0
2025-07-11,DS03,SKU0079,12,0,6,0,6,0,0,0
2025-05-11,DS03,SKU0011,18,0,3,0,15,0,0,0
2025-06-12,DS03,SKU0011,15,0,3,0,12,0,0,0
2026-01-18,DS03,SKU0011,6,0,1,0,5,0,0,0
2025-07-15,DS03,SKU0037,24,0,1,0,23,0,0,0
2025-09-01,DS03,SKU0179,22,0,3,0,19,0,0,14
2025-10-19,DS03,SKU0063,4,0,4,0,0,0,0,0
2026-02-05,DS03,SKU0063,0,0,0,0,0,6,1,0
2025-01-08,DS03,SKU0002,14,12,4,0,10,0,0,12
2026-03-29,DS03,SKU0002,11,7,3,0,8,0,0,0
2025-09-29,DS03,SKU0096,10,0,2,0,8,0,0,9
2026-01-05,DS03,SKU0096,4,0,1,3,0,0,0,18
2026-04-09,DS03,SKU0096,13,0,4,0,9,0,0,0
2025-11-01,DS03,SKU0207,1,0,1,0,0,3,1,0
2025-07-16,DS03,SKU0213,9,0,5,0,4,0,0,6
2025-07-31,DS03,SKU0213,10,6,4,0,6,0,0,0
2025-11-03,DS03,SKU0213,0,0,0,0,0,2,1,6
2025-08-21,DS03,SKU0047,19,0,1,0,18,0,0,0
2025-10-16,DS03,SKU0047,15,0,1,0,14,0,0,0
2025-03-18,DS03,SKU0191,19,0,1,0,18,0,0,0
2025-12-20,DS03,SKU0238,15,0,4,0,11,0,0,0
2026-03-16,DS03,SKU0238,12,7,3,0,9,0,0,28
2025-01-11,DS03,SKU0222,25,0,1,0,24,0,0,0
2025-06-07,DS03,SKU0222,11,0,6,0,5,0,0,0
2025-05-16,DS03,SKU0051,18,0,4,0,14,0,0,0
2025-07-04,DS03,SKU0205,8,0,3,0,5,0,0,0
2025-08-15,DS03,SKU0205,9,0,5,0,4,0,0,0
2025-08-17,DS03,SKU0114,26,0,1,0,25,0,0,0
2025-12-23,DS03,SKU0114,18,0,2,0,16,0,0,0
2025-02-02,DS03,SKU0131,21,0,1,0,20,0,0,0
2025-01-05,DS03,SKU0010,8,0,2,0,6,0,0,0
2026-02-08,DS03,SKU0010,0,0,0,0,0,1,1,0
2025-02-12,DS03,SKU0069,4,0,1,0,3,0,0,4
2026-06-22,DS03,SKU0069,6,0,2,0,4,0,0,16
2025-01-18,DS03,SKU0028,14,0,3,0,11,0,0,0
2025-03-07,DS03,SKU0028,11,0,5,0,6,0,0,0
2025-05-20,DS03,SKU0028,5,0,0,0,5,0,0,0
2026-02-01,DS03,SKU0239,1,0,1,0,0,0,0,0
2025-01-04,DS03,SKU0193,0,0,0,0,0,1,1,0
2025-04-03,DS03,SKU0193,11,0,3,0,8,0,0,0
2025-05-03,DS03,SKU0029,1,0,1,0,0,0,0,0
2026-01-18,DS03,SKU0029,11,0,1,0,10,0,0,0
2026-02-21,DS03,SKU0029,6,0,5,0,1,0,0,0
2026-03-24,DS03,SKU0029,4,0,3,0,1,0,0,0
2026-06-12,DS03,SKU0029,10,0,3,0,7,0,0,0
2026-01-04,DS03,SKU0006,0,0,0,0,0,2,1,0
2025-10-05,DS03,SKU0044,3,0,2,0,1,0,0,0
2025-10-12,DS03,SKU0174,14,7,3,0,11,0,0,0
2025-03-08,DS03,SKU0082,6,0,2,0,4,0,0,0
2025-04-02,DS03,SKU0082,0,0,0,0,0,1,1,0
2025-07-17,DS03,SKU0026,7,0,1,0,6,0,0,0
2025-10-30,DS03,SKU0026,5,0,0,0,5,0,0,0
2025-03-23,DS03,SKU0021,1,0,1,0,0,0,0,0
2025-07-01,DS03,SKU0021,2,0,1,1,0,0,0,0
2025-06-15,DS03,SKU0144,12,0,3,0,9,0,0,0
2025-08-13,DS03,SKU0129,10,0,0,0,10,0,0,0
2026-01-23,DS03,SKU0129,17,14,2,0,15,0,0,0
2026-06-14,DS03,SKU0149,30,24,1,0,29,0,0,0
2025-01-06,DS03,SKU0099,2,0,1,0,1,0,0,10
2025-10-21,DS03,SKU0180,22,9,1,0,21,0,0,0
2025-03-22,DS03,SKU0045,10,0,5,0,5,0,0,0
2025-07-16,DS03,SKU0045,20,12,1,0,19,0,0,0
2026-05-12,DS03,SKU0045,6,0,0,0,6,0,0,0
2025-03-23,DS03,SKU0003,0,0,0,0,0,1,1,0
2025-06-28,DS03,SKU0003,0,0,0,0,0,2,1,0
2026-06-08,DS03,SKU0003,4,0,2,0,2,0,0,7
2025-04-16,DS03,SKU0001,9,6,1,2,6,0,0,0
2026-06-26,DS03,SKU0004,0,0,0,0,0,2,1,0
2025-03-22,DS03,SKU0142,15,0,1,0,14,0,0,0
2026-06-24,DS03,SKU0116,27,0,0,0,27,0,0,0
2025-08-22,DS03,SKU0015,11,0,1,0,10,0,0,0
2025-09-10,DS03,SKU0015,11,11,5,0,6,0,0,11
2025-06-20,DS03,SKU0104,30,21,1,0,29,0,0,0
2025-10-23,DS03,SKU0104,19,0,0,0,19,0,0,0
2025-07-27,DS03,SKU0053,11,0,3,0,8,0,0,0
2025-10-21,DS03,SKU0053,2,0,2,0,0,1,1,0
2025-04-01,DS03,SKU0185,12,0,1,0,11,0,0,0
2025-08-19,DS03,SKU0185,14,0,3,0,11,0,0,0
2025-10-11,DS03,SKU0185,17,11,2,0,15,0,0,0
2026-03-08,DS03,SKU0250,0,0,0,0,0,2,1,0
2026-06-20,DS03,SKU0250,19,0,1,0,18,0,0,0
2025-04-01,DS03,SKU0009,4,0,0,0,4,0,0,0
2026-02-11,DS03,SKU0009,8,8,0,0,8,0,0,0
2025-06-15,DS03,SKU0017,3,0,2,1,0,0,0,0
2025-06-09,DS03,SKU0054,5,0,2,0,3,0,0,15
2025-08-24,DS03,SKU0159,11,0,0,0,11,0,0,0
2025-12-17,DS03,SKU0159,16,0,2,0,14,0,0,9
2025-05-03,DS03,SKU0154,21,0,0,0,21,0,0,0
2025-06-25,DS03,SKU0154,17,0,4,0,13,0,0,21
2026-02-23,DS03,SKU0100,0,0,0,0,0,2,1,10
2025-10-24,DS03,SKU0090,6,0,2,4,0,0,0,0
2025-03-12,DS03,SKU0204,6,0,1,0,5,0,0,0
2025-10-28,DS03,SKU0204,11,7,2,2,7,0,0,0
2025-11-16,DS03,SKU0231,15,0,1,0,14,0,0,0
2026-02-12,DS03,SKU0168,10,0,3,0,7,0,0,0
2026-02-14,DS03,SKU0168,7,0,2,0,5,0,0,0
2025-05-21,DS03,SKU0077,0,0,0,0,0,1,1,0
2025-06-16,DS03,SKU0077,2,0,0,0,2,0,0,6
2026-03-17,DS03,SKU0252,14,0,1,0,13,0,0,0
2025-02-09,DS03,SKU0031,6,0,0,6,0,0,0,0
2025-02-14,DS03,SKU0031,6,0,2,0,4,0,0,0
2025-05-27,DS03,SKU0067,3,0,1,0,2,0,0,0
2025-09-05,DS03,SKU0067,7,0,0,0,7,0,0,0
2025-09-27,DS03,SKU0067,4,0,2,0,2,0,0,0
2026-04-20,DS03,SKU0067,0,0,0,0,0,1,1,7
2025-09-12,DS03,SKU0041,11,0,1,0,10,0,0,0
2026-04-12,DS03,SKU0110,23,0,1,0,22,0,0,0
2026-05-20,DS03,SKU0110,24,0,3,0,21,0,0,0
2026-06-19,DS03,SKU0025,5,0,0,0,5,0,0,0
2025-04-20,DS03,SKU0105,12,0,1,0,11,0,0,0
2025-11-19,DS03,SKU0105,21,0,2,0,19,0,0,0
2026-04-25,DS03,SKU0105,10,0,2,0,8,0,0,0
2025-04-06,DS03,SKU0111,13,0,1,0,12,0,0,0
2025-09-04,DS03,SKU0111,16,0,1,0,15,0,0,0
2026-02-20,DS03,SKU0062,12,0,4,0,8,0,0,0
2025-01-25,DS03,SKU0160,12,0,1,0,11,0,0,0
2025-03-18,DS03,SKU0160,18,0,2,0,16,0,0,0
2026-03-01,DS03,SKU0160,13,0,3,0,10,0,0,0
2025-04-07,DS03,SKU0058,7,0,0,0,7,0,0,0
2025-02-19,DS03,SKU0187,10,0,0,0,10,0,0,0
2025-02-02,DS03,SKU0146,16,0,1,0,15,0,0,0
2025-06-23,DS03,SKU0146,13,0,1,0,12,0,0,17
2025-11-16,DS03,SKU0146,20,0,3,0,17,0,0,0
2026-06-13,DS03,SKU0173,11,0,1,0,10,0,0,0
2025-09-02,DS03,SKU0224,6,0,0,0,6,0,0,0
2025-03-13,DS03,SKU0020,6,0,1,0,5,0,0,0
2026-04-02,DS03,SKU0148,22,0,2,0,20,0,0,0
2025-05-17,DS03,SKU0220,7,0,1,0,6,0,0,0
2026-04-07,DS03,SKU0220,5,0,0,0,5,0,0,0
2025-12-27,DS03,SKU0235,10,0,1,0,9,0,0,0
2026-01-31,DS03,SKU0235,4,0,0,0,4,0,0,0
2025-03-05,DS03,SKU0102,1,0,0,0,1,0,0,0
2025-03-13,DS03,SKU0102,15,0,0,0,15,0,0,0
2025-12-01,DS03,SKU0102,12,0,0,0,12,0,0,0
2025-09-01,DS03,SKU0170,8,0,0,0,8,0,0,10
2026-03-24,DS03,SKU0170,13,0,0,0,13,0,0,0
2026-01-15,DS03,SKU0227,9,0,1,0,8,0,0,0
2026-06-09,DS03,SKU0227,10,0,2,0,8,0,0,0
2025-01-15,DS03,SKU0233,12,0,1,0,11,0,0,0
2025-01-16,DS03,SKU0233,11,0,2,0,9,0,0,0
2025-08-02,DS03,SKU0233,10,0,3,0,7,0,0,0
2026-04-25,DS03,SKU0233,6,0,2,0,4,0,0,0
2025-06-03,DS03,SKU0199,0,0,0,0,0,1,1,0
2025-10-18,DS03,SKU0119,17,0,1,0,16,0,0,0
2026-04-26,DS03,SKU0119,24,0,1,0,23,0,0,0
2026-05-06,DS03,SKU0119,17,0,2,0,15,0,0,0
2025-04-26,DS03,SKU0098,5,0,1,0,4,0,0,0
2025-08-04,DS03,SKU0098,4,0,0,4,0,0,0,7
2025-10-07,DS03,SKU0098,7,7,1,0,6,0,0,0
2025-05-23,DS03,SKU0201,6,0,2,0,4,0,0,0
2025-05-27,DS03,SKU0201,11,0,1,0,10,0,0,0
2026-02-18,DS03,SKU0201,8,0,2,0,6,0,0,7
2025-07-20,DS03,SKU0265,8,0,1,0,7,0,0,0
2025-09-24,DS03,SKU0265,7,0,0,0,7,0,0,0
2026-06-13,DS03,SKU0265,11,0,0,0,11,0,0,0
2025-01-23,DS03,SKU0060,6,0,0,0,6,0,0,0
2025-04-23,DS03,SKU0060,11,0,1,0,10,0,0,0
2025-06-10,DS03,SKU0060,6,0,3,0,3,0,0,0
2025-12-20,DS03,SKU0060,13,0,0,0,13,0,0,0
2026-05-26,DS03,SKU0060,3,0,0,0,3,0,0,0
2025-07-16,DS03,SKU0234,15,9,0,0,15,0,0,0
2025-12-05,DS03,SKU0234,8,0,0,0,8,0,0,0
2026-06-09,DS03,SKU0234,19,0,1,0,18,0,0,0
2025-10-03,DS03,SKU0177,6,0,1,0,5,0,0,0
2025-12-13,DS03,SKU0177,8,0,1,0,7,0,0,0
2025-07-16,DS03,SKU0249,14,7,0,0,14,0,0,0
2025-05-08,DS03,SKU0196,6,0,1,0,5,0,0,0
2025-12-07,DS03,SKU0196,8,0,0,0,8,0,0,0
2025-10-27,DS03,SKU0057,11,0,1,0,10,0,0,0
2026-01-11,DS03,SKU0057,9,0,1,0,8,0,0,0
2026-04-30,DS03,SKU0057,10,0,1,0,9,0,0,0
2026-05-09,DS03,SKU0057,7,0,1,0,6,0,0,0
2025-11-10,DS03,SKU0097,0,0,0,0,0,1,1,6
2026-03-03,DS03,SKU0019,7,0,3,0,4,0,0,0
2026-03-17,DS03,SKU0039,12,0,0,0,12,0,0,0
2026-03-19,DS03,SKU0208,6,0,1,5,0,0,0,0
2025-11-11,DS03,SKU0151,18,16,0,0,18,0,0,0
2025-01-27,DS03,SKU0163,10,0,1,0,9,0,0,0
2026-03-31,DS03,SKU0163,10,0,0,0,10,0,0,0
2025-01-22,DS03,SKU0124,9,0,1,0,8,0,0,0
2025-08-11,DS03,SKU0124,20,0,1,0,19,0,0,0
2025-09-01,DS03,SKU0245,18,0,1,0,17,0,0,0
2025-11-19,DS03,SKU0245,12,12,0,0,12,0,0,0
2026-03-24,DS03,SKU0245,16,0,0,0,16,0,0,0
2026-04-10,DS03,SKU0245,11,0,0,0,11,0,0,0
2025-01-23,DS03,SKU0189,4,0,3,0,1,0,0,0
2026-06-18,DS03,SKU0078,6,6,0,0,6,0,0,0
2026-01-07,DS04,SKU0261,90,21,7,0,83,0,0,21
2026-03-05,DS04,SKU0261,90,0,7,0,83,0,0,0
2025-01-20,DS04,SKU0176,66,0,10,0,56,0,0,48
2026-03-04,DS04,SKU0176,121,0,15,0,106,0,0,36
2026-05-24,DS04,SKU0176,100,60,16,0,84,0,0,0
2025-11-13,DS04,SKU0161,67,0,10,0,57,0,0,0
2025-03-17,DS04,SKU0266,75,54,4,0,71,0,0,48
2025-03-02,DS04,SKU0122,55,18,14,0,41,0,0,0
2025-09-02,DS04,SKU0122,42,0,7,0,35,0,0,0
2025-09-05,DS04,SKU0122,76,54,14,0,62,0,0,0
2025-11-24,DS04,SKU0122,64,0,9,0,55,0,0,36
2025-12-26,DS04,SKU0122,68,33,7,0,61,0,0,0
2025-03-08,DS04,SKU0172,9,0,9,0,0,5,1,0
2025-07-04,DS04,SKU0172,48,0,15,0,33,0,0,0
2026-06-04,DS04,SKU0172,71,0,7,0,64,0,0,0
2025-06-04,DS04,SKU0095,12,0,3,0,9,0,0,9
2025-06-15,DS04,SKU0095,0,0,0,0,0,11,1,0
2026-02-09,DS04,SKU0095,0,0,0,0,0,11,1,18
2025-04-24,DS04,SKU0094,28,16,6,0,22,0,0,0
2025-06-02,DS04,SKU0094,6,0,6,0,0,5,1,24
2025-08-02,DS04,SKU0094,19,0,10,0,9,0,0,0
2026-01-28,DS04,SKU0106,27,0,6,0,21,0,0,0
2026-02-22,DS04,SKU0106,85,72,8,0,77,0,0,0
2026-04-01,DS04,SKU0106,44,0,5,0,39,0,0,24
2025-02-28,DS04,SKU0143,28,0,7,0,21,0,0,0
2026-02-27,DS04,SKU0018,0,0,0,0,0,3,1,0
2026-04-21,DS04,SKU0032,4,0,4,0,0,0,0,0
2025-05-25,DS04,SKU0061,22,0,2,0,20,0,0,0
2025-03-28,DS04,SKU0212,10,0,1,0,9,0,0,0
2025-07-23,DS04,SKU0212,10,0,8,0,2,0,0,12
2025-04-02,DS04,SKU0023,20,20,3,0,17,0,0,0
2025-05-25,DS04,SKU0023,3,0,3,0,0,1,1,0
2026-01-22,DS04,SKU0023,15,0,5,0,10,0,0,0
2026-02-23,DS04,SKU0023,2,0,2,0,0,3,1,20
