order_id,order_datetime,store_id,items_count,basket_value_aed,basket_cogs_aed,promised_minutes,actual_minutes,status
ORD0077665,2026-06-27 20:34:00,DS01,1,12.52,9.93,20,28.6,delivered
ORD0077944,2026-06-29 18:16:00,DS01,3,66.76,51.03,20,19.4,delivered
ORD0077963,2026-06-29 09:50:00,DS01,1,21.12,15.74,20,19.9,delivered
ORD0078035,2026-06-29 19:54:00,DS01,7,264.09,200.59,20,23.6,delivered
ORD0078818,2025-01-11 21:02:00,DS02,2,54.56,36.77,20,19.0,delivered
ORD0079151,2025-01-15 19:58:00,DS02,8,220.33,168.08,20,31.6,delivered
ORD0079268,2025-01-16 21:52:00,DS02,1,12.52,9.93,20,21.3,delivered
ORD0079279,2025-01-16 19:14:00,DS02,1,18.54,13.19,20,24.1,delivered
ORD0079385,2025-01-17 14:21:00,DS02,4,53.46,39.73,20,10.3,delivered
ORD0079577,2025-01-19 13:19:00,DS02,2,21.87,16.56,20,19.0,delivered
ORD0080220,2025-01-26 20:43:00,DS02,5,89.23,66.23,20,25.6,delivered
ORD0080256,2025-01-27 10:41:00,DS02,5,128.96,97.66,20,15.0,delivered
ORD0080609,2025-01-31 17:45:00,DS02,1,50.01,37.12,20,10.4,delivered
ORD0080701,2025-02-01 15:03:00,DS02,2,43.55,31.97,20,15.1,delivered
ORD0080800,2025-02-01 13:55:00,DS02,3,58.0,43.99,20,13.6,delivered
ORD0080865,2025-02-02 18:21:00,DS02,6,140.89,102.44,20,30.2,delivered
ORD0081110,2025-02-05 11:01:00,DS02,7,155.33,108.55,20,23.2,delivered
ORD0081863,2025-02-14 15:23:00,DS02,3,72.8,50.55,20,7.5,delivered
ORD0082514,2025-02-21 13:40:00,DS02,1,15.63,9.4,20,21.4,delivered
ORD0083258,2025-02-28 14:29:00,DS02,2,101.87,73.93,20,17.4,delivered
ORD0083274,2025-02-28 16:02:00,DS02,3,147.18,109.01,20,15.4,delivered
ORD0083846,2025-03-05 14:35:00,DS02,1,40.43,28.89,20,7.2,delivered
ORD0083957,2025-03-06 18:37:00,DS02,2,81.15,60.85,20,11.8,delivered
ORD0084509,2025-03-10 17:59:00,DS02,1,9.32,7.29,20,11.6,delivered
ORD0084531,2025-03-10 22:05:00,DS02,2,33.89,24.98,20,8.1,delivered
ORD0084889,2025-03-13 17:38:00,DS02,1,10.18,6.79,20,26.5,delivered
ORD0085096,2025-03-14 20:03:00,DS02,3,54.22,38.59,20,22.3,delivered
ORD0085238,2025-03-15 09:41:00,DS02,4,118.85,88.84,20,20.0,delivered
ORD0085416,2025-03-16 18:29:00,DS02,2,92.98,68.28,20,21.6,delivered
ORD0085559,2025-03-18 15:53:00,DS02,1,7.65,5.78,20,33.2,delivered
ORD0085861,2025-03-20 13:25:00,DS02,4,55.47,39.94,20,29.2,delivered
ORD0085989,2025-03-21 19:51:00,DS02,4,118.49,82.65,20,17.9,delivered
ORD0086312,2025-03-23 14:57:00,DS02,1,9.32,7.29,20,18.5,delivered
ORD0086318,2025-03-23 19:17:00,DS02,9,294.69,212.65,20,18.6,delivered
ORD0086533,2025-03-25 23:48:00,DS02,2,74.62,49.67,20,7.8,delivered
ORD0086575,2025-03-26 15:53:00,DS02,3,89.93,60.71,20,20.6,delivered
ORD0086600,2025-03-26 21:28:00,DS02,3,32.59,22.81,20,28.4,delivered
ORD0086728,2025-03-27 16:25:00,DS02,6,112.48,78.79,20,25.2,delivered
ORD0086817,2025-03-27 23:46:00,DS02,1,35.96,25.73,20,12.3,delivered
ORD0086978,2025-03-28 23:37:00,DS02,7,203.14,148.01,20,17.6,delivered
ORD0087352,2025-03-31 19:23:00,DS02,6,191.74,140.49,20,23.0,delivered
ORD0087449,2025-04-01 07:25:00,DS02,9,250.08,172.24,20,29.5,delivered
ORD0087817,2025-04-04 13:09:00,DS02,3,137.52,101.96,20,10.6,delivered
ORD0087931,2025-04-05 20:02:00,DS02,3,61.02,42.47,20,22.1,delivered
ORD0087935,2025-04-05 18:01:00,DS02,1,25.64,18.93,20,15.0,delivered
ORD0088093,2025-04-07 21:59:00,DS02,2,84.02,60.38,20,14.5,delivered
ORD0088174,2025-04-08 13:28:00,DS02,2,44.1,32.83,20,11.0,delivered
ORD0088284,2025-04-09 11:00:00,DS02,5,116.35,80.82,20,23.3,delivered
ORD0088437,2025-04-10 21:47:00,DS02,2,57.13,43.94,20,15.9,delivered
ORD0088448,2025-04-11 19:31:00,DS02,4,89.46,68.73,20,18.2,delivered
ORD0088496,2025-04-11 18:59:00,DS02,3,118.1,89.05,20,20.9,delivered
ORD0088900,2025-04-15 18:46:00,DS02,1,18.54,13.19,20,28.2,delivered
ORD0089211,2025-04-18 14:06:00,DS02,9,151.93,111.44,20,26.2,delivered
ORD0089371,2025-04-19 09:26:00,DS02,1,31.63,23.87,20,13.6,delivered
ORD0089384,2025-04-19 00:24:00,DS02,3,71.58,48.95,20,16.6,delivered
ORD0089500,2025-04-20 15:20:00,DS02,7,154.24,108.44,20,22.6,delivered
ORD0089720,2025-04-23 14:50:00,DS02,2,61.37,36.52,20,14.0,delivered
ORD0089994,2025-04-25 12:38:00,DS02,4,93.05,66.21,20,31.3,delivered
ORD0090978,2025-05-04 07:17:00,DS02,4,168.43,123.67,20,25.4,delivered
ORD0091780,2025-05-11 18:21:00,DS02,2,34.14,21.67,20,21.5,delivered
ORD0092271,2025-05-16 23:21:00,DS02,2,96.84,71.39,20,12.8,delivered
ORD0092355,2025-05-16 21:42:00,DS02,4,62.34,45.62,20,31.7,delivered
ORD0092362,2025-05-17 14:01:00,DS02,3,50.18,38.28,20,22.7,delivered
ORD0092795,2025-05-21 08:14:00,DS02,1,39.71,28.05,20,22.8,delivered
ORD0092854,2025-05-21 09:55:00,DS02,3,62.28,47.84,20,21.8,delivered
ORD0093067,2025-05-23 17:08:00,DS02,2,51.34,38.92,20,21.4,delivered
ORD0093758,2025-05-29 17:04:00,DS02,5,109.59,79.36,20,13.4,delivered
ORD0093941,2025-05-30 09:37:00,DS02,6,182.81,139.01,20,17.4,delivered
ORD0094039,2025-05-31 19:31:00,DS02,1,35.96,25.73,20,41.5,delivered
ORD0094051,2025-05-31 00:20:00,DS02,3,14.95,10.9,20,12.1,delivered
ORD0094548,2025-06-05 14:52:00,DS02,2,65.86,39.57,20,47.9,delivered
ORD0094604,2025-06-05 19:36:00,DS02,10,199.31,143.03,20,16.3,delivered
ORD0094712,2025-06-06 08:08:00,DS02,4,84.4,58.84,20,19.6,delivered
ORD0094806,2025-06-07 18:43:00,DS02,9,193.28,129.35,20,19.4,delivered
ORD0094855,2025-06-07 09:34:00,DS02,2,30.77,22.93,20,23.8,delivered
ORD0095714,2025-06-14 11:01:00,DS02,1,5.98,4.5,20,8.4,delivered
ORD0095743,2025-06-15 12:22:00,DS02,2,24.72,16.23,20,22.2,delivered
ORD0095773,2025-06-15 18:52:00,DS02,4,129.3,87.68,20,24.4,delivered
ORD0095816,2025-06-15 08:10:00,DS02,2,65.57,45.47,20,15.4,delivered
ORD0096293,2025-06-20 09:17:00,DS02,3,64.84,46.85,20,17.1,delivered
ORD0096594,2025-06-22 19:47:00,DS02,3,54.9,37.34,20,29.0,delivered
ORD0096718,2025-06-23 09:59:00,DS02,1,32.55,24.41,20,16.5,delivered
ORD0097021,2025-06-26 14:45:00,DS02,1,46.0,29.64,20,28.3,delivered
ORD0097421,2025-06-29 23:56:00,DS02,2,54.35,38.87,20,17.4,delivered
ORD0097993,2025-07-04 20:45:00,DS02,1,3.91,2.77,20,24.2,delivered
ORD0098388,2025-07-07 18:10:00,DS02,4,89.67,62.39,20,34.5,delivered
ORD0098568,2025-07-09 15:34:00,DS02,3,66.7,50.62,20,14.1,delivered
ORD0098875,2025-07-11 14:44:00,DS02,3,123.33,91.52,20,15.8,delivered
ORD0099859,2025-07-19 21:45:00,DS02,2,51.89,38.62,20,12.6,delivered
ORD0099963,2025-07-20 17:19:00,DS02,4,67.16,46.53,20,12.0,delivered
ORD0100003,2025-07-20 20:38:00,DS02,3,62.58,45.49,20,28.3,delivered
ORD0100256,2025-07-23 17:33:00,DS02,1,19.13,14.64,20,12.9,delivered
ORD0100278,2025-07-23 19:26:00,DS02,3,65.47,49.58,20,37.8,delivered
ORD0101378,2025-08-01 07:59:00,DS02,1,35.96,25.73,20,20.7,delivered
ORD0101430,2025-08-01 18:16:00,DS02,2,54.84,39.39,20,27.5,delivered
ORD0101455,2025-08-01 09:36:00,DS02,6,174.26,125.26,20,32.0,delivered
ORD0102495,2025-08-09 21:36:00,DS02,2,77.26,54.93,20,31.5,delivered
ORD0102502,2025-08-09 22:13:00,DS02,1,6.02,4.82,20,29.3,delivered
ORD0102812,2025-08-13 04:26:00,DS02,1,14.17,10.67,20,11.9,delivered
ORD0102819,2025-08-13 19:07:00,DS02,3,80.45,63.29,20,7.6,delivered
ORD0103125,2025-08-15 22:45:00,DS02,1,15.63,9.4,20,15.1,delivered
ORD0103784,2025-08-21 15:20:00,DS02,3,145.36,109.61,20,17.9,delivered
ORD0103802,2025-08-21 21:47:00,DS02,1,9.15,6.63,20,30.7,delivered
ORD0103827,2025-08-21 20:38:00,DS02,2,55.08,36.89,20,24.3,delivered
ORD0104163,2025-08-23 11:25:00,DS02,1,15.62,11.52,20,13.2,delivered
ORD0104334,2025-08-25 19:58:00,DS02,2,28.75,22.0,20,16.3,delivered
ORD0104640,2025-08-28 21:08:00,DS02,5,99.64,75.29,20,11.7,delivered
ORD0105406,2025-09-03 22:58:00,DS02,1,25.15,20.09,20,21.2,delivered
ORD0105636,2025-09-05 19:05:00,DS02,2,31.79,24.23,20,15.2,delivered
ORD0105657,2025-09-05 16:43:00,DS02,7,163.53,118.78,20,14.9,delivered
ORD0105682,2025-09-05 16:35:00,DS02,1,15.15,12.38,20,9.6,delivered
ORD0105888,2025-09-06 19:47:00,DS02,3,62.45,42.18,20,16.3,delivered
ORD0105889,2025-09-06 13:48:00,DS02,4,238.84,178.19,20,15.7,delivered
ORD0106011,2025-09-08 11:00:00,DS02,4,99.7,76.06,20,25.2,delivered
ORD0106660,2025-09-13 16:13:00,DS02,1,40.37,27.82,20,11.4,delivered
ORD0107012,2025-09-16 09:39:00,DS02,1,50.74,37.49,20,21.0,cancelled_customer
ORD0107195,2025-09-18 14:28:00,DS02,4,81.56,59.54,20,5.8,delivered
ORD0107250,2025-09-18 14:01:00,DS02,4,99.75,76.95,20,20.2,delivered
ORD0107313,2025-09-19 17:18:00,DS02,3,110.1,79.18,20,18.5,delivered
ORD0107345,2025-09-19 13:52:00,DS02,2,29.1,21.72,20,22.6,delivered
ORD0107596,2025-09-21 12:50:00,DS02,1,25.15,20.09,20,15.1,delivered
ORD0107797,2025-09-23 20:47:00,DS02,2,30.44,21.99,20,15.0,delivered
ORD0108348,2025-09-27 15:30:00,DS02,1,8.3,6.28,20,23.0,delivered
ORD0108636,2025-09-30 21:47:00,DS02,4,89.05,61.36,20,23.9,delivered
ORD0108674,2025-10-01 10:45:00,DS02,4,62.42,46.41,20,17.0,delivered
ORD0108842,2025-10-02 00:31:00,DS02,4,71.51,54.01,20,27.7,delivered
ORD0109150,2025-10-04 14:38:00,DS02,3,73.35,52.31,20,12.1,delivered
ORD0109252,2025-10-05 14:10:00,DS02,1,52.16,37.61,20,10.8,delivered
ORD0109510,2025-10-08 18:08:00,DS02,1,30.24,23.03,20,30.8,delivered
ORD0109605,2025-10-09 20:20:00,DS02,2,32.23,20.8,20,12.8,delivered
ORD0109653,2025-10-09 08:55:00,DS02,1,6.02,4.82,20,11.0,delivered
ORD0109748,2025-10-10 11:19:00,DS02,1,24.74,18.35,20,9.1,delivered
ORD0109769,2025-10-10 16:39:00,DS02,2,33.15,25.85,20,18.5,delivered
ORD0109885,2025-10-11 12:51:00,DS02,4,139.41,103.84,20,9.7,delivered
ORD0109951,2025-10-11 13:09:00,DS02,4,111.73,82.62,20,27.3,delivered
ORD0110149,2025-10-13 20:33:00,DS02,7,213.92,164.42,20,22.5,delivered
ORD0110186,2025-10-13 17:31:00,DS02,6,135.63,101.01,20,13.4,delivered
ORD0110495,2025-10-16 17:02:00,DS02,2,23.6,16.38,20,22.9,delivered
ORD0110659,2025-10-18 20:03:00,DS02,3,93.61,65.62,20,29.5,delivered
ORD0111393,2025-10-24 13:28:00,DS02,1,72.8,56.35,20,11.9,delivered
ORD0112118,2025-10-30 11:20:00,DS02,1,17.61,11.53,20,12.0,delivered
ORD0112272,2025-11-01 21:35:00,DS02,12,272.52,197.09,20,34.6,delivered
ORD0112334,2025-11-01 09:52:00,DS02,1,14.84,10.47,20,27.3,delivered
ORD0112518,2025-11-03 22:02:00,DS02,4,104.64,78.09,20,21.8,delivered
ORD0112534,2025-11-03 20:53:00,DS02,2,76.87,56.51,20,14.1,delivered
ORD0112561,2025-11-03 20:19:00,DS02,2,44.16,33.46,20,12.9,delivered
ORD0112628,2025-11-04 22:48:00,DS02,7,114.88,85.74,20,14.7,delivered
ORD0112800,2025-11-06 06:04:00,DS02,1,10.8,6.97,20,23.0,delivered
ORD0112865,2025-11-06 18:34:00,DS02,6,137.95,101.33,20,26.9,delivered
ORD0112964,2025-11-07 18:16:00,DS02,2,40.85,30.69,20,19.0,delivered
ORD0112974,2025-11-07 17:42:00,DS02,1,26.06,20.63,20,32.1,delivered
ORD0113071,2025-11-08 17:39:00,DS02,6,163.38,122.36,20,12.0,delivered
ORD0113285,2025-11-09 15:49:00,DS02,4,100.09,72.45,20,10.3,delivered
ORD0114051,2025-11-16 14:53:00,DS02,3,27.3,19.17,20,32.4,delivered
ORD0114483,2025-11-21 10:25:00,DS02,9,173.66,124.94,20,16.9,delivered
ORD0115134,2025-11-27 18:56:00,DS02,2,45.05,32.4,20,11.2,delivered
ORD0115678,2025-12-02 12:32:00,DS02,2,38.49,29.21,20,14.1,delivered
ORD0115990,2025-12-05 21:03:00,DS02,1,7.24,5.7,20,32.3,delivered
ORD0116295,2025-12-07 16:15:00,DS02,3,78.12,58.95,20,25.9,delivered
ORD0116351,2025-12-07 11:37:00,DS02,2,51.68,39.05,20,22.2,delivered
ORD0116589,2025-12-10 20:47:00,DS02,2,28.77,18.96,20,16.3,delivered
ORD0116870,2025-12-12 11:01:00,DS02,7,205.25,148.66,20,16.7,delivered
ORD0116883,2025-12-12 15:45:00,DS02,3,46.22,29.87,20,18.3,cancelled_customer
ORD0116917,2025-12-13 12:08:00,DS02,7,164.9,117.54,20,14.3,delivered
ORD0117085,2025-12-14 15:14:00,DS02,1,25.15,20.09,20,8.6,delivered
ORD0117550,2025-12-19 15:29:00,DS02,1,3.05,2.42,20,20.7,delivered
ORD0117579,2025-12-19 21:25:00,DS02,1,35.96,25.73,20,27.1,delivered
ORD0118527,2025-12-27 15:08:00,DS02,4,97.37,71.37,20,19.5,delivered
ORD0118731,2025-12-30 11:21:00,DS02,2,36.8,23.83,20,15.6,delivered
ORD0118806,2025-12-31 09:51:00,DS02,2,34.96,26.22,20,19.0,delivered
ORD0118889,2025-12-31 13:01:00,DS02,2,37.25,25.68,20,24.9,delivered
ORD0119336,2026-01-04 19:48:00,DS02,4,176.27,133.65,20,20.7,delivered
ORD0119733,2026-01-08 09:04:00,DS02,7,257.97,190.74,20,22.1,delivered
ORD0120393,2026-01-14 18:36:00,DS02,1,25.64,18.93,20,17.4,delivered
ORD0120869,2026-01-18 17:42:00,DS02,1,13.82,9.21,20,24.6,delivered
ORD0120910,2026-01-18 21:12:00,DS02,5,199.16,148.64,20,28.8,delivered
ORD0121163,2026-01-21 10:37:00,DS02,4,109.66,83.43,20,26.8,delivered
ORD0121205,2026-01-22 12:28:00,DS02,3,59.3,43.77,20,8.4,delivered
ORD0121281,2026-01-22 14:14:00,DS02,6,197.21,142.82,20,15.1,delivered
ORD0121507,2026-01-24 19:38:00,DS02,2,50.79,37.75,20,26.3,delivered
ORD0121827,2026-01-27 20:26:00,DS02,1,48.89,33.9,20,14.1,delivered
ORD0121860,2026-01-28 18:49:00,DS02,2,78.41,57.0,20,21.3,delivered
ORD0122074,2026-01-30 11:37:00,DS02,1,27.56,19.75,20,11.3,delivered
ORD0122524,2026-02-03 16:22:00,DS02,2,24.22,15.59,20,25.5,delivered
ORD0122663,2026-02-04 23:45:00,DS02,2,60.79,42.13,20,17.8,delivered
ORD0122711,2026-02-05 12:35:00,DS02,3,85.65,59.28,20,23.9,delivered
ORD0123102,2026-02-08 15:02:00,DS02,2,30.52,22.79,20,11.1,delivered
ORD0123257,2026-02-09 11:33:00,DS02,1,36.57,25.78,20,26.1,delivered
ORD0123657,2026-02-13 18:42:00,DS02,7,137.58,97.19,20,16.4,delivered
ORD0123679,2026-02-13 09:16:00,DS02,1,19.26,12.37,20,17.1,cancelled_customer
ORD0123902,2026-02-15 12:45:00,DS02,5,143.09,108.96,20,25.3,delivered
ORD0124360,2026-02-19 10:21:00,DS02,4,45.61,32.5,20,28.2,delivered
ORD0124384,2026-02-19 20:43:00,DS02,8,166.64,114.0,20,17.8,delivered
ORD0124428,2026-02-19 19:09:00,DS02,2,37.46,27.79,20,,delivered
ORD0124738,2026-02-21 19:17:00,DS02,7,121.37,83.09,20,26.7,delivered
ORD0125315,2026-02-25 17:46:00,DS02,1,9.17,7.18,20,24.9,delivered
ORD0125539,2026-02-27 23:21:00,DS02,7,84.89,64.05,20,13.7,delivered
ORD0125540,2026-02-27 16:14:00,DS02,2,37.27,27.94,20,15.0,delivered
ORD0125576,2026-02-27 08:23:00,DS02,2,37.92,27.02,20,27.9,cancelled_customer
ORD0125802,2026-02-28 16:02:00,DS02,2,27.38,19.07,20,16.0,delivered
ORD0125984,2026-03-01 00:50:00,DS02,3,50.24,35.8,20,20.6,delivered
ORD0126271,2026-03-04 21:42:00,DS02,8,225.72,163.05,20,31.1,delivered
ORD0126352,2026-03-04 19:08:00,DS02,2,41.76,29.13,20,50.1,delivered
ORD0126430,2026-03-05 20:32:00,DS02,1,71.05,55.53,20,13.0,delivered
ORD0126480,2026-03-05 12:17:00,DS02,1,34.4,25.34,20,23.2,delivered
ORD0126739,2026-03-06 15:21:00,DS02,1,19.26,11.99,20,23.8,delivered
ORD0127586,2026-03-12 18:18:00,DS02,4,105.23,77.17,20,24.7,delivered
ORD0127665,2026-03-13 11:44:00,DS02,1,32.55,24.41,20,12.1,delivered
ORD0128070,2026-03-15 20:11:00,DS02,5,84.29,62.51,20,17.4,delivered
ORD0129143,2026-03-22 12:33:00,DS02,4,84.16,63.65,20,36.4,delivered
ORD0129204,2026-03-22 23:21:00,DS02,2,51.68,39.05,20,15.7,delivered
ORD0129379,2026-03-24 21:11:00,DS02,5,105.57,74.65,20,11.6,delivered
ORD0129574,2026-03-25 16:57:00,DS02,15,252.35,182.69,20,15.7,cancelled_customer
ORD0129738,2026-03-27 17:22:00,DS02,1,25.01,14.97,20,24.9,delivered
ORD0129763,2026-03-27 17:42:00,DS02,2,42.32,30.43,20,15.0,delivered
ORD0130205,2026-03-30 19:47:00,DS02,6,201.15,150.15,20,17.4,delivered
ORD0130628,2026-04-03 19:34:00,DS02,1,39.71,28.05,20,26.0,delivered
ORD0130683,2026-04-03 13:03:00,DS02,3,67.19,49.34,20,21.7,delivered
ORD0130833,2026-04-04 17:10:00,DS02,4,94.8,69.44,20,13.0,delivered
ORD0131023,2026-04-06 20:04:00,DS02,5,114.22,84.3,20,25.3,delivered
ORD0131068,2026-04-07 18:14:00,DS02,2,26.78,20.42,20,19.9,delivered
ORD0131201,2026-04-08 18:18:00,DS02,3,63.42,45.28,20,20.7,delivered
ORD0131216,2026-04-08 15:40:00,DS02,3,70.65,45.53,20,21.7,delivered
ORD0131722,2026-04-12 13:17:00,DS02,6,104.35,76.53,20,9.9,delivered
ORD0131723,2026-04-12 12:09:00,DS02,1,9.34,6.97,20,28.1,delivered
ORD0132468,2026-04-18 14:39:00,DS02,1,12.52,9.93,20,16.2,delivered
ORD0132743,2026-04-20 20:10:00,DS02,2,23.26,15.51,20,26.3,delivered
ORD0132870,2026-04-21 16:09:00,DS02,1,22.78,14.16,20,21.6,delivered
ORD0134257,2026-05-02 23:16:00,DS02,1,71.05,55.53,20,8.7,delivered
ORD0134417,2026-05-03 06:05:00,DS02,2,28.93,21.32,20,20.7,delivered
ORD0135242,2026-05-10 18:18:00,DS02,4,53.31,37.77,20,25.6,delivered
ORD0135264,2026-05-10 20:32:00,DS02,4,91.88,61.18,20,16.6,delivered
ORD0135316,2026-05-10 13:21:00,DS02,1,24.74,18.35,20,15.1,delivered
ORD0135622,2026-05-13 19:28:00,DS02,3,42.9,29.31,20,16.5,delivered
ORD0135627,2026-05-13 20:02:00,DS02,1,18.24,13.34,20,11.0,delivered
ORD0136156,2026-05-17 18:37:00,DS02,2,38.11,26.85,20,18.7,delivered
ORD0136250,2026-05-17 17:30:00,DS02,3,89.58,61.27,20,23.0,delivered
ORD0136344,2026-05-18 13:21:00,DS02,1,40.37,27.82,20,24.6,delivered
ORD0136393,2026-05-19 22:58:00,DS02,6,57.67,41.14,20,17.4,delivered
ORD0136513,2026-05-20 16:05:00,DS02,3,68.08,46.86,20,15.7,delivered
ORD0136533,2026-05-20 16:24:00,DS02,4,84.56,56.85,20,18.1,delivered
ORD0136534,2026-05-20 10:34:00,DS02,2,41.98,27.86,20,21.0,delivered
ORD0136687,2026-05-21 07:35:00,DS02,4,124.25,93.15,20,38.1,delivered
ORD0136708,2026-05-21 21:39:00,DS02,6,226.7,162.53,20,22.8,delivered
ORD0137611,2026-05-28 08:14:00,DS02,1,71.05,55.53,20,20.9,delivered
ORD0138052,2026-05-31 17:56:00,DS02,1,19.13,14.64,20,18.2,delivered
ORD0138563,2026-06-04 06:24:00,DS02,2,77.8,61.02,20,13.3,delivered
ORD0138803,2026-06-06 13:50:00,DS02,4,100.44,73.21,20,11.7,delivered
ORD0138980,2026-06-07 11:55:00,DS02,1,19.13,14.64,20,17.2,delivered
ORD0140189,2026-06-16 22:56:00,DS02,1,9.34,6.97,20,22.9,delivered
ORD0140516,2026-06-19 18:27:00,DS02,2,35.89,24.85,20,28.1,delivered
ORD0140518,2026-06-19 11:06:00,DS02,1,56.41,42.5,20,7.7,delivered
ORD0140907,2026-06-21 21:17:00,DS02,2,94.48,67.42,20,17.7,delivered
ORD0140917,2026-06-21 10:13:00,DS02,1,3.05,2.42,20,13.9,delivered
ORD0142706,2025-01-09 18:50:00,DS03,12,217.23,155.68,20,21.7,delivered
ORD0142798,2025-01-10 13:11:00,DS03,6,95.18,69.93,20,11.9,delivered
ORD0142827,2025-01-10 13:12:00,DS03,4,86.17,60.6,20,22.1,delivered
ORD0142978,2025-01-11 22:46:00,DS03,1,8.3,6.28,20,18.8,delivered
ORD0143349,2025-01-13 23:11:00,DS03,1,35.62,20.72,20,23.9,delivered
ORD0143458,2025-01-14 18:10:00,DS03,2,64.85,48.37,20,15.5,delivered
ORD0143469,2025-01-14 16:50:00,DS03,4,48.32,32.38,20,17.1,delivered
ORD0143622,2025-01-16 15:05:00,DS03,3,56.79,41.6,20,,delivered
ORD0143658,2025-01-16 21:13:00,DS03,1,26.26,19.26,20,16.1,delivered
ORD0144101,2025-01-19 11:47:00,DS03,3,123.96,91.98,20,25.8,delivered
ORD0144386,2025-01-21 19:20:00,DS03,6,147.76,105.76,20,48.6,delivered
ORD0145508,2025-01-29 13:05:00,DS03,2,10.43,7.06,20,20.2,delivered
ORD0145609,2025-01-30 11:23:00,DS03,1,14.84,10.47,20,18.7,delivered
ORD0145980,2025-02-01 11:07:00,DS03,2,58.23,40.87,20,24.3,delivered
ORD0146089,2025-02-02 08:44:00,DS03,3,94.45,61.09,20,17.3,delivered
ORD0146219,2025-02-03 06:47:00,DS03,2,57.5,38.96,20,14.4,delivered
ORD0146580,2025-02-06 19:20:00,DS03,3,70.92,50.66,20,25.1,delivered
ORD0146643,2025-02-06 09:18:00,DS03,3,54.91,40.38,20,17.3,delivered
ORD0146821,2025-02-07 01:55:00,DS03,3,61.52,41.54,20,8.7,delivered
ORD0147588,2025-02-13 19:05:00,DS03,1,8.3,6.28,20,14.3,delivered
ORD0147773,2025-02-14 21:32:00,DS03,2,48.43,36.9,20,23.0,delivered
ORD0147868,2025-02-15 20:35:00,DS03,2,58.25,41.24,20,11.7,delivered
ORD0147978,2025-02-16 08:06:00,DS03,3,49.24,34.16,20,10.1,delivered
ORD0148068,2025-02-16 14:04:00,DS03,3,35.71,24.83,20,17.2,delivered
ORD0148314,2025-02-18 17:23:00,DS03,12,210.74,150.69,20,18.1,delivered
ORD0148671,2025-02-21 17:25:00,DS03,3,66.26,48.47,20,18.3,delivered
ORD0148846,2025-02-22 23:43:00,DS03,5,134.34,96.41,20,14.5,delivered
ORD0148899,2025-02-22 20:43:00,DS03,5,138.81,102.63,20,34.9,delivered
ORD0148927,2025-02-22 13:51:00,DS03,7,159.79,111.98,20,13.5,delivered
ORD0149017,2025-02-23 11:04:00,DS03,1,19.13,14.64,20,27.5,delivered
ORD0149170,2025-02-24 22:00:00,DS03,3,44.19,33.55,20,11.5,delivered
ORD0150107,2025-03-02 22:09:00,DS03,6,173.23,124.11,20,10.5,delivered
ORD0150340,2025-03-03 08:28:00,DS03,1,70.52,48.29,20,14.3,delivered
ORD0150661,2025-03-05 22:35:00,DS03,7,89.82,65.13,20,17.9,delivered
ORD0150969,2025-03-07 23:03:00,DS03,2,74.29,57.72,20,12.4,delivered
ORD0151091,2025-03-07 18:15:00,DS03,1,27.56,19.75,20,16.5,delivered
ORD0151331,2025-03-08 20:35:00,DS03,1,18.24,13.34,20,27.7,delivered
ORD0151354,2025-03-08 21:03:00,DS03,2,76.96,56.77,20,16.0,delivered
ORD0151598,2025-03-10 12:14:00,DS03,1,18.54,13.19,20,7.8,delivered
ORD0151674,2025-03-10 14:20:00,DS03,6,106.78,78.3,20,18.9,delivered
ORD0151692,2025-03-10 14:34:00,DS03,9,281.5,211.08,20,16.1,cancelled_customer
ORD0152004,2025-03-12 21:15:00,DS03,2,35.54,26.64,20,8.0,delivered
ORD0152314,2025-03-14 17:34:00,DS03,2,87.38,60.29,20,13.4,delivered
ORD0152428,2025-03-14 17:45:00,DS03,5,89.99,63.85,20,22.7,delivered
ORD0152634,2025-03-15 10:31:00,DS03,2,75.79,56.33,20,29.5,delivered
ORD0152978,2025-03-17 22:40:00,DS03,5,92.54,65.89,20,18.9,delivered
ORD0153265,2025-03-18 13:16:00,DS03,2,33.68,21.31,20,20.0,cancelled_customer
ORD0153362,2025-03-19 19:14:00,DS03,1,11.33,8.6,20,29.1,delivered
ORD0153759,2025-03-21 16:29:00,DS03,1,12.53,9.59,20,30.9,delivered
ORD0153880,2025-03-21 17:45:00,DS03,2,26.17,19.07,20,15.2,delivered
ORD0153936,2025-03-21 23:19:00,DS03,3,70.28,51.36,20,19.1,delivered
ORD0154008,2025-03-22 19:09:00,DS03,1,18.79,14.51,20,20.8,delivered
ORD0154918,2025-03-26 02:04:00,DS03,4,76.53,56.56,20,26.4,delivered
ORD0155066,2025-03-27 16:50:00,DS03,1,44.72,31.28,20,30.2,delivered
ORD0155076,2025-03-27 11:05:00,DS03,11,247.16,184.82,20,15.0,delivered
ORD0155091,2025-03-27 17:53:00,DS03,7,171.65,127.31,20,33.7,delivered
ORD0155239,2025-03-28 20:47:00,DS03,2,100.96,71.2,20,26.9,delivered
ORD0155295,2025-03-28 21:39:00,DS03,3,102.97,73.66,20,10.6,delivered
ORD0155442,2025-03-29 02:50:00,DS03,2,21.87,16.07,20,16.0,delivered
ORD0155711,2025-03-30 12:12:00,DS03,1,56.41,42.5,20,22.9,delivered
ORD0155785,2025-03-30 15:52:00,DS03,5,155.54,117.09,20,15.3,delivered
ORD0156245,2025-04-02 11:29:00,DS03,2,29.69,20.01,20,4.9,delivered
