date,store_id,active_captains,orders_placed,orders_delivered,avg_delivery_min,capacity_orders,utilisation_pct,fleet_cost_aed
2025-04-28,DS02,6,83,81,19.9,108,76.9,882.0
2025-04-28,DS05,5,68,68,19.3,90,75.6,736.0
2025-04-28,DS06,3,47,47,20.5,54,87.0,454.0
2025-04-28,DS07,3,81,79,30.9,54,150.0,518.0
2025-04-28,DS08,4,61,61,21.4,72,84.7,602.0
2025-04-29,DS04,6,78,75,19.9,108,72.2,870.0
2025-04-29,DS08,4,64,62,20.4,72,88.9,604.0
2025-04-30,DS02,7,107,107,19.2,126,84.9,1054.0
2025-04-30,DS03,10,142,136,20.0,180,78.9,1472.0
2025-04-30,DS04,6,90,87,21.8,108,83.3,894.0
2025-04-30,DS06,4,55,53,19.6,72,76.4,586.0
2025-04-30,DS07,4,104,98,31.7,72,144.4,676.0
2025-04-30,DS08,4,69,69,20.4,72,95.8,618.0
2025-05-01,DS08,6,79,76,21.3,108,73.1,872.0
2025-05-02,DS02,8,131,130,19.7,144,91.0,1220.0
2025-05-02,DS03,13,212,203,19.1,234,90.6,1966.0
2025-05-02,DS05,7,102,99,20.9,126,81.0,1038.0
2025-05-03,DS04,7,105,102,20.5,126,83.3,1044.0
2025-05-03,DS07,7,135,120,30.5,126,107.1,1080.0
2025-05-04,DS02,7,104,100,19.2,126,82.5,1040.0
2025-05-04,DS03,10,158,154,19.1,180,87.8,1508.0
2025-05-04,DS04,6,93,90,20.6,108,86.1,900.0
2025-05-04,DS06,3,48,47,21.1,54,88.9,454.0
2025-05-04,DS08,4,61,61,21.2,72,84.7,602.0
2025-05-05,DS01,7,93,92,20.2,126,73.8,1024.0
2025-05-05,DS02,5,78,76,20.2,90,86.7,752.0
2025-05-05,DS04,5,81,80,19.0,90,90.0,760.0
2025-05-05,DS06,4,51,50,21.8,72,70.8,580.0
2025-05-05,DS08,5,68,66,19.9,90,75.6,732.0
2025-05-06,DS01,8,114,113,19.5,144,79.2,1186.0
2025-05-06,DS02,6,86,84,18.5,108,79.6,888.0
2025-05-06,DS03,8,131,129,19.5,144,91.0,1218.0
2025-05-06,DS06,3,46,44,22.4,54,85.2,448.0
2025-05-07,DS01,8,128,125,20.2,144,88.9,1210.0
2025-05-07,DS03,10,161,159,19.6,180,89.4,1518.0
2025-05-07,DS06,4,57,52,23.1,72,79.2,584.0
2025-05-08,DS01,9,132,130,19.5,162,81.5,1340.0
2025-05-08,DS03,12,170,165,19.3,216,78.7,1770.0
2025-05-08,DS05,5,70,69,20.6,90,77.8,738.0
2025-05-08,DS08,5,82,80,20.4,90,91.1,760.0
2025-05-09,DS01,10,164,163,19.1,180,91.1,1526.0
2025-05-09,DS06,5,72,72,21.9,90,80.0,744.0
2025-05-09,DS08,8,105,105,20.8,144,72.9,1170.0
2025-05-10,DS06,6,77,74,20.2,108,71.3,868.0
2025-05-11,DS01,9,123,120,20.1,162,75.9,1320.0
2025-05-11,DS07,5,109,101,33.1,90,121.1,802.0
2025-05-11,DS08,5,68,66,20.8,90,75.6,732.0
2025-05-12,DS01,8,105,102,20.0,144,72.9,1164.0
2025-05-12,DS02,5,79,78,19.5,90,87.8,756.0
2025-05-12,DS03,9,129,128,20.2,162,79.6,1336.0
2025-05-13,DS03,9,133,131,19.3,162,82.1,1342.0
2025-05-13,DS04,6,88,84,20.0,108,81.5,888.0
2025-05-13,DS07,5,104,102,31.2,90,115.6,804.0
2025-05-14,DS02,7,105,102,21.6,126,83.3,1044.0
2025-05-14,DS03,11,160,156,18.4,198,80.8,1632.0
2025-05-14,DS06,4,55,52,21.5,72,76.4,584.0
2025-05-14,DS07,5,104,99,31.5,90,115.6,798.0
2025-05-15,DS04,7,102,100,20.6,126,81.0,1040.0
2025-05-15,DS05,5,73,72,20.5,90,81.1,744.0
2025-05-15,DS07,5,132,117,33.2,90,146.7,834.0
2025-05-16,DS02,10,146,143,20.5,180,81.1,1486.0
2025-05-16,DS04,9,119,115,21.0,162,73.5,1310.0
2025-05-16,DS06,5,78,76,21.3,90,86.7,752.0
2025-05-16,DS07,7,153,139,32.8,126,121.4,1118.0
2025-05-17,DS02,9,136,131,21.1,162,84.0,1342.0
2025-05-17,DS03,15,209,205,19.2,270,77.4,2210.0
2025-05-17,DS04,9,123,121,20.7,162,75.9,1322.0
2025-05-17,DS05,8,107,105,20.0,144,74.3,1170.0
2025-05-17,DS06,5,79,77,21.1,90,87.8,754.0
2025-05-17,DS07,6,141,127,31.9,108,130.6,974.0
2025-05-18,DS03,10,144,143,19.0,180,80.0,1486.0
2025-05-18,DS08,5,77,73,20.8,90,85.6,746.0
2025-05-19,DS01,7,101,96,19.6,126,80.2,1032.0
2025-05-19,DS03,9,115,113,19.0,162,71.0,1306.0
2025-05-19,DS04,6,84,83,20.0,108,77.8,886.0
2025-05-19,DS07,4,87,81,33.4,72,120.8,642.0
2025-05-20,DS01,8,118,114,20.3,144,81.9,1188.0
2025-05-20,DS03,8,126,124,19.2,144,87.5,1208.0
2025-05-20,DS04,5,81,78,19.7,90,90.0,756.0
2025-05-20,DS05,5,64,64,20.7,90,71.1,728.0
2025-05-21,DS02,7,108,105,19.7,126,85.7,1050.0
2025-05-21,DS03,11,154,151,19.1,198,77.8,1622.0
2025-05-21,DS04,6,80,77,21.1,108,74.1,874.0
2025-05-21,DS05,6,78,76,20.3,108,72.2,872.0
2025-05-21,DS08,6,81,77,20.3,108,75.0,874.0
2025-05-22,DS02,7,118,116,21.5,126,93.7,1072.0
2025-05-22,DS03,12,178,175,18.3,216,82.4,1790.0
2025-05-22,DS04,8,109,103,20.4,144,75.7,1166.0
2025-05-22,DS05,5,81,80,21.1,90,90.0,760.0
2025-05-22,DS06,4,55,53,20.1,72,76.4,586.0
2025-05-22,DS08,6,80,76,22.1,108,74.1,872.0
2025-05-23,DS01,11,172,171,20.0,198,86.9,1662.0
2025-05-23,DS07,7,154,137,32.1,126,122.2,1114.0
2025-05-23,DS08,7,101,97,21.2,126,80.2,1034.0
2025-05-24,DS01,11,168,159,19.5,198,84.8,1638.0
2025-05-24,DS02,10,148,145,20.0,180,82.2,1490.0
2025-05-24,DS05,7,109,108,21.0,126,86.5,1056.0
2025-05-24,DS06,6,73,72,19.9,108,67.6,864.0
2025-05-25,DS01,9,133,130,19.9,162,82.1,1340.0
2025-05-25,DS03,11,167,167,20.1,198,84.3,1654.0
2025-05-25,DS08,5,79,77,18.1,90,87.8,754.0
2025-05-26,DS02,6,90,89,20.4,108,83.3,898.0
2025-05-26,DS06,4,51,47,20.8,72,70.8,574.0
2025-05-26,DS07,4,85,82,33.0,72,118.1,644.0
2025-05-26,DS08,4,60,58,19.6,72,83.3,596.0
2025-05-27,DS04,5,78,74,21.7,90,86.7,748.0
2025-05-27,DS05,4,65,65,20.9,72,90.3,610.0
2025-05-27,DS07,4,106,96,30.5,72,147.2,672.0
2025-05-27,DS08,4,65,64,21.3,72,90.3,608.0
2025-05-28,DS01,10,140,139,19.8,180,77.8,1478.0
2025-05-28,DS03,11,162,161,18.9,198,81.8,1642.0
2025-05-28,DS04,7,101,98,19.4,126,80.2,1036.0
2025-05-28,DS08,5,80,77,20.0,90,88.9,754.0
2025-05-29,DS02,8,124,123,19.7,144,86.1,1206.0
2025-05-29,DS03,13,189,184,18.2,234,80.8,1928.0
2025-05-29,DS04,7,94,92,21.3,126,74.6,1024.0
2025-05-29,DS05,6,86,79,18.9,108,79.6,878.0
2025-05-29,DS06,4,61,57,21.3,72,84.7,594.0
2025-05-29,DS08,5,86,85,21.3,90,95.6,770.0
2025-05-30,DS05,7,98,95,19.7,126,77.8,1030.0
2025-05-30,DS06,5,74,71,21.4,90,82.2,742.0
2025-05-30,DS08,7,104,100,21.6,126,82.5,1040.0
2025-05-31,DS02,9,138,133,20.1,162,85.2,1346.0
2025-05-31,DS04,8,116,114,20.0,144,80.6,1188.0
2025-05-31,DS05,8,112,108,19.3,144,77.8,1176.0
2025-05-31,DS06,6,79,77,20.8,108,73.1,874.0
2025-06-01,DS04,7,91,90,19.4,126,72.2,1020.0
2025-06-01,DS07,5,112,104,32.2,90,124.4,808.0
2025-06-02,DS01,6,107,105,18.9,108,99.1,930.0
2025-06-02,DS02,6,91,90,21.0,108,84.3,900.0
2025-06-02,DS03,9,128,127,18.3,162,79.0,1334.0
2025-06-02,DS06,3,49,47,20.3,54,90.7,454.0
2025-06-03,DS01,8,123,123,19.8,144,85.4,1206.0
2025-06-03,DS03,11,151,146,19.9,198,76.3,1612.0
2025-06-03,DS07,5,105,97,31.4,90,116.7,794.0
2025-06-04,DS02,7,108,107,19.1,126,85.7,1054.0
2025-06-04,DS03,12,167,166,19.2,216,77.3,1772.0
2025-06-04,DS04,8,103,100,20.5,144,71.5,1160.0
2025-06-04,DS05,6,85,82,20.2,108,78.7,884.0
2025-06-04,DS06,4,60,59,21.4,72,83.3,598.0
2025-06-05,DS01,10,137,133,20.3,180,76.1,1466.0
2025-06-05,DS04,8,116,113,20.4,144,80.6,1186.0
2025-06-05,DS05,5,79,77,19.4,90,87.8,754.0
2025-06-05,DS07,5,120,107,31.7,90,133.3,814.0
2025-06-06,DS01,12,197,192,19.8,216,91.2,1824.0
2025-06-06,DS03,16,210,205,18.5,288,72.9,2330.0
2025-06-06,DS05,7,107,105,21.1,126,84.9,1050.0
2025-06-07,DS04,9,126,124,19.7,162,77.8,1328.0
2025-06-07,DS05,7,96,94,19.8,126,76.2,1028.0
2025-06-07,DS07,6,154,145,30.9,108,142.6,1010.0
2025-06-07,DS08,7,105,101,21.1,126,83.3,1042.0
2025-06-08,DS01,10,136,131,19.8,180,75.6,1462.0
2025-06-08,DS02,8,111,108,20.2,144,77.1,1176.0
2025-06-08,DS03,11,155,155,20.1,198,78.3,1630.0
2025-06-08,DS05,5,77,74,20.2,90,85.6,748.0
2025-06-08,DS06,4,57,55,22.5,72,79.2,590.0
2025-06-08,DS07,5,121,113,29.7,90,134.4,826.0
2025-06-08,DS08,5,79,78,21.9,90,87.8,756.0
2025-06-09,DS04,6,88,86,21.5,108,81.5,892.0
2025-06-09,DS05,5,60,59,19.7,90,66.7,718.0
2025-06-09,DS08,5,62,61,20.5,90,68.9,722.0
2025-06-10,DS04,6,90,89,21.6,108,83.3,898.0
2025-06-10,DS05,5,65,62,20.4,90,72.2,724.0
2025-06-10,DS06,4,56,56,19.5,72,77.8,592.0
2025-06-10,DS08,5,68,66,20.3,90,75.6,732.0
2025-06-11,DS02,7,110,108,19.4,126,87.3,1056.0
2025-06-11,DS04,7,105,104,20.8,126,83.3,1048.0
2025-06-11,DS05,5,68,66,19.4,90,75.6,732.0
2025-06-11,DS07,5,118,107,31.7,90,131.1,814.0
2025-06-12,DS02,8,124,122,19.4,144,86.1,1204.0
2025-06-12,DS04,6,104,97,21.4,108,96.3,914.0
2025-06-12,DS06,4,60,58,22.3,72,83.3,596.0
2025-06-12,DS07,5,121,108,31.5,90,134.4,816.0
2025-06-13,DS02,10,150,145,19.7,180,83.3,1490.0
2025-06-13,DS03,17,226,220,19.5,306,73.9,2480.0
2025-06-13,DS07,7,161,148,30.7,126,127.8,1136.0
2025-06-13,DS08,7,100,99,21.0,126,79.4,1038.0
2025-06-14,DS02,9,151,150,19.8,162,93.2,1380.0
2025-06-14,DS03,17,224,218,19.7,306,73.2,2476.0
2025-06-14,DS05,7,102,100,19.7,126,81.0,1040.0
2025-06-14,DS07,7,158,147,32.1,126,125.4,1134.0
2025-06-15,DS01,8,132,130,19.4,144,91.7,1220.0
2025-06-15,DS02,8,115,111,19.4,144,79.9,1182.0
2025-06-16,DS01,7,109,108,19.4,126,86.5,1056.0
2025-06-16,DS02,5,92,90,19.5,90,102.2,780.0
2025-06-16,DS05,5,69,68,18.6,90,76.7,736.0
2025-06-16,DS06,3,54,51,22.4,54,100.0,462.0
2025-06-16,DS07,4,92,87,30.5,72,127.8,654.0
2025-06-17,DS05,6,77,76,19.9,108,71.3,872.0
2025-06-17,DS07,5,101,89,33.6,90,112.2,778.0
2025-06-17,DS08,5,72,71,20.7,90,80.0,742.0
2025-06-18,DS02,7,109,109,19.8,126,86.5,1058.0
2025-06-18,DS03,11,152,149,19.1,198,76.8,1618.0
2025-06-18,DS06,4,55,54,21.2,72,76.4,588.0
2025-06-18,DS08,5,76,74,21.3,90,84.4,748.0
2025-06-19,DS01,12,150,149,19.0,216,69.4,1738.0
2025-06-19,DS04,7,112,109,20.5,126,88.9,1058.0
2025-06-19,DS08,6,80,78,19.7,108,74.1,876.0
2025-06-20,DS01,12,176,167,19.5,216,81.5,1774.0
2025-06-20,DS02,10,158,155,20.5,180,87.8,1510.0
2025-06-20,DS03,16,223,216,18.3,288,77.4,2352.0
2025-06-20,DS04,9,122,119,20.7,162,75.3,1318.0
2025-06-20,DS07,8,160,151,32.8,144,111.1,1262.0
2025-06-21,DS04,8,125,123,20.2,144,86.8,1206.0
2025-06-21,DS05,8,108,105,20.0,144,75.0,1170.0
2025-06-21,DS06,6,74,74,21.5,108,68.5,868.0
2025-06-22,DS04,6,93,91,21.7,108,86.1,902.0
2025-06-22,DS06,4,56,53,21.9,72,77.8,586.0
2025-06-22,DS07,5,110,99,32.9,90,122.2,798.0
2025-06-22,DS08,5,83,80,19.9,90,92.2,760.0
2025-06-23,DS01,7,110,109,18.9,126,87.3,1058.0
2025-06-23,DS02,6,87,85,18.9,108,80.6,890.0
2025-06-23,DS04,5,78,77,19.6,90,86.7,754.0
2025-06-23,DS05,5,70,67,19.7,90,77.8,734.0
2025-06-23,DS06,3,50,47,21.9,54,92.6,454.0
2025-06-23,DS07,4,93,87,34.9,72,129.2,654.0
2025-06-24,DS01,9,127,124,18.9,162,78.4,1328.0
2025-06-24,DS04,5,87,87,20.6,90,96.7,774.0
2025-06-24,DS06,5,62,60,23.5,90,68.9,720.0
2025-06-24,DS07,5,105,94,32.0,90,116.7,788.0
2025-06-24,DS08,5,72,68,21.5,90,80.0,736.0
2025-06-25,DS04,7,97,92,21.3,126,77.0,1024.0
2025-06-25,DS05,5,74,73,20.6,90,82.2,746.0
2025-06-25,DS06,5,60,56,21.5,90,66.7,712.0
2025-06-25,DS07,6,124,111,32.3,108,114.8,942.0
2025-06-26,DS03,14,194,189,19.1,252,77.0,2058.0
2025-06-26,DS05,6,88,85,21.0,108,81.5,890.0
2025-06-26,DS07,6,126,117,31.9,108,116.7,954.0
2025-06-27,DS02,10,140,137,20.3,180,77.8,1474.0
2025-06-27,DS05,7,111,109,19.8,126,88.1,1058.0
2025-06-27,DS06,5,77,73,22.4,90,85.6,746.0
2025-06-27,DS07,8,164,151,31.4,144,113.9,1262.0
2025-06-27,DS08,6,93,93,19.3,108,86.1,906.0
2025-06-28,DS01,13,193,188,19.5,234,82.5,1936.0
2025-06-28,DS03,16,219,213,19.0,288,76.0,2346.0
2025-06-28,DS05,7,111,109,19.6,126,88.1,1058.0
2025-06-28,DS07,6,150,134,32.4,108,138.9,988.0
2025-06-28,DS08,7,104,101,21.7,126,82.5,1042.0
2025-06-29,DS02,8,121,118,20.3,144,84.0,1196.0
2025-06-29,DS05,5,77,75,19.7,90,85.6,750.0
2025-06-29,DS06,4,61,61,22.4,72,84.7,602.0
2025-06-29,DS07,6,112,103,31.2,108,103.7,926.0
2025-06-29,DS08,6,89,86,21.2,108,82.4,892.0
2025-06-30,DS03,9,131,126,19.4,162,80.9,1332.0
2025-06-30,DS04,5,84,83,18.5,90,93.3,766.0
2025-06-30,DS05,4,56,54,20.7,72,77.8,588.0
2025-06-30,DS07,4,101,88,33.5,72,140.3,656.0
2025-07-01,DS01,7,115,110,19.7,126,91.3,1060.0
2025-07-01,DS02,6,96,94,20.3,108,88.9,908.0
2025-07-01,DS03,10,151,149,18.8,180,83.9,1498.0
2025-07-01,DS04,5,79,76,21.0,90,87.8,752.0
2025-07-01,DS05,5,66,65,20.6,90,73.3,730.0
2025-07-01,DS08,5,72,72,21.2,90,80.0,744.0
2025-07-02,DS03,12,172,168,19.3,216,79.6,1776.0
2025-07-02,DS06,4,57,57,21.1,72,79.2,594.0
2025-07-02,DS08,6,82,81,21.5,108,75.9,882.0
2025-07-03,DS02,8,124,120,19.3,144,86.1,1200.0
2025-07-03,DS03,14,185,180,18.9,252,73.4,2040.0
2025-07-03,DS04,8,110,108,20.1,144,76.4,1176.0
2025-07-03,DS08,5,79,74,20.6,90,87.8,748.0
2025-07-04,DS01,11,181,176,20.4,198,91.4,1672.0
2025-07-04,DS06,5,79,76,20.8,90,87.8,752.0
2025-07-04,DS07,7,167,153,32.4,126,132.5,1146.0
2025-07-05,DS03,15,224,218,19.4,270,83.0,2236.0
2025-07-05,DS07,6,159,141,32.9,108,147.2,1002.0
2025-07-06,DS04,7,107,105,20.1,126,84.9,1050.0
2025-07-06,DS08,5,77,74,21.0,90,85.6,748.0
2025-07-07,DS02,6,92,89,20.7,108,85.2,898.0
2025-07-07,DS04,5,73,71,21.2,90,81.1,742.0
2025-07-07,DS06,4,53,53,21.7,72,73.6,586.0
2025-07-07,DS08,5,62,61,21.5,90,68.9,722.0
2025-07-08,DS01,8,120,120,20.0,144,83.3,1200.0
2025-07-08,DS03,11,143,140,18.2,198,72.2,1600.0
2025-07-09,DS03,13,180,178,19.2,234,76.9,1916.0
2025-07-09,DS08,5,80,76,20.8,90,88.9,752.0
2025-07-10,DS02,9,136,134,19.6,162,84.0,1348.0
2025-07-10,DS03,15,192,186,20.0,270,71.1,2172.0
2025-07-11,DS02,10,154,151,20.7,180,85.6,1502.0
2025-07-11,DS03,15,219,216,18.5,270,81.1,2232.0
2025-07-11,DS04,9,129,121,20.1,162,79.6,1322.0
2025-07-11,DS05,8,113,112,20.2,144,78.5,1184.0
2025-07-11,DS07,7,154,141,32.2,126,122.2,1122.0
2025-07-11,DS08,7,97,92,21.0,126,77.0,1024.0
2025-07-12,DS03,16,225,221,18.9,288,78.1,2362.0
2025-07-12,DS04,9,129,127,20.7,162,79.6,1334.0
2025-07-12,DS06,6,81,78,21.8,108,75.0,876.0
2025-07-13,DS01,9,136,134,18.8,162,84.0,1348.0
2025-07-13,DS02,7,102,98,18.9,126,81.0,1036.0
2025-07-13,DS03,11,174,170,19.6,198,87.9,1660.0
2025-07-13,DS04,7,107,102,20.4,126,84.9,1044.0
2025-07-13,DS06,5,64,63,20.5,90,71.1,726.0
2025-07-13,DS07,5,112,103,31.2,90,124.4,806.0
2025-07-13,DS08,5,73,72,20.4,90,81.1,744.0
2025-07-14,DS01,7,110,109,19.8,126,87.3,1058.0
2025-07-14,DS02,6,90,88,22.2,108,83.3,896.0
2025-07-14,DS04,6,81,78,19.9,108,75.0,876.0
2025-07-14,DS06,3,51,50,20.0,54,94.4,460.0
2025-07-14,DS07,4,96,87,31.8,72,133.3,654.0
2025-07-15,DS04,6,84,82,19.9,108,77.8,884.0
2025-07-15,DS06,3,53,51,22.8,54,98.1,462.0
2025-07-15,DS07,5,100,92,31.1,90,111.1,784.0
2025-07-15,DS08,5,67,63,20.1,90,74.4,726.0
2025-07-16,DS02,7,109,107,20.4,126,86.5,1054.0
2025-07-16,DS05,6,83,82,18.4,108,76.9,884.0
2025-07-17,DS01,10,156,154,20.3,180,86.7,1508.0
2025-07-17,DS02,9,136,131,20.6,162,84.0,1342.0
2025-07-18,DS03,15,217,211,19.8,270,80.4,2222.0
2025-07-18,DS04,10,137,131,19.9,180,76.1,1462.0
2025-07-18,DS05,7,105,104,20.8,126,83.3,1048.0
2025-07-18,DS07,7,163,148,30.6,126,129.4,1136.0
2025-07-18,DS08,7,110,107,21.4,126,87.3,1054.0
2025-07-19,DS01,11,177,174,20.2,198,89.4,1668.0
2025-07-19,DS03,15,228,227,19.1,270,84.4,2254.0
2025-07-19,DS04,9,133,130,21.2,162,82.1,1340.0
2025-07-19,DS06,5,70,69,20.7,90,77.8,738.0
2025-07-19,DS08,7,106,104,20.0,126,84.1,1048.0
2025-07-20,DS02,8,118,115,20.8,144,81.9,1190.0
2025-07-20,DS05,5,75,73,19.5,90,83.3,746.0
2025-07-20,DS06,5,67,66,21.6,90,74.4,732.0
2025-07-20,DS07,5,115,105,31.9,90,127.8,810.0
2025-07-20,DS08,5,80,78,23.0,90,88.9,756.0
2025-07-21,DS02,5,89,88,20.6,90,98.9,776.0
2025-07-21,DS03,10,135,130,18.3,180,75.0,1460.0
2025-07-21,DS04,6,79,75,20.5,108,73.1,870.0
2025-07-22,DS01,8,117,112,19.7,144,81.2,1184.0
2025-07-22,DS02,6,94,90,19.2,108,87.0,900.0
2025-07-22,DS03,10,141,137,17.2,180,78.3,1474.0
2025-07-22,DS04,6,92,90,20.7,108,85.2,900.0
2025-07-22,DS07,5,114,103,30.6,90,126.7,806.0
2025-07-23,DS02,8,121,121,19.9,144,84.0,1202.0
2025-07-23,DS04,8,108,104,20.1,144,75.0,1168.0
2025-07-23,DS06,5,60,57,21.9,90,66.7,714.0
2025-07-23,DS07,6,117,108,31.7,108,108.3,936.0
2025-07-24,DS02,7,122,120,20.1,126,96.8,1080.0
2025-07-24,DS04,7,102,97,19.4,126,81.0,1034.0
2025-07-25,DS01,12,179,175,18.8,216,82.9,1790.0
2025-07-25,DS03,17,218,215,18.6,306,71.2,2470.0
2025-07-26,DS03,15,224,216,18.2,270,83.0,2232.0
2025-07-26,DS04,9,131,126,20.9,162,80.9,1332.0
2025-07-26,DS05,7,100,98,20.3,126,79.4,1036.0
2025-07-26,DS08,7,108,105,20.7,126,85.7,1050.0
2025-07-28,DS02,6,90,89,19.3,108,83.3,898.0
2025-07-28,DS04,6,88,86,21.4,108,81.5,892.0
2025-07-28,DS06,4,53,51,20.1,72,73.6,582.0
2025-07-28,DS07,4,98,87,31.4,72,136.1,654.0
2025-07-29,DS04,7,91,90,20.9,126,72.2,1020.0
2025-07-29,DS07,5,115,102,32.4,90,127.8,804.0
2025-07-29,DS08,5,70,69,20.3,90,77.8,738.0
2025-07-30,DS03,11,164,160,19.2,198,82.8,1640.0
2025-07-30,DS04,6,98,95,21.3,108,90.7,910.0
2025-07-30,DS07,6,114,102,34.1,108,105.6,924.0
2025-07-31,DS01,10,150,149,18.7,180,83.3,1498.0
2025-07-31,DS03,13,191,188,18.5,234,81.6,1936.0
2025-07-31,DS04,8,112,111,21.3,144,77.8,1182.0
2025-07-31,DS05,6,79,77,20.0,108,73.1,874.0
2025-07-31,DS07,5,122,112,32.8,90,135.6,824.0
2025-08-01,DS01,12,179,175,19.0,216,82.9,1790.0
2025-08-01,DS03,16,231,225,19.3,288,80.2,2370.0
2025-08-01,DS06,6,81,79,20.4,108,75.0,878.0
2025-08-02,DS01,12,180,176,19.5,216,83.3,1792.0
2025-08-02,DS02,10,154,151,20.4,180,85.6,1502.0
2025-08-02,DS03,14,218,211,18.8,252,86.5,2102.0
2025-08-02,DS04,9,144,142,20.8,162,88.9,1364.0
2025-08-02,DS05,7,104,101,21.2,126,82.5,1042.0
2025-08-02,DS06,6,81,79,21.8,108,75.0,878.0
2025-08-02,DS08,7,101,98,19.9,126,80.2,1036.0
2025-08-03,DS03,11,157,153,18.6,198,79.3,1626.0
2025-08-04,DS03,10,130,127,19.5,180,72.2,1454.0
2025-08-04,DS04,5,79,78,21.1,90,87.8,756.0
2025-08-04,DS07,4,95,92,31.6,72,131.9,664.0
2025-08-05,DS01,8,122,120,20.2,144,84.7,1200.0
2025-08-05,DS02,7,106,103,20.8,126,84.1,1046.0
2025-08-05,DS04,6,87,85,20.7,108,80.6,890.0
2025-08-05,DS05,4,70,70,19.4,72,97.2,620.0
2025-08-05,DS07,4,98,88,32.1,72,136.1,656.0
2025-08-05,DS08,4,71,69,20.0,72,98.6,618.0
2025-08-06,DS02,8,113,109,20.0,144,78.5,1178.0
2025-08-06,DS03,12,170,161,20.0,216,78.7,1762.0
2025-08-06,DS04,7,99,96,21.2,126,78.6,1032.0
2025-08-06,DS05,5,79,76,21.5,90,87.8,752.0
2025-08-06,DS07,5,120,115,30.3,90,133.3,830.0
2025-08-07,DS04,8,115,109,20.8,144,79.9,1178.0
2025-08-07,DS05,7,90,86,19.6,126,71.4,1012.0
2025-08-07,DS06,5,67,67,20.0,90,74.4,734.0
2025-08-07,DS07,6,133,121,29.6,108,123.1,962.0
2025-08-08,DS02,11,163,160,19.9,198,82.3,1640.0
2025-08-08,DS04,9,139,137,20.4,162,85.8,1354.0
2025-08-08,DS05,7,106,104,20.4,126,84.1,1048.0
2025-08-08,DS06,5,82,80,19.8,90,91.1,760.0
2025-08-09,DS02,11,145,141,20.4,198,73.2,1602.0
2025-08-09,DS07,5,149,135,31.3,90,165.6,870.0
2025-08-10,DS04,6,102,102,20.2,108,94.4,924.0
2025-08-10,DS06,4,56,54,20.7,72,77.8,588.0
2025-08-10,DS08,6,84,81,21.7,108,77.8,882.0
2025-08-11,DS02,7,89,87,20.0,126,70.6,1014.0
2025-08-11,DS03,11,149,147,19.0,198,75.3,1614.0
2025-08-11,DS04,6,84,81,20.9,108,77.8,882.0
2025-08-11,DS05,5,66,65,20.7,90,73.3,730.0
2025-08-11,DS07,4,86,79,30.5,72,119.4,638.0
2025-08-12,DS01,9,121,117,20.2,162,74.7,1314.0
2025-08-12,DS02,6,86,85,21.5,108,79.6,890.0
2025-08-12,DS03,11,151,151,18.7,198,76.3,1622.0
2025-08-12,DS06,4,60,58,21.4,72,83.3,596.0
2025-08-12,DS07,4,106,97,31.8,72,147.2,674.0
2025-08-12,DS08,5,72,71,20.6,90,80.0,742.0
2025-08-13,DS01,10,140,136,20.0,180,77.8,1472.0
2025-08-13,DS02,7,108,104,20.3,126,85.7,1048.0
2025-08-13,DS03,10,161,160,19.0,180,89.4,1520.0
2025-08-13,DS04,8,107,105,19.7,144,74.3,1170.0
2025-08-13,DS05,6,79,78,19.9,108,73.1,876.0
2025-08-13,DS06,4,61,59,20.2,72,84.7,598.0
2025-08-13,DS07,5,109,99,31.4,90,121.1,798.0
2025-08-14,DS02,9,127,119,20.0,162,78.4,1318.0
2025-08-14,DS04,9,124,122,20.3,162,76.5,1324.0
2025-08-14,DS05,7,90,88,20.1,126,71.4,1016.0
2025-08-14,DS08,6,80,78,22.4,108,74.1,876.0
2025-08-15,DS02,10,147,146,20.1,180,81.7,1492.0
2025-08-15,DS03,17,229,225,20.1,306,74.8,2490.0
2025-08-15,DS04,9,143,140,21.7,162,88.3,1360.0
2025-08-15,DS06,5,75,75,21.4,90,83.3,750.0
2025-08-15,DS07,6,144,135,31.2,108,133.3,990.0
2025-08-15,DS08,8,106,105,19.9,144,73.6,1170.0
2025-08-16,DS05,6,103,100,20.2,108,95.4,920.0
2025-08-16,DS08,7,101,97,20.7,126,80.2,1034.0
2025-08-17,DS05,6,79,77,21.3,108,73.1,874.0
2025-08-18,DS07,4,93,87,28.5,72,129.2,654.0
2025-08-19,DS01,8,119,117,19.6,144,82.6,1194.0
2025-08-20,DS02,7,120,116,19.5,126,95.2,1072.0
2025-08-20,DS05,5,77,75,20.5,90,85.6,750.0
2025-08-20,DS06,4,60,58,20.9,72,83.3,596.0
2025-08-20,DS08,5,70,68,20.6,90,77.8,736.0
2025-08-21,DS02,9,134,132,20.0,162,82.7,1344.0
2025-08-21,DS04,9,112,108,19.2,162,69.1,1296.0
2025-08-21,DS05,7,102,97,19.9,126,81.0,1034.0
2025-08-21,DS06,5,72,71,21.3,90,80.0,742.0
2025-08-21,DS07,5,128,115,31.4,90,142.2,830.0
2025-08-22,DS02,9,150,147,19.8,162,92.6,1374.0
2025-08-22,DS03,15,226,222,17.5,270,83.7,2244.0
2025-08-22,DS04,9,135,129,21.5,162,83.3,1338.0
2025-08-23,DS01,12,187,185,20.2,216,86.6,1810.0
2025-08-23,DS05,7,99,99,20.2,126,78.6,1038.0
2025-08-23,DS07,6,148,136,31.4,108,137.0,992.0
