order_id,sku_id,qty,unit_price_aed,line_value_aed,unfulfilled
ORD0140015,SKU0200,1,52.16,52.16,0
ORD0141151,SKU0050,1,18.79,18.79,0
ORD0141185,SKU0259,1,39.71,39.71,0
ORD0141395,SKU0003,1,14.69,14.69,0
ORD0141530,SKU0062,1,31.95,31.95,0
ORD0141667,SKU0032,1,25.5,25.5,0
ORD0141957,SKU0161,2,9.34,18.68,0
ORD0142088,SKU0096,1,11.06,11.06,0
ORD0142109,SKU0134,1,4.96,4.96,0
ORD0142202,SKU0241,1,52.45,52.45,1
ORD0142203,SKU0016,1,25.15,25.15,0
ORD0142455,SKU0190,1,35.71,35.71,0
ORD0142629,SKU0207,1,25.01,25.01,0
ORD0142633,SKU0134,1,4.96,4.96,0
ORD0143071,SKU0169,1,7.65,7.65,0
ORD0143120,SKU0134,1,4.96,4.96,0
ORD0143264,SKU0041,1,5.75,5.75,0
ORD0143553,SKU0227,1,25.58,25.58,0
ORD0143891,SKU0030,1,3.91,3.91,0
ORD0144026,SKU0264,1,50.01,50.01,0
ORD0144064,SKU0127,1,24.74,24.74,0
ORD0144078,SKU0032,1,25.5,25.5,0
ORD0144183,SKU0037,1,22.48,22.48,0
ORD0144236,SKU0136,1,29.6,29.6,0
ORD0144425,SKU0226,1,27.93,27.93,0
ORD0144803,SKU0172,1,56.41,56.41,0
ORD0144869,SKU0172,1,56.41,56.41,0
ORD0145679,SKU0087,1,5.09,5.09,0
ORD0145898,SKU0032,1,25.5,25.5,0
ORD0146137,SKU0176,1,25.64,25.64,0
ORD0146237,SKU0013,1,8.3,8.3,0
ORD0146401,SKU0134,1,4.96,4.96,0
ORD0146607,SKU0129,1,26.06,26.06,0
ORD0146635,SKU0181,1,13.82,13.82,0
ORD0146648,SKU0039,1,11.93,11.93,0
ORD0146696,SKU0261,1,12.53,12.53,0
ORD0147292,SKU0143,1,13.42,13.42,0
ORD0147669,SKU0173,1,52.63,52.63,0
ORD0147732,SKU0161,1,9.34,9.34,0
ORD0147887,SKU0099,1,16.26,16.26,0
ORD0147903,SKU0028,1,7.24,7.24,0
ORD0148268,SKU0092,1,20.36,20.36,0
ORD0148433,SKU0219,1,35.96,35.96,0
ORD0148677,SKU0106,1,18.54,18.54,0
ORD0149060,SKU0172,2,56.41,112.82,0
ORD0149244,SKU0124,1,19.58,19.58,0
ORD0149436,SKU0260,1,50.74,50.74,0
ORD0149844,SKU0085,1,17.61,17.61,1
ORD0150126,SKU0043,1,31.63,31.63,0
ORD0150162,SKU0122,1,19.13,19.13,0
ORD0150467,SKU0172,1,56.41,56.41,0
ORD0150876,SKU0266,1,71.05,71.05,0
ORD0150967,SKU0132,1,3.24,3.24,0
ORD0151112,SKU0002,1,15.74,15.74,0
ORD0151291,SKU0117,2,9.15,18.3,0
ORD0151525,SKU0190,1,35.71,35.71,0
ORD0151774,SKU0032,1,25.5,25.5,0
ORD0152018,SKU0194,1,48.89,48.89,0
ORD0152040,SKU0021,1,23.97,23.97,0
ORD0152093,SKU0127,1,24.74,24.74,0
ORD0152174,SKU0213,1,19.5,19.5,0
ORD0152478,SKU0086,1,19.26,19.26,0
ORD0152516,SKU0197,1,33.28,33.28,0
ORD0152595,SKU0135,1,21.67,21.67,0
ORD0153090,SKU0251,1,15.63,15.63,0
ORD0153423,SKU0193,1,41.08,41.08,0
ORD0154389,SKU0122,1,19.13,19.13,0
ORD0154496,SKU0066,1,32.55,32.55,0
ORD0154680,SKU0018,1,12.52,12.52,0
ORD0154699,SKU0115,1,3.05,3.05,0
ORD0154973,SKU0176,1,25.64,25.64,0
ORD0155113,SKU0050,1,18.79,18.79,0
ORD0155172,SKU0117,1,9.15,9.15,0
ORD0155311,SKU0094,1,20.54,20.54,0
ORD0155377,SKU0035,1,20.86,20.86,0
ORD0155763,SKU0258,1,71.22,71.22,0
ORD0155858,SKU0006,1,20.69,20.69,1
ORD0156518,SKU0225,1,24.7,24.7,0
ORD0156627,SKU0251,1,15.63,15.63,0
ORD0156678,SKU0240,1,10.18,10.18,0
ORD0156879,SKU0127,1,24.74,24.74,0
ORD0157066,SKU0264,1,50.01,50.01,0
ORD0157071,SKU0172,1,56.41,56.41,0
ORD0157452,SKU0239,1,61.98,61.98,0
ORD0157544,SKU0143,1,13.42,13.42,0
ORD0157592,SKU0169,1,7.65,7.65,0
ORD0157767,SKU0174,1,55.01,55.01,0
ORD0158091,SKU0198,1,22.7,22.7,0
ORD0158156,SKU0176,1,25.64,25.64,0
ORD0158158,SKU0230,1,36.57,36.57,0
ORD0158605,SKU0016,1,25.15,25.15,0
ORD0158671,SKU0206,1,23.08,23.08,0
ORD0158794,SKU0219,1,35.96,35.96,0
ORD0158935,SKU0261,1,12.53,12.53,0
ORD0159923,SKU0026,1,5.46,5.46,0
ORD0159998,SKU0242,1,18.51,18.51,0
ORD0160116,SKU0045,1,10.44,10.44,0
ORD0160227,SKU0266,1,71.05,71.05,0
ORD0160961,SKU0004,1,11.33,11.33,0
ORD0161062,SKU0260,1,50.74,50.74,0
ORD0161137,SKU0113,1,31.57,31.57,0
ORD0161170,SKU0264,1,50.01,50.01,0
ORD0161226,SKU0050,1,18.79,18.79,0
ORD0161461,SKU0081,1,72.8,72.8,0
ORD0161565,SKU0074,1,58.83,58.83,1
ORD0161888,SKU0087,1,5.09,5.09,0
ORD0161977,SKU0155,1,24.58,24.58,0
ORD0162233,SKU0194,1,48.89,48.89,0
ORD0162299,SKU0138,1,19.97,19.97,0
ORD0163407,SKU0161,1,9.34,9.34,0
ORD0163655,SKU0117,1,9.15,9.15,0
ORD0163797,SKU0117,1,9.15,9.15,0
ORD0164005,SKU0082,1,36.44,36.44,0
ORD0164677,SKU0027,1,4.78,4.78,0
ORD0165129,SKU0179,1,29.61,29.61,0
ORD0165754,SKU0023,1,9.17,9.17,0
ORD0166301,SKU0117,1,9.15,9.15,0
ORD0166518,SKU0016,1,25.15,25.15,0
ORD0166772,SKU0013,1,8.3,8.3,0
ORD0166989,SKU0068,1,71.63,71.63,0
ORD0167085,SKU0117,1,9.15,9.15,0
ORD0167224,SKU0095,1,20.31,20.31,1
ORD0167285,SKU0117,1,9.15,9.15,0
ORD0167440,SKU0117,2,9.15,18.3,0
ORD0167568,SKU0172,1,56.41,56.41,0
ORD0168936,SKU0095,1,20.31,20.31,0
ORD0169699,SKU0172,1,56.41,56.41,0
ORD0170360,SKU0176,1,25.64,25.64,0
ORD0170691,SKU0049,1,6.02,6.02,0
ORD0170853,SKU0226,1,27.93,27.93,0
ORD0171526,SKU0261,1,12.53,12.53,0
ORD0171625,SKU0161,1,9.34,9.34,0
ORD0171839,SKU0046,1,6.75,6.75,0
ORD0171968,SKU0127,1,24.74,24.74,0
ORD0172383,SKU0039,1,11.93,11.93,0
ORD0172445,SKU0161,1,9.34,9.34,0
ORD0172738,SKU0261,1,12.53,12.53,0
ORD0172805,SKU0121,1,24.71,24.71,0
ORD0172853,SKU0128,1,27.56,27.56,0
ORD0172897,SKU0222,1,46.0,46.0,0
ORD0173070,SKU0251,1,15.63,15.63,0
ORD0173551,SKU0143,1,13.42,13.42,0
ORD0173572,SKU0260,1,50.74,50.74,0
ORD0173616,SKU0070,1,23.41,23.41,0
ORD0173736,SKU0213,1,19.5,19.5,0
ORD0173846,SKU0143,1,13.42,13.42,0
ORD0173930,SKU0117,1,9.15,9.15,0
ORD0173991,SKU0046,1,6.75,6.75,0
ORD0174261,SKU0143,1,13.42,13.42,0
ORD0174363,SKU0122,1,19.13,19.13,0
ORD0174403,SKU0106,1,18.54,18.54,0
ORD0174848,SKU0049,1,6.02,6.02,0
ORD0174895,SKU0200,1,52.16,52.16,0
ORD0175125,SKU0210,1,41.76,41.76,0
ORD0175546,SKU0254,3,11.92,35.76,0
ORD0176018,SKU0161,1,9.34,9.34,0
ORD0176575,SKU0127,1,24.74,24.74,0
ORD0177115,SKU0240,1,10.18,10.18,0
ORD0177692,SKU0256,1,28.09,28.09,0
ORD0178398,SKU0259,1,39.71,39.71,0
ORD0178429,SKU0172,1,56.41,56.41,0
ORD0178469,SKU0105,1,25.21,25.21,0
ORD0178562,SKU0219,1,35.96,35.96,0
ORD0179124,SKU0226,1,27.93,27.93,0
ORD0179339,SKU0236,1,11.16,11.16,0
ORD0179496,SKU0122,1,19.13,19.13,0
ORD0180280,SKU0135,1,21.67,21.67,0
ORD0180523,SKU0143,1,13.42,13.42,0
ORD0180634,SKU0095,1,20.31,20.31,0
ORD0180983,SKU0004,1,11.33,11.33,0
ORD0181492,SKU0020,1,9.29,9.29,0
ORD0181550,SKU0092,1,20.36,20.36,0
ORD0181662,SKU0073,1,17.37,17.37,0
ORD0181754,SKU0222,1,46.0,46.0,0
ORD0182171,SKU0076,1,14.84,14.84,0
ORD0182919,SKU0043,1,31.63,31.63,0
ORD0183607,SKU0138,2,19.97,39.94,0
ORD0183610,SKU0196,1,52.02,52.02,0
ORD0184031,SKU0138,1,19.97,19.97,0
ORD0184480,SKU0188,1,54.08,54.08,0
ORD0184761,SKU0219,3,35.96,107.88,0
ORD0184933,SKU0251,1,15.63,15.63,0
ORD0185101,SKU0195,1,14.17,14.17,0
ORD0185276,SKU0212,1,22.78,22.78,0
ORD0185348,SKU0013,1,8.3,8.3,0
ORD0185628,SKU0172,1,56.41,56.41,0
ORD0185765,SKU0256,1,28.09,28.09,0
ORD0186020,SKU0043,2,31.63,63.26,0
ORD0186751,SKU0003,1,14.69,14.69,0
ORD0186951,SKU0121,1,24.71,24.71,0
ORD0187172,SKU0025,1,18.38,18.38,0
ORD0187238,SKU0117,1,9.15,9.15,0
ORD0187408,SKU0230,1,36.57,36.57,0
ORD0187546,SKU0240,1,10.18,10.18,0
ORD0187664,SKU0261,1,12.53,12.53,0
ORD0187983,SKU0095,1,20.31,20.31,0
ORD0188933,SKU0253,1,21.15,21.15,0
ORD0189078,SKU0076,1,14.84,14.84,0
ORD0189530,SKU0186,1,48.62,48.62,0
ORD0189684,SKU0010,1,13.39,13.39,0
ORD0190358,SKU0138,1,19.97,19.97,0
ORD0190432,SKU0240,2,10.18,20.36,0
ORD0190554,SKU0138,1,19.97,19.97,0
ORD0190982,SKU0059,1,28.76,28.76,0
ORD0191045,SKU0261,1,12.53,12.53,0
ORD0191338,SKU0011,1,22.22,22.22,0
ORD0191374,SKU0115,1,3.05,3.05,0
ORD0191712,SKU0074,1,58.83,58.83,0
ORD0192117,SKU0085,1,17.61,17.61,0
ORD0192259,SKU0035,1,20.86,20.86,0
ORD0192594,SKU0149,1,5.61,5.61,0
ORD0192904,SKU0240,1,10.18,10.18,0
ORD0193290,SKU0018,1,12.52,12.52,0
ORD0193500,SKU0095,1,20.31,20.31,0
ORD0193523,SKU0176,1,25.64,25.64,0
ORD0194394,SKU0076,1,14.84,14.84,0
ORD0194418,SKU0200,1,52.16,52.16,0
ORD0194478,SKU0120,1,9.0,9.0,0
ORD0194498,SKU0135,1,21.67,21.67,0
ORD0194624,SKU0147,1,11.65,11.65,0
ORD0194864,SKU0176,1,25.64,25.64,0
ORD0194908,SKU0028,1,7.24,7.24,0
ORD0195425,SKU0236,1,11.16,11.16,0
ORD0195492,SKU0198,1,22.7,22.7,0
ORD0195518,SKU0206,1,23.08,23.08,0
ORD0195716,SKU0251,1,15.63,15.63,0
ORD0195761,SKU0146,1,25.2,25.2,0
ORD0195982,SKU0161,1,9.34,9.34,0
ORD0196046,SKU0212,1,22.78,22.78,0
ORD0196469,SKU0102,1,6.09,6.09,0
ORD0196491,SKU0195,1,14.17,14.17,0
ORD0196537,SKU0167,1,31.79,31.79,0
ORD0196586,SKU0154,1,8.44,8.44,0
ORD0196603,SKU0161,1,9.34,9.34,0
ORD0196676,SKU0230,1,36.57,36.57,0
ORD0197098,SKU0212,1,22.78,22.78,0
ORD0197486,SKU0122,1,19.13,19.13,0
ORD0197629,SKU0184,1,34.4,34.4,0
ORD0197709,SKU0037,1,22.48,22.48,0
ORD0197786,SKU0058,1,23.76,23.76,0
ORD0197901,SKU0022,2,15.62,31.24,0
ORD0197920,SKU0023,1,9.17,9.17,1
ORD0198042,SKU0256,1,28.09,28.09,0
ORD0198393,SKU0161,1,9.34,9.34,0
ORD0198421,SKU0209,1,19.61,19.61,0
ORD0198769,SKU0032,1,25.5,25.5,0
ORD0198884,SKU0176,1,25.64,25.64,0
ORD0199161,SKU0063,1,55.12,55.12,1
ORD0199246,SKU0266,1,71.05,71.05,0
ORD0199613,SKU0013,1,8.3,8.3,0
ORD0199629,SKU0117,1,9.15,9.15,0
ORD0200024,SKU0049,1,6.02,6.02,0
ORD0200161,SKU0161,1,9.34,9.34,0
ORD0200264,SKU0172,1,56.41,56.41,0
ORD0200494,SKU0045,1,10.44,10.44,0
ORD0200636,SKU0044,1,14.55,14.55,0
ORD0200811,SKU0181,1,13.82,13.82,0
ORD0201183,SKU0242,1,18.51,18.51,0
ORD0201278,SKU0240,1,10.18,10.18,0
ORD0201652,SKU0172,1,56.41,56.41,0
ORD0201995,SKU0063,1,55.12,55.12,0
ORD0202077,SKU0050,1,18.79,18.79,0
ORD0202130,SKU0257,1,40.39,40.39,0
ORD0202142,SKU0066,1,32.55,32.55,0
ORD0202224,SKU0261,1,12.53,12.53,0
ORD0202293,SKU0254,1,11.92,11.92,0
ORD0202348,SKU0076,1,14.84,14.84,0
ORD0202382,SKU0209,1,19.61,19.61,1
ORD0203212,SKU0132,1,3.24,3.24,0
ORD0203405,SKU0012,1,18.24,18.24,0
ORD0203685,SKU0068,1,71.63,71.63,1
ORD0204199,SKU0095,1,20.31,20.31,1
ORD0204547,SKU0168,1,42.03,42.03,0
ORD0204801,SKU0086,1,19.26,19.26,0
ORD0205050,SKU0147,1,11.65,11.65,0
ORD0205455,SKU0230,1,36.57,36.57,0
ORD0205464,SKU0030,1,3.91,3.91,0
ORD0205683,SKU0145,1,22.29,22.29,0
ORD0205835,SKU0156,1,10.8,10.8,0
ORD0205896,SKU0143,1,13.42,13.42,0
ORD0205993,SKU0085,1,17.61,17.61,0
ORD0206126,SKU0076,1,14.84,14.84,1
ORD0206911,SKU0198,1,22.7,22.7,0
ORD0206984,SKU0061,1,9.32,9.32,0
ORD0207482,SKU0219,1,35.96,35.96,0
ORD0207523,SKU0016,1,25.15,25.15,0
ORD0207734,SKU0043,1,31.63,31.63,0
ORD0208568,SKU0092,1,20.36,20.36,0
ORD0208629,SKU0085,1,17.61,17.61,0
ORD0208723,SKU0044,1,14.55,14.55,0
ORD0208896,SKU0200,1,52.16,52.16,0
ORD0208914,SKU0122,1,19.13,19.13,0
ORD0209354,SKU0127,1,24.74,24.74,0
ORD0209370,SKU0207,1,25.01,25.01,0
ORD0209491,SKU0165,1,16.74,16.74,0
ORD0209553,SKU0069,1,67.92,67.92,0
ORD0209555,SKU0135,1,21.67,21.67,0
ORD0210071,SKU0162,1,17.72,17.72,0
ORD0210255,SKU0261,1,12.53,12.53,0
ORD0211468,SKU0070,1,23.41,23.41,0
ORD0211783,SKU0230,1,36.57,36.57,0
ORD0212016,SKU0191,1,40.43,40.43,0
ORD0212379,SKU0106,1,18.54,18.54,0
ORD0212526,SKU0240,1,10.18,10.18,0
ORD0212798,SKU0261,1,12.53,12.53,0
ORD0213608,SKU0188,1,54.08,54.08,0
ORD0214231,SKU0110,1,2.6,2.6,0
ORD0214349,SKU0114,1,30.24,30.24,0
ORD0214453,SKU0012,1,18.24,18.24,0
ORD0214762,SKU0113,1,31.57,31.57,0
ORD0215074,SKU0172,1,56.41,56.41,0
ORD0215211,SKU0181,1,13.82,13.82,0
ORD0215851,SKU0266,1,71.05,71.05,0
ORD0215855,SKU0210,1,41.76,41.76,0
ORD0216121,SKU0147,1,11.65,11.65,0
ORD0216148,SKU0010,1,13.39,13.39,0
ORD0216910,SKU0043,1,31.63,31.63,0
ORD0217100,SKU0176,1,25.64,25.64,0
ORD0217230,SKU0261,2,12.53,25.06,0
ORD0217611,SKU0046,1,6.75,6.75,0
ORD0219310,SKU0070,1,23.41,23.41,0
ORD0219413,SKU0106,1,18.54,18.54,0
ORD0219508,SKU0161,1,9.34,9.34,0
ORD0219743,SKU0094,1,20.54,20.54,0
ORD0219857,SKU0257,1,40.39,40.39,0
ORD0220177,SKU0117,1,9.15,9.15,0
ORD0220317,SKU0094,1,20.54,20.54,0
ORD0220549,SKU0245,1,59.97,59.97,0
ORD0220658,SKU0143,1,13.42,13.42,0
ORD0220716,SKU0172,1,56.41,56.41,0
ORD0221351,SKU0176,1,25.64,25.64,0
ORD0221473,SKU0190,1,35.71,35.71,0
ORD0221749,SKU0023,1,9.17,9.17,0
ORD0222082,SKU0199,1,44.72,44.72,0
ORD0222313,SKU0135,1,21.67,21.67,0
ORD0222481,SKU0172,1,56.41,56.41,0
ORD0222655,SKU0162,1,17.72,17.72,0
ORD0222950,SKU0030,1,3.91,3.91,0
ORD0223182,SKU0151,1,10.74,10.74,0
ORD0223270,SKU0085,1,17.61,17.61,0
ORD0223942,SKU0127,1,24.74,24.74,0
ORD0223958,SKU0172,1,56.41,56.41,0
ORD0224127,SKU0106,1,18.54,18.54,0
ORD0224254,SKU0240,1,10.18,10.18,0
ORD0224345,SKU0044,1,14.55,14.55,0
ORD0224530,SKU0176,1,25.64,25.64,0
ORD0224538,SKU0236,1,11.16,11.16,0
ORD0224538,SKU0259,1,39.71,39.71,0
ORD0224592,SKU0219,1,35.96,35.96,0
ORD0224596,SKU0145,1,22.29,22.29,0
ORD0224617,SKU0200,1,52.16,52.16,0
ORD0224708,SKU0167,1,31.79,31.79,0
ORD0224991,SKU0261,1,12.53,12.53,0
ORD0225127,SKU0132,1,3.24,3.24,0
ORD0225659,SKU0218,1,40.37,40.37,0
ORD0226646,SKU0121,1,24.71,24.71,0
ORD0226657,SKU0161,1,9.34,9.34,0
ORD0227260,SKU0106,1,18.54,18.54,0
ORD0227484,SKU0015,1,23.68,23.68,1
ORD0228098,SKU0087,1,5.09,5.09,0
ORD0228152,SKU0013,1,8.3,8.3,0
ORD0228200,SKU0210,1,41.76,41.76,1
ORD0228629,SKU0063,1,55.12,55.12,1
ORD0228695,SKU0049,1,6.02,6.02,0
ORD0228699,SKU0176,1,25.64,25.64,0
ORD0228731,SKU0094,1,20.54,20.54,1
ORD0228789,SKU0220,1,45.37,45.37,0
ORD0228991,SKU0257,1,40.39,40.39,0
ORD0229078,SKU0198,1,22.7,22.7,0
ORD0229254,SKU0158,1,7.19,7.19,0
ORD0229325,SKU0095,1,20.31,20.31,0
ORD0229528,SKU0128,1,27.56,27.56,0
ORD0229547,SKU0209,1,19.61,19.61,0
ORD0229645,SKU0219,1,35.96,35.96,0
ORD0229951,SKU0266,1,71.05,71.05,0
ORD0230018,SKU0172,1,56.41,56.41,0
ORD0230487,SKU0086,1,19.26,19.26,0
ORD0230547,SKU0236,1,11.16,11.16,0
ORD0230727,SKU0127,1,24.74,24.74,0
ORD0230969,SKU0113,1,31.57,31.57,0
ORD0231147,SKU0019,1,26.26,26.26,0
ORD0231683,SKU0261,2,12.53,25.06,0
ORD0231856,SKU0252,1,16.35,16.35,0
ORD0231953,SKU0127,1,24.74,24.74,0
ORD0232149,SKU0236,1,11.16,11.16,0
ORD0232164,SKU0186,1,48.62,48.62,0
ORD0232341,SKU0002,1,15.74,15.74,0
ORD0232460,SKU0059,1,28.76,28.76,0
ORD0232561,SKU0066,1,32.55,32.55,0
ORD0233148,SKU0200,1,52.16,52.16,0
ORD0233465,SKU0119,1,29.04,29.04,0
ORD0233686,SKU0186,1,48.62,48.62,0
ORD0233957,SKU0035,1,20.86,20.86,0
ORD0234284,SKU0180,1,56.07,56.07,0
ORD0234354,SKU0082,1,36.44,36.44,0
ORD0234388,SKU0195,1,14.17,14.17,0
ORD0234507,SKU0261,1,12.53,12.53,0
ORD0234628,SKU0013,1,8.3,8.3,0
ORD0234666,SKU0050,1,18.79,18.79,0
ORD0234979,SKU0212,1,22.78,22.78,0
ORD0235016,SKU0104,1,18.19,18.19,0
ORD0235070,SKU0179,1,29.61,29.61,0
ORD0235075,SKU0049,1,6.02,6.02,0
ORD0235105,SKU0009,1,6.16,6.16,0
ORD0235472,SKU0031,1,22.33,22.33,1
ORD0235486,SKU0001,1,5.48,5.48,0
ORD0235502,SKU0087,1,5.09,5.09,0
ORD0235643,SKU0085,1,17.61,17.61,1
ORD0236009,SKU0218,1,40.37,40.37,0
ORD0236498,SKU0086,1,19.26,19.26,0
ORD0236562,SKU0213,1,19.5,19.5,0
ORD0236665,SKU0261,2,12.53,25.06,0
ORD0237060,SKU0099,1,16.26,16.26,0
ORD0237214,SKU0219,1,35.96,35.96,0
ORD0237250,SKU0245,1,59.97,59.97,0
ORD0237365,SKU0161,1,9.34,9.34,0
ORD0237384,SKU0096,1,11.06,11.06,0
ORD0237654,SKU0018,1,12.52,12.52,0
ORD0237792,SKU0122,1,19.13,19.13,0
ORD0237862,SKU0176,1,25.64,25.64,0
ORD0237944,SKU0127,1,24.74,24.74,0
ORD0238311,SKU0195,1,14.17,14.17,0
ORD0238880,SKU0259,1,39.71,39.71,0
ORD0239129,SKU0212,1,22.78,22.78,0
ORD0239266,SKU0059,1,28.76,28.76,0
ORD0239573,SKU0184,1,34.4,34.4,0
ORD0239583,SKU0200,1,52.16,52.16,0
ORD0239626,SKU0212,1,22.78,22.78,0
ORD0239813,SKU0232,1,42.42,42.42,0
ORD0240118,SKU0050,1,18.79,18.79,0
ORD0240158,SKU0028,1,7.24,7.24,0
ORD0240208,SKU0063,1,55.12,55.12,0
ORD0240219,SKU0061,1,9.32,9.32,0
ORD0240518,SKU0066,1,32.55,32.55,0
ORD0241104,SKU0127,1,24.74,24.74,0
ORD0241130,SKU0215,1,36.32,36.32,0
ORD0241187,SKU0134,1,4.96,4.96,0
ORD0241405,SKU0176,1,25.64,25.64,0
ORD0241546,SKU0256,1,28.09,28.09,0
ORD0241684,SKU0094,1,20.54,20.54,0
ORD0241829,SKU0034,1,12.45,12.45,0
ORD0242269,SKU0195,1,14.17,14.17,0
ORD0242529,SKU0035,1,20.86,20.86,0
ORD0242651,SKU0095,1,20.31,20.31,0
ORD0243172,SKU0037,1,22.48,22.48,0
ORD0243475,SKU0231,1,17.79,17.79,0
ORD0243481,SKU0172,1,56.41,56.41,0
ORD0243609,SKU0159,2,48.84,97.68,0
ORD0243671,SKU0028,1,7.24,7.24,0
ORD0243849,SKU0266,1,71.05,71.05,0
ORD0243902,SKU0252,1,16.35,16.35,0
ORD0244559,SKU0122,1,19.13,19.13,0
ORD0245300,SKU0094,1,20.54,20.54,0
ORD0245616,SKU0143,1,13.42,13.42,0
ORD0245775,SKU0127,1,24.74,24.74,0
ORD0246091,SKU0176,1,25.64,25.64,0
ORD0246109,SKU0104,1,18.19,18.19,0
ORD0246148,SKU0251,1,15.63,15.63,0
ORD0246281,SKU0127,1,24.74,24.74,0
ORD0246440,SKU0044,1,14.55,14.55,0
ORD0246570,SKU0110,1,2.6,2.6,0
ORD0246699,SKU0070,1,23.41,23.41,0
ORD0247941,SKU0226,1,27.93,27.93,0
ORD0249275,SKU0050,1,18.79,18.79,0
ORD0249619,SKU0066,1,32.55,32.55,0
ORD0249623,SKU0261,1,12.53,12.53,0
ORD0249829,SKU0161,1,9.34,9.34,0
ORD0250617,SKU0129,1,26.06,26.06,0
ORD0250620,SKU0161,1,9.34,9.34,0
ORD0250693,SKU0072,1,69.33,69.33,0
ORD0250790,SKU0032,1,25.5,25.5,0
ORD0250827,SKU0013,1,8.3,8.3,0
ORD0251390,SKU0176,1,25.64,25.64,0
ORD0251976,SKU0114,1,30.24,30.24,0
ORD0252302,SKU0176,1,25.64,25.64,0
ORD0252535,SKU0044,1,14.55,14.55,0
ORD0252794,SKU0226,1,27.93,27.93,0
ORD0253066,SKU0138,1,19.97,19.97,0
ORD0253694,SKU0156,1,10.8,10.8,0
ORD0254156,SKU0117,1,9.15,9.15,0
ORD0254496,SKU0032,1,25.5,25.5,0
ORD0254784,SKU0061,1,9.32,9.32,0
ORD0254943,SKU0266,1,71.05,71.05,0
ORD0255059,SKU0138,1,19.97,19.97,0
ORD0255126,SKU0259,1,39.71,39.71,0
ORD0255394,SKU0083,1,14.5,14.5,0
ORD0255715,SKU0095,1,20.31,20.31,0
ORD0255730,SKU0219,1,35.96,35.96,0
ORD0255744,SKU0094,1,20.54,20.54,0
ORD0255960,SKU0209,1,19.61,19.61,1
ORD0256597,SKU0260,1,50.74,50.74,0
ORD0256690,SKU0266,1,71.05,71.05,0
ORD0257096,SKU0218,1,40.37,40.37,0
ORD0257334,SKU0018,1,12.52,12.52,0
ORD0257678,SKU0114,1,30.24,30.24,0
ORD0257740,SKU0256,1,28.09,28.09,0
ORD0258115,SKU0156,1,10.8,10.8,0
ORD0258415,SKU0219,1,35.96,35.96,0
ORD0258536,SKU0103,1,19.38,19.38,0
ORD0258882,SKU0143,1,13.42,13.42,0
ORD0259164,SKU0260,1,50.74,50.74,0
ORD0259671,SKU0012,1,18.24,18.24,0
ORD0259706,SKU0103,1,19.38,19.38,0
ORD0260367,SKU0218,1,40.37,40.37,0
ORD0260577,SKU0169,1,7.65,7.65,0
ORD0260783,SKU0011,1,22.22,22.22,0
ORD0260871,SKU0011,1,22.22,22.22,0
ORD0261326,SKU0122,1,19.13,19.13,0
ORD0261406,SKU0230,1,36.57,36.57,0
ORD0262196,SKU0239,1,61.98,61.98,0
ORD0262472,SKU0251,1,15.63,15.63,0
ORD0262486,SKU0122,1,19.13,19.13,0
ORD0262771,SKU0046,1,6.75,6.75,0
ORD0263272,SKU0176,1,25.64,25.64,0
ORD0263427,SKU0111,1,4.27,4.27,0
ORD0263703,SKU0094,1,20.54,20.54,0
ORD0263754,SKU0004,1,11.33,11.33,0
ORD0263836,SKU0016,1,25.15,25.15,0
ORD0263971,SKU0095,1,20.31,20.31,0
ORD0264133,SKU0135,1,21.67,21.67,0
ORD0264572,SKU0176,1,25.64,25.64,0
ORD0265475,SKU0081,1,72.8,72.8,0
ORD0265482,SKU0230,1,36.57,36.57,0
ORD0266242,SKU0049,1,6.02,6.02,0
ORD0266349,SKU0022,1,15.62,15.62,0
ORD0266801,SKU0266,1,71.05,71.05,0
ORD0267098,SKU0103,1,19.38,19.38,0
ORD0267547,SKU0145,1,22.29,22.29,0
ORD0267669,SKU0176,1,25.64,25.64,0
ORD0267845,SKU0187,1,16.27,16.27,0
ORD0268190,SKU0176,1,25.64,25.64,0
ORD0268418,SKU0209,1,19.61,19.61,1
ORD0268451,SKU0143,2,13.42,26.84,0
ORD0268649,SKU0146,1,25.2,25.2,0
ORD0268657,SKU0194,1,48.89,48.89,0
ORD0269096,SKU0161,2,9.34,18.68,0
ORD0269171,SKU0013,1,8.3,8.3,0
ORD0269220,SKU0176,1,25.64,25.64,0
ORD0269451,SKU0086,1,19.26,19.26,0
ORD0269592,SKU0114,1,30.24,30.24,0
ORD0269618,SKU0198,1,22.7,22.7,0
ORD0270143,SKU0127,1,24.74,24.74,0
ORD0270455,SKU0087,1,5.09,5.09,0
ORD0270643,SKU0015,1,23.68,23.68,0
ORD0271085,SKU0169,1,7.65,7.65,0
ORD0271139,SKU0030,1,3.91,3.91,0
ORD0271541,SKU0169,1,7.65,7.65,0
ORD0271701,SKU0117,1,9.15,9.15,0
ORD0272135,SKU0102,1,6.09,6.09,0
ORD0272162,SKU0002,1,15.74,15.74,0
ORD0272180,SKU0095,1,20.31,20.31,0
ORD0272337,SKU0220,1,45.37,45.37,0
ORD0272408,SKU0018,1,12.52,12.52,0
ORD0272476,SKU0143,1,13.42,13.42,0
ORD0272744,SKU0170,1,7.0,7.0,0
ORD0273283,SKU0116,1,4.0,4.0,0
ORD0273342,SKU0169,1,7.65,7.65,0
ORD0273529,SKU0143,1,13.42,13.42,0
