po_id,supplier_id,store_id,sku_id,order_date,promised_date,received_date,qty_ordered,qty_received,unit_cost_aed,po_value_aed
PO0015636,SUP03,DS01,SKU0067,2026-04-20,2026-04-23,2026-04-23,7,7,38.13,266.91
PO0015727,SUP01,DS01,SKU0025,2025-04-21,2025-04-23,2025-04-23,6,5,14.48,86.88
PO0015740,SUP01,DS01,SKU0025,2025-07-07,2025-07-09,2025-07-09,6,6,14.48,86.88
PO0015810,SUP05,DS01,SKU0130,2025-07-30,2025-08-03,2025-08-03,23,23,7.08,162.84
PO0015822,SUP05,DS01,SKU0130,2026-05-25,2026-05-29,2026-05-29,23,23,7.08,162.84
PO0015867,SUP05,DS01,SKU0111,2025-08-11,2025-08-15,2025-08-15,12,12,3.26,39.12
PO0015878,SUP05,DS01,SKU0111,2026-01-19,2026-01-23,2026-01-23,12,12,3.26,39.12
PO0015882,SUP05,DS01,SKU0111,2026-02-23,2026-02-27,2026-02-27,12,12,3.26,39.12
PO0015914,SUP02,DS01,SKU0062,2025-09-15,2025-09-17,2025-09-17,14,14,24.92,348.88
PO0015938,SUP02,DS01,SKU0062,2026-06-29,2026-07-01,2026-07-01,14,14,24.92,348.88
PO0015990,SUP08,DS01,SKU0241,2025-03-17,2025-03-24,2025-03-24,9,9,34.0,306.0
PO0016003,SUP08,DS01,SKU0241,2025-08-20,2025-08-27,2025-08-27,9,9,34.0,306.0
PO0016039,SUP02,DS01,SKU0058,2025-04-21,2025-04-23,2025-04-23,15,15,19.05,285.75
PO0016080,SUP04,DS01,SKU0083,2025-03-24,2025-03-25,2025-03-25,6,6,9.98,59.88
PO0016089,SUP04,DS01,SKU0083,2025-05-19,2025-05-20,2025-05-20,6,6,9.98,59.88
PO0016230,SUP04,DS01,SKU0216,2025-11-12,2025-11-13,2025-11-13,4,4,20.81,83.24
PO0016361,SUP07,DS01,SKU0187,2025-06-16,2025-06-21,2025-06-21,8,8,11.03,88.24
PO0016362,SUP07,DS01,SKU0187,2025-06-23,2025-06-28,2025-06-28,8,8,11.03,88.24
PO0016422,SUP06,DS01,SKU0146,2026-03-16,2026-03-22,2026-03-22,17,17,17.85,303.45
PO0016430,SUP08,DS01,SKU0258,2025-01-27,2025-02-03,2025-02-03,8,8,52.13,417.04
PO0016431,SUP08,DS01,SKU0258,2025-02-03,2025-02-10,2025-02-10,8,8,52.13,417.04
PO0016449,SUP08,DS01,SKU0258,2025-07-21,2025-07-28,2025-07-28,8,8,52.13,417.04
PO0016527,SUP03,DS01,SKU0074,2025-10-01,2025-10-04,2025-10-04,4,4,40.02,160.08
PO0016660,SUP08,DS01,SKU0224,2025-11-05,2025-11-12,2025-11-12,7,7,8.95,62.65
PO0016718,SUP01,DS01,SKU0027,2025-10-13,2025-10-15,2025-10-15,10,10,3.36,33.6
PO0016751,SUP04,DS01,SKU0206,2025-01-29,2025-01-30,2025-01-30,7,7,15.1,105.7
PO0016786,SUP04,DS01,SKU0206,2025-09-22,2025-09-23,2025-09-23,7,7,15.1,105.7
PO0016791,SUP04,DS01,SKU0206,2025-10-27,2025-10-28,2025-10-28,7,7,15.1,105.7
PO0016800,SUP04,DS01,SKU0206,2025-12-29,2025-12-30,2025-12-30,7,7,15.1,105.7
PO0016811,SUP04,DS01,SKU0206,2026-03-16,2026-03-17,2026-03-19,7,7,15.1,105.7
PO0016853,SUP01,DS01,SKU0020,2025-02-10,2025-02-12,2025-02-12,6,6,6.67,40.02
PO0016912,SUP01,DS01,SKU0020,2026-04-20,2026-04-22,2026-04-22,6,6,6.67,40.02
PO0016957,SUP04,DS01,SKU0203,2025-08-04,2025-08-05,2025-08-05,5,5,17.48,87.4
PO0017275,SUP05,DS01,SKU0119,2025-06-02,2025-06-06,2025-06-06,20,20,22.09,441.8
PO0017301,SUP04,DS01,SKU0098,2025-03-24,2025-03-25,2025-03-25,7,7,9.64,67.48
PO0017339,SUP04,DS01,SKU0098,2025-12-15,2025-12-16,2025-12-16,7,7,9.64,67.48
PO0017413,SUP07,DS01,SKU0201,2026-05-11,2026-05-16,2026-05-16,7,7,7.44,52.08
PO0017565,SUP08,DS01,SKU0234,2025-10-06,2025-10-13,2025-10-15,9,9,28.46,256.14
PO0017566,SUP08,DS01,SKU0234,2025-10-20,2025-10-27,2025-10-27,9,9,28.46,256.14
PO0017623,SUP01,DS01,SKU0007,2025-01-27,2025-01-29,2025-01-31,12,12,7.74,92.88
PO0017640,SUP01,DS01,SKU0007,2025-05-28,2025-05-30,2025-05-30,12,12,7.74,92.88
PO0017686,SUP01,DS01,SKU0007,2026-05-04,2026-05-06,2026-05-06,12,12,7.74,92.88
PO0017699,SUP08,DS02,SKU0261,2025-01-27,2025-02-03,2025-02-03,56,56,9.59,537.04
PO0017756,SUP08,DS02,SKU0261,2025-08-18,2025-08-25,2025-08-25,56,56,9.59,537.04
PO0017764,SUP08,DS02,SKU0261,2025-09-15,2025-09-22,2025-09-22,77,77,9.59,738.43
PO0017904,SUP06,DS02,SKU0176,2025-07-28,2025-08-03,2025-08-03,60,60,18.93,1135.8
PO0017923,SUP06,DS02,SKU0176,2025-10-01,2025-10-07,2025-10-07,24,24,18.93,454.32
PO0017927,SUP06,DS02,SKU0176,2025-10-15,2025-10-21,2025-10-21,24,24,18.93,454.32
PO0017953,SUP06,DS02,SKU0176,2026-01-14,2026-01-20,2026-01-20,36,36,18.93,681.48
PO0017976,SUP06,DS02,SKU0176,2026-04-08,2026-04-14,2026-04-14,36,36,18.93,681.48
PO0017992,SUP06,DS02,SKU0176,2026-06-03,2026-06-09,2026-06-09,36,36,18.93,681.48
PO0018051,SUP06,DS02,SKU0161,2025-07-07,2025-07-13,2025-07-13,63,63,6.97,439.11
PO0018170,SUP08,DS02,SKU0266,2025-03-05,2025-03-12,2025-03-12,30,30,55.53,1665.9
PO0018419,SUP05,DS02,SKU0117,2026-02-18,2026-02-22,2026-02-22,88,88,6.63,583.44
PO0018452,SUP05,DS02,SKU0117,2026-06-17,2026-06-21,2026-06-21,22,22,6.63,145.86
PO0018566,SUP05,DS02,SKU0122,2026-02-04,2026-02-08,2026-02-08,18,18,14.64,263.52
PO0018580,SUP05,DS02,SKU0122,2026-03-30,2026-04-03,2026-04-03,72,72,14.64,1054.08
PO0018599,SUP05,DS02,SKU0122,2026-06-03,2026-06-07,2026-06-07,18,18,14.64,263.52
PO0018654,SUP06,DS02,SKU0172,2025-06-23,2025-06-29,2025-06-29,56,56,42.5,2380.0
PO0018703,SUP06,DS02,SKU0172,2025-12-10,2025-12-16,2025-12-16,28,28,42.5,1190.0
PO0018751,SUP06,DS02,SKU0172,2026-06-01,2026-06-07,2026-06-07,63,63,42.5,2677.5
PO0018777,SUP04,DS02,SKU0095,2025-03-03,2025-03-04,2025-03-04,27,27,14.05,379.35
PO0018792,SUP04,DS02,SKU0095,2025-04-23,2025-04-24,2025-04-24,18,18,14.05,252.9
PO0018825,SUP04,DS02,SKU0095,2025-08-18,2025-08-19,2025-08-19,27,27,14.05,379.35
PO0018846,SUP04,DS02,SKU0095,2025-10-29,2025-10-30,2025-10-30,27,27,14.05,379.35
PO0018868,SUP04,DS02,SKU0095,2026-01-14,2026-01-15,2026-01-15,18,18,14.05,252.9
PO0018979,SUP04,DS02,SKU0094,2025-08-18,2025-08-19,2025-08-19,32,32,13.38,428.16
PO0018990,SUP04,DS02,SKU0094,2025-09-24,2025-09-25,2025-09-25,8,8,13.38,107.04
PO0018997,SUP04,DS02,SKU0094,2025-10-20,2025-10-21,2025-10-21,32,32,13.38,428.16
PO0019009,SUP04,DS02,SKU0094,2025-12-01,2025-12-02,2025-12-02,32,32,13.38,428.16
PO0019014,SUP04,DS02,SKU0094,2025-12-17,2025-12-18,2025-12-18,8,8,13.38,107.04
PO0019114,SUP03,DS02,SKU0076,2025-09-22,2025-09-25,2025-09-25,32,32,10.47,335.04
PO0019136,SUP03,DS02,SKU0076,2026-02-04,2026-02-07,2026-02-07,8,8,10.47,83.76
PO0019223,SUP05,DS02,SKU0127,2025-09-03,2025-09-07,2025-09-07,22,22,18.35,403.7
PO0019372,SUP05,DS02,SKU0106,2025-12-08,2025-12-12,2025-12-12,24,24,13.19,316.56
PO0019555,SUP08,DS02,SKU0219,2026-05-11,2026-05-18,2026-05-18,48,48,25.73,1235.04
PO0019571,SUP06,DS02,SKU0143,2025-01-08,2025-01-14,2025-01-14,14,11,9.59,134.26
PO0019584,SUP06,DS02,SKU0143,2025-02-26,2025-03-04,2025-03-04,14,14,9.59,134.26
PO0019661,SUP06,DS02,SKU0143,2025-12-03,2025-12-09,2025-12-09,14,14,9.59,134.26
PO0019662,SUP06,DS02,SKU0143,2025-12-08,2025-12-14,2025-12-14,28,28,9.59,268.52
PO0019691,SUP06,DS02,SKU0143,2026-04-01,2026-04-07,2026-04-07,28,28,9.59,268.52
PO0019696,SUP06,DS02,SKU0143,2026-04-20,2026-04-26,2026-04-26,14,14,9.59,134.26
PO0019879,SUP01,DS02,SKU0032,2025-02-12,2025-02-14,2025-02-14,9,9,20.07,180.63
PO0020063,SUP02,DS02,SKU0061,2025-07-28,2025-07-30,2025-07-30,36,36,7.29,262.44
PO0020125,SUP02,DS02,SKU0061,2026-03-25,2026-03-27,2026-03-27,12,12,7.29,87.48
PO0020126,SUP02,DS02,SKU0061,2026-03-30,2026-04-01,2026-04-01,36,36,7.29,262.44
PO0020188,SUP04,DS02,SKU0212,2025-05-05,2025-05-06,2025-05-06,16,16,14.16,226.56
PO0020194,SUP04,DS02,SKU0212,2025-05-26,2025-05-27,2025-05-27,16,16,14.16,226.56
PO0020210,SUP04,DS02,SKU0212,2025-07-21,2025-07-22,2025-07-22,16,16,14.16,226.56
PO0020340,SUP01,DS02,SKU0023,2025-06-18,2025-06-20,2025-06-20,10,10,7.18,71.8
PO0020369,SUP01,DS02,SKU0023,2025-11-17,2025-11-19,2025-11-19,20,20,7.18,143.6
PO0020403,SUP01,DS02,SKU0023,2026-05-04,2026-05-06,2026-05-08,10,10,7.18,71.8
PO0020446,SUP01,DS02,SKU0012,2025-04-21,2025-04-23,2025-04-23,18,18,13.34,240.12
PO0020475,SUP01,DS02,SKU0012,2025-09-01,2025-09-03,2025-09-03,27,27,13.34,360.18
PO0020496,SUP01,DS02,SKU0012,2025-12-01,2025-12-03,2025-12-03,27,27,13.34,360.18
PO0020543,SUP01,DS02,SKU0012,2026-06-10,2026-06-12,2026-06-12,18,13,13.34,240.12
PO0020545,SUP01,DS02,SKU0012,2026-06-17,2026-06-19,2026-06-21,18,13,13.34,240.12
PO0020639,SUP08,DS02,SKU0256,2025-11-26,2025-12-03,2025-12-03,8,8,19.95,159.6
PO0020660,SUP08,DS02,SKU0256,2026-02-11,2026-02-18,2026-02-18,8,8,19.95,159.6
PO0020747,SUP04,DS02,SKU0085,2025-06-16,2025-06-17,2025-06-17,18,18,11.53,207.54
PO0020770,SUP04,DS02,SKU0085,2025-09-08,2025-09-09,2025-09-09,18,18,11.53,207.54
PO0020805,SUP04,DS02,SKU0085,2026-01-12,2026-01-13,2026-01-13,6,6,11.53,69.18
PO0020888,SUP01,DS02,SKU0013,2025-06-02,2025-06-04,2025-06-04,21,21,6.28,131.88
PO0020912,SUP01,DS02,SKU0013,2025-08-27,2025-08-29,2025-08-29,7,7,6.28,43.96
PO0020943,SUP01,DS02,SKU0013,2025-12-31,2026-01-02,2026-01-02,14,14,6.28,87.92
PO0021075,SUP06,DS02,SKU0169,2025-11-17,2025-11-23,2025-11-23,21,21,5.78,121.38
PO0021134,SUP06,DS02,SKU0169,2026-06-24,2026-06-30,2026-06-30,7,7,5.78,40.46
PO0021163,SUP06,DS02,SKU0132,2025-06-04,2025-06-10,2025-06-10,17,17,2.19,37.23
PO0021212,SUP06,DS02,SKU0132,2026-02-16,2026-02-22,2026-02-22,17,17,2.19,37.23
PO0021231,SUP06,DS02,SKU0132,2026-05-27,2026-06-02,2026-06-02,17,17,2.19,37.23
PO0021233,SUP06,DS02,SKU0132,2026-06-03,2026-06-09,2026-06-09,17,17,2.19,37.23
PO0021323,SUP08,DS02,SKU0218,2025-12-01,2025-12-08,2025-12-08,16,16,27.82,445.12
PO0021364,SUP08,DS02,SKU0218,2026-05-04,2026-05-11,2026-05-11,8,8,27.82,222.56
PO0021382,SUP02,DS02,SKU0043,2025-01-06,2025-01-08,2025-01-08,15,15,23.87,358.05
PO0021565,SUP03,DS02,SKU0066,2025-10-15,2025-10-18,2025-10-18,7,7,24.41,170.87
PO0021610,SUP03,DS02,SKU0066,2026-04-06,2026-04-09,2026-04-10,14,14,24.41,341.74
PO0021642,SUP05,DS02,SKU0113,2025-02-17,2025-02-21,2025-02-21,17,17,24.71,420.07
PO0021644,SUP05,DS02,SKU0113,2025-03-03,2025-03-07,2025-03-07,34,34,24.71,840.14
PO0021688,SUP05,DS02,SKU0113,2025-09-29,2025-10-03,2025-10-03,34,34,24.71,840.14
PO0021697,SUP05,DS02,SKU0113,2025-11-17,2025-11-21,2025-11-21,17,17,24.71,420.07
PO0021756,SUP05,DS02,SKU0103,2025-02-24,2025-02-28,2025-02-28,24,24,13.83,331.92
PO0021761,SUP05,DS02,SKU0103,2025-03-19,2025-03-23,2025-03-23,12,12,13.83,165.96
PO0021778,SUP05,DS02,SKU0103,2025-06-02,2025-06-06,2025-06-06,12,12,13.83,165.96
PO0021804,SUP05,DS02,SKU0103,2025-09-22,2025-09-26,2025-09-26,12,12,13.83,165.96
PO0021824,SUP05,DS02,SKU0103,2025-12-22,2025-12-26,2025-12-26,12,12,13.83,165.96
PO0021856,SUP05,DS02,SKU0103,2026-05-06,2026-05-10,2026-05-10,12,12,13.83,165.96
PO0022004,SUP08,DS02,SKU0259,2025-07-07,2025-07-14,2025-07-14,20,20,28.05,561.0
PO0022163,SUP04,DS02,SKU0209,2025-09-15,2025-09-16,2025-09-16,12,12,11.93,143.16
PO0022165,SUP04,DS02,SKU0209,2025-09-22,2025-09-23,2025-09-23,12,12,11.93,143.16
PO0022218,SUP04,DS02,SKU0209,2026-03-25,2026-03-26,2026-03-26,12,12,11.93,143.16
PO0022375,SUP06,DS02,SKU0181,2025-02-03,2025-02-09,2025-02-09,18,17,9.21,165.78
PO0022399,SUP06,DS02,SKU0181,2025-05-07,2025-05-13,2025-05-13,9,9,9.21,82.89
PO0022410,SUP06,DS02,SKU0181,2025-06-18,2025-06-24,2025-06-24,9,9,9.21,82.89
PO0022416,SUP06,DS02,SKU0181,2025-07-14,2025-07-20,2025-07-20,27,27,9.21,248.67
PO0022455,SUP06,DS02,SKU0181,2025-12-17,2025-12-23,2025-12-23,9,9,9.21,82.89
PO0022473,SUP06,DS02,SKU0181,2026-02-23,2026-03-01,2026-03-01,36,36,9.21,331.56
PO0022514,SUP06,DS02,SKU0135,2025-02-12,2025-02-18,2025-02-18,16,16,13.81,220.96
PO0022659,SUP01,DS02,SKU0016,2025-06-30,2025-07-02,2025-07-02,24,24,20.09,482.16
PO0022702,SUP01,DS02,SKU0016,2026-01-05,2026-01-07,2026-01-07,16,16,20.09,321.44
PO0022806,SUP03,DS02,SKU0081,2025-11-03,2025-11-06,2025-11-06,16,16,56.35,901.6
PO0022905,SUP08,DS02,SKU0257,2025-08-11,2025-08-18,2025-08-18,11,11,30.99,340.89
PO0022942,SUP08,DS02,SKU0257,2026-01-14,2026-01-21,2026-01-21,11,11,30.99,340.89
PO0023034,SUP07,DS02,SKU0195,2025-08-13,2025-08-18,2025-08-18,9,9,10.67,96.03
PO0023041,SUP07,DS02,SKU0195,2025-09-08,2025-09-13,2025-09-13,9,9,10.67,96.03
PO0023160,SUP02,DS02,SKU0049,2025-08-06,2025-08-08,2025-08-08,15,15,4.82,72.3
PO0023178,SUP02,DS02,SKU0049,2025-10-27,2025-10-29,2025-10-29,15,15,4.82,72.3
PO0023180,SUP02,DS02,SKU0049,2025-11-03,2025-11-05,2025-11-05,15,15,4.82,72.3
PO0023233,SUP01,DS02,SKU0030,2025-01-08,2025-01-10,2025-01-10,16,16,2.77,44.32
PO0023273,SUP01,DS02,SKU0030,2025-07-07,2025-07-09,2025-07-09,16,16,2.77,44.32
PO0023364,SUP08,DS02,SKU0236,2025-01-15,2025-01-22,2025-01-22,6,6,7.43,44.58
PO0023392,SUP08,DS02,SKU0236,2025-04-30,2025-05-07,2025-05-07,12,12,7.43,89.16
PO0023405,SUP08,DS02,SKU0236,2025-06-16,2025-06-23,2025-06-23,24,24,7.43,178.32
PO0023420,SUP08,DS02,SKU0236,2025-08-06,2025-08-13,2025-08-13,12,12,7.43,89.16
PO0023485,SUP08,DS02,SKU0236,2026-04-01,2026-04-08,2026-04-08,6,6,7.43,44.58
PO0023523,SUP08,DS02,SKU0242,2025-02-24,2025-03-03,2025-03-03,12,12,11.11,133.32
PO0023546,SUP08,DS02,SKU0242,2025-05-28,2025-06-04,2025-06-04,6,6,11.11,66.66
PO0023560,SUP08,DS02,SKU0242,2025-07-21,2025-07-28,2025-07-28,12,12,11.11,133.32
PO0023611,SUP08,DS02,SKU0242,2026-01-21,2026-01-28,2026-01-28,6,6,11.11,66.66
PO0023663,SUP08,DS02,SKU0251,2025-01-29,2025-02-05,2025-02-06,12,12,9.4,112.8
PO0023761,SUP08,DS02,SKU0251,2026-01-19,2026-01-26,2026-01-26,18,18,9.4,169.2
PO0023770,SUP08,DS02,SKU0251,2026-02-23,2026-03-02,2026-03-02,12,12,9.4,112.8
PO0023792,SUP08,DS02,SKU0251,2026-05-18,2026-05-25,2026-05-25,24,24,9.4,225.6
PO0023947,SUP08,DS02,SKU0230,2025-05-26,2025-06-02,2025-06-02,11,11,25.78,283.58
PO0023953,SUP08,DS02,SKU0230,2025-06-23,2025-06-30,2025-06-30,11,11,25.78,283.58
PO0023970,SUP08,DS02,SKU0230,2025-09-10,2025-09-17,2025-09-17,11,11,25.78,283.58
PO0024161,SUP08,DS02,SKU0225,2025-03-12,2025-03-19,2025-03-19,8,8,15.57,124.56
PO0024171,SUP08,DS02,SKU0225,2025-04-30,2025-05-07,2025-05-07,8,8,15.57,124.56
PO0024187,SUP08,DS02,SKU0225,2025-07-02,2025-07-09,2025-07-09,16,16,15.57,249.12
PO0024232,SUP08,DS02,SKU0225,2025-12-24,2025-12-31,2025-12-31,8,8,15.57,124.56
PO0024366,SUP02,DS02,SKU0046,2026-02-25,2026-02-27,2026-02-27,11,11,5.49,60.39
PO0024428,SUP04,DS02,SKU0092,2025-05-05,2025-05-06,2025-05-06,8,8,13.24,105.92
PO0024467,SUP04,DS02,SKU0092,2025-10-01,2025-10-02,2025-10-02,8,8,13.24,105.92
PO0024481,SUP04,DS02,SKU0092,2025-12-01,2025-12-02,2025-12-02,8,8,13.24,105.92
PO0024486,SUP04,DS02,SKU0092,2025-12-29,2025-12-30,2025-12-30,8,8,13.24,105.92
PO0024492,SUP04,DS02,SKU0092,2026-01-28,2026-01-29,2026-01-29,8,8,13.24,105.92
PO0024595,SUP08,DS02,SKU0240,2025-09-17,2025-09-24,2025-09-24,6,6,6.79,40.74
PO0024731,SUP08,DS02,SKU0260,2025-10-27,2025-11-03,2025-11-03,10,10,37.49,374.9
PO0024754,SUP08,DS02,SKU0260,2026-02-09,2026-02-16,2026-02-16,10,10,37.49,374.9
PO0024799,SUP08,DS02,SKU0264,2025-03-31,2025-04-07,2025-04-07,12,12,37.12,445.44
PO0024870,SUP08,DS02,SKU0264,2026-04-27,2026-05-04,2026-05-04,12,12,37.12,445.44
PO0024951,SUP08,DS02,SKU0226,2025-12-22,2025-12-29,2025-12-29,12,12,19.38,232.56
PO0025012,SUP06,DS02,SKU0156,2025-08-11,2025-08-17,2025-08-17,24,24,6.97,167.28
PO0025058,SUP04,DS02,SKU0086,2025-02-10,2025-02-11,2025-02-11,7,7,12.37,86.59
PO0025117,SUP04,DS02,SKU0086,2025-09-10,2025-09-11,2025-09-11,7,7,12.37,86.59
PO0025172,SUP04,DS02,SKU0086,2026-04-01,2026-04-02,2026-04-02,7,7,12.37,86.59
PO0025214,SUP01,DS02,SKU0022,2025-03-05,2025-03-07,2025-03-07,9,9,11.52,103.68
PO0025404,SUP07,DS02,SKU0198,2026-06-01,2026-06-06,2026-06-06,11,11,16.38,180.18
PO0025414,SUP06,DS02,SKU0138,2025-02-03,2025-02-09,2025-02-09,16,16,14.33,229.28
PO0025498,SUP07,DS02,SKU0194,2025-02-26,2025-03-03,2025-03-03,7,7,33.9,237.3
PO0025550,SUP07,DS02,SKU0194,2025-10-08,2025-10-13,2025-10-13,7,7,33.9,237.3
PO0025626,SUP05,DS02,SKU0121,2025-06-18,2025-06-22,2025-06-22,23,23,18.9,434.7
PO0025731,SUP06,DS02,SKU0145,2026-04-27,2026-05-03,2026-05-03,17,17,15.51,263.67
PO0025755,SUP05,DS02,SKU0128,2025-04-21,2025-04-25,2025-04-25,16,16,19.75,316.0
PO0025804,SUP05,DS02,SKU0128,2026-03-18,2026-03-22,2026-03-22,16,16,19.75,316.0
PO0025997,SUP02,DS02,SKU0035,2025-07-09,2025-07-11,2025-07-11,11,11,16.75,184.25
PO0026162,SUP02,DS02,SKU0059,2026-06-17,2026-06-19,2026-06-19,10,10,22.04,220.4
PO0026164,SUP02,DS02,SKU0059,2026-06-24,2026-06-26,2026-06-26,10,10,22.04,220.4
PO0026221,SUP01,DS02,SKU0011,2025-09-08,2025-09-10,2025-09-10,10,10,16.51,165.1
PO0026262,SUP01,DS02,SKU0011,2026-03-11,2026-03-13,2026-03-13,10,8,16.51,165.1
PO0026275,SUP01,DS02,SKU0011,2026-05-18,2026-05-20,2026-05-20,10,10,16.51,165.1
PO0026392,SUP06,DS02,SKU0179,2025-06-11,2025-06-17,2025-06-17,7,7,19.74,138.18
PO0026402,SUP06,DS02,SKU0179,2025-07-21,2025-07-27,2025-07-27,14,14,19.74,276.36
PO0026407,SUP06,DS02,SKU0179,2025-08-11,2025-08-17,2025-08-17,14,14,19.74,276.36
PO0026450,SUP06,DS02,SKU0179,2026-03-02,2026-03-08,2026-03-08,7,7,19.74,138.18
PO0026493,SUP04,DS02,SKU0210,2025-02-17,2025-02-18,2025-02-18,6,6,24.59,147.54
PO0026518,SUP04,DS02,SKU0210,2025-06-16,2025-06-17,2025-06-17,6,6,24.59,147.54
PO0026672,SUP03,DS02,SKU0063,2026-01-26,2026-01-29,2026-01-29,5,5,41.59,207.95
PO0026703,SUP01,DS02,SKU0002,2025-01-06,2025-01-08,2025-01-08,12,12,11.62,139.44
PO0026704,SUP01,DS02,SKU0002,2025-01-13,2025-01-15,2025-01-15,12,12,11.62,139.44
PO0026736,SUP01,DS02,SKU0002,2025-07-16,2025-07-18,2025-07-20,12,12,11.62,139.44
PO0026880,SUP04,DS02,SKU0096,2026-01-21,2026-01-22,2026-01-22,9,9,7.28,65.52
PO0026924,SUP04,DS02,SKU0207,2025-01-22,2025-01-23,2025-01-23,6,6,14.97,89.82
PO0027118,SUP04,DS02,SKU0091,2026-01-19,2026-01-20,2026-01-20,9,9,11.99,107.91
PO0027129,SUP04,DS02,SKU0091,2026-03-18,2026-03-19,2026-03-19,9,9,11.99,107.91
PO0027176,SUP04,DS02,SKU0213,2025-05-05,2025-05-06,2025-05-06,6,6,12.99,77.94
PO0027366,SUP02,DS02,SKU0047,2026-05-20,2026-05-22,2026-05-22,12,12,15.74,188.88
PO0027412,SUP03,DS02,SKU0068,2025-09-15,2025-09-18,2025-09-18,8,8,50.9,407.2
PO0027451,SUP03,DS02,SKU0068,2026-05-25,2026-05-28,2026-05-28,8,8,50.9,407.2
PO0027665,SUP04,DS02,SKU0215,2026-03-02,2026-03-03,2026-03-03,7,7,23.43,164.01
PO0027710,SUP07,DS02,SKU0197,2025-05-28,2025-06-02,2025-06-02,12,9,22.89,274.68
PO0027866,SUP08,DS02,SKU0238,2025-03-24,2025-03-31,2025-03-31,7,7,29.64,207.48
PO0027872,SUP08,DS02,SKU0238,2025-04-21,2025-04-28,2025-04-28,7,7,29.64,207.48
PO0027899,SUP08,DS02,SKU0238,2025-09-17,2025-09-24,2025-09-24,7,7,29.64,207.48
PO0027932,SUP08,DS02,SKU0238,2026-02-16,2026-02-23,2026-02-23,7,7,29.64,207.48
PO0027956,SUP08,DS02,SKU0238,2026-06-01,2026-06-08,2026-06-08,7,7,29.64,207.48
PO0027965,SUP08,DS02,SKU0222,2025-01-01,2025-01-08,2025-01-08,24,18,29.64,711.36
PO0028165,SUP04,DS02,SKU0205,2026-05-25,2026-05-26,2026-05-26,5,5,23.96,119.8
PO0028213,SUP05,DS02,SKU0114,2026-05-11,2026-05-15,2026-05-15,20,20,23.03,460.6
PO0028225,SUP06,DS02,SKU0131,2025-04-14,2025-04-20,2025-04-20,19,19,17.2,326.8
PO0028262,SUP06,DS02,SKU0131,2026-06-29,2026-07-05,2026-07-05,19,19,17.2,326.8
PO0028301,SUP05,DS02,SKU0115,2026-02-23,2026-02-27,2026-02-27,16,16,2.42,38.72
PO0028343,SUP07,DS02,SKU0190,2025-07-14,2025-07-19,2025-07-19,9,9,24.75,222.75
PO0028384,SUP07,DS02,SKU0190,2026-04-27,2026-05-02,2026-05-02,9,9,24.75,222.75
PO0028481,SUP03,DS02,SKU0069,2025-01-01,2025-01-04,2025-01-04,12,12,47.96,575.52
PO0028528,SUP03,DS02,SKU0069,2025-08-04,2025-08-07,2025-08-07,4,4,47.96,191.84
PO0028537,SUP03,DS02,SKU0069,2025-09-15,2025-09-18,2025-09-18,12,12,47.96,575.52
PO0028567,SUP03,DS02,SKU0069,2026-01-26,2026-01-29,2026-01-29,4,4,47.96,191.84
PO0028600,SUP03,DS02,SKU0069,2026-06-15,2026-06-18,2026-06-18,12,12,47.96,575.52
PO0028614,SUP02,DS02,SKU0052,2025-03-31,2025-04-02,2025-04-02,10,10,12.38,123.8
PO0028620,SUP02,DS02,SKU0052,2025-05-19,2025-05-21,2025-05-21,10,10,12.38,123.8
PO0028652,SUP02,DS02,SKU0052,2026-02-02,2026-02-04,2026-02-04,10,10,12.38,123.8
PO0028656,SUP02,DS02,SKU0052,2026-02-23,2026-02-25,2026-02-26,10,10,12.38,123.8
PO0028721,SUP01,DS02,SKU0028,2025-09-15,2025-09-17,2025-09-17,8,8,5.7,45.6
PO0028736,SUP01,DS02,SKU0028,2025-12-08,2025-12-10,2025-12-10,8,8,5.7,45.6
PO0028851,SUP07,DS02,SKU0193,2025-03-17,2025-03-22,2025-03-22,8,8,27.14,217.12
PO0028974,SUP01,DS02,SKU0029,2025-11-05,2025-11-07,2025-11-07,8,8,21.46,171.68
PO0029108,SUP02,DS02,SKU0044,2025-03-19,2025-03-21,2025-03-21,13,13,11.41,148.33
PO0029242,SUP06,DS02,SKU0174,2026-06-15,2026-06-21,2026-06-21,7,7,37.74,264.18
PO0029302,SUP01,DS02,SKU0026,2026-01-12,2026-01-14,2026-01-14,8,8,4.22,33.76
PO0029322,SUP01,DS02,SKU0026,2026-06-08,2026-06-10,2026-06-10,8,6,4.22,33.76
PO0029325,SUP01,DS02,SKU0026,2026-06-17,2026-06-19,2026-06-19,8,4,4.22,33.76
PO0029345,SUP01,DS02,SKU0021,2025-04-21,2025-04-23,2025-04-23,7,7,18.1,126.7
PO0029357,SUP01,DS02,SKU0021,2025-07-07,2025-07-09,2025-07-09,7,7,18.1,126.7
PO0029406,SUP01,DS02,SKU0021,2026-05-18,2026-05-20,2026-05-20,7,7,18.1,126.7
PO0029475,SUP05,DS02,SKU0129,2025-05-12,2025-05-16,2025-05-16,14,14,20.63,288.82
PO0029540,SUP07,DS02,SKU0188,2025-08-20,2025-08-25,2025-08-25,8,8,38.92,311.36
PO0029621,SUP04,DS02,SKU0099,2025-01-15,2025-01-16,2025-01-16,10,10,10.45,104.5
PO0029636,SUP04,DS02,SKU0099,2025-04-28,2025-04-29,2025-04-29,10,10,10.45,104.5
