captain_id,city_id,joined_date,vehicle_class,first_week_trips,status,churn_date
CPT00660,AUH,2025-08-16,Business,19,active,
CPT00661,DXB,2026-03-22,Go,14,active,
CPT00662,AUH,2025-09-19,Go Plus,38,churned,2025-10-15
CPT00663,DXB,2025-11-19,Go,7,churned,2025-12-10
CPT00664,DXB,2026-02-08,Go,28,active,
CPT00665,SHJ,2025-12-27,Go Plus,17,active,
CPT00666,DXB,2025-11-27,Go,44,active,
CPT00667,SHJ,2025-11-17,Business,39,active,
CPT00668,AUH,2026-03-19,Go,27,active,
CPT00669,DXB,2026-01-15,Go,34,active,
CPT00670,DXB,2025-12-13,Go,38,active,
CPT00671,DXB,2025-10-19,Go,15,churned,2025-11-16
CPT00672,DXB,2025-11-27,Business,16,active,
CPT00673,DXB,2025-10-27,Go,26,active,
CPT00674,DXB,2025-07-15,Business,16,active,
CPT00675,AUH,2025-08-21,Max,15,active,
CPT00676,DXB,2025-09-07,Go Plus,9,active,
CPT00677,DXB,2025-08-05,Go,32,active,
CPT00678,DXB,2025-11-18,Go,17,churned,2025-12-05
CPT00680,SHJ,2025-11-05,Go Plus,6,active,
CPT00681,DXB,2025-09-04,Go,18,active,
CPT00682,AUH,2025-08-01,Max,11,active,
CPT00684,SHJ,2025-10-01,Go,36,active,
CPT00685,DXB,2025-11-22,Go Plus,7,active,
CPT00686,DXB,2025-08-20,Go Plus,12,churned,2025-09-01
CPT00687,SHJ,2025-10-17,Go,34,active,
CPT00688,DXB,2026-02-05,Max,27,active,
CPT00689,DXB,2026-03-09,Go,10,active,
CPT00691,AUH,2025-08-05,Go Plus,15,active,
CPT00692,SHJ,2026-04-22,Go,23,active,
CPT00693,DXB,2026-02-22,Business,24,active,
CPT00694,SHJ,2026-01-14,Max,11,churned,2026-01-29
CPT00695,DXB,2025-10-23,Business,1,active,
CPT00697,DXB,2025-08-25,Go,20,active,
CPT00698,AUH,2025-12-15,Go Plus,3,active,
CPT00699,AUH,2025-07-24,Go Plus,35,active,
CPT00700,DXB,2025-07-29,Business,23,churned,2025-08-24
CPT00701,AUH,2025-08-02,Business,20,active,
CPT00702,AUH,2025-12-08,Go,39,active,
CPT00703,DXB,2025-10-24,Go Plus,14,active,
CPT00705,DXB,2025-09-25,Go,25,active,
CPT00706,DXB,2025-10-17,Go Plus,21,active,
CPT00708,SHJ,2025-10-16,Go Plus,25,active,
CPT00709,DXB,2025-12-04,Go,44,active,
CPT00711,AUH,2025-09-24,Go Plus,37,active,
CPT00712,AUH,2025-12-01,Go,9,churned,2025-12-16
CPT00713,DXB,2025-10-16,Go Plus,12,active,
CPT00714,SHJ,2025-11-18,Go,33,churned,2025-12-04
CPT00715,DXB,2025-12-20,Go,12,active,
CPT00716,DXB,2025-08-25,Go Plus,28,active,
CPT00717,DXB,2025-09-10,Go,32,active,
CPT00718,DXB,2025-08-23,Go Plus,33,active,
CPT00719,SHJ,2025-10-09,Go,44,active,
CPT00721,AUH,2026-02-07,Go,31,churned,2026-03-08
CPT00722,SHJ,2025-11-26,Go Plus,15,active,
CPT00723,SHJ,2025-11-14,Go,12,active,
CPT00726,AUH,2026-01-10,Go,13,churned,2026-01-29
CPT00728,DXB,2026-02-27,Go,43,churned,2026-03-15
CPT00729,DXB,2026-02-07,Go,39,active,
CPT00730,DXB,2025-11-28,Go,32,churned,2025-12-10
CPT00732,DXB,2025-12-13,Go,26,active,
CPT00733,DXB,2025-09-14,Go,25,active,
CPT00735,DXB,2026-02-28,Go Plus,33,active,
CPT00736,DXB,2025-09-23,Go,20,active,
CPT00737,AUH,2025-08-12,Go,25,active,
CPT00738,SHJ,2025-07-29,Go,13,active,
CPT00739,DXB,2025-08-26,Go,30,churned,2025-09-06
CPT00740,AUH,2025-12-17,Max,29,active,
CPT00741,SHJ,2025-07-30,Go,31,churned,2025-08-12
CPT00742,DXB,2025-12-24,Max,7,churned,2026-01-11
CPT00743,DXB,2026-03-06,Go Plus,23,churned,2026-04-02
CPT00745,DXB,2026-03-09,Go,14,churned,2026-03-23
CPT00746,SHJ,2025-11-20,Go,38,active,
CPT00747,DXB,2025-12-11,Go Plus,26,active,
CPT00748,DXB,2025-07-20,Max,8,active,
CPT00749,DXB,2025-12-05,Business,23,active,
CPT00750,DXB,2025-11-06,Go Plus,32,active,
CPT00751,DXB,2025-10-08,Business,27,active,
CPT00752,DXB,2025-09-29,Go Plus,10,churned,2025-10-09
CPT00753,SHJ,2025-10-01,Business,30,active,
CPT00754,AUH,2025-10-01,Go,87,active,
CPT00755,DXB,2025-08-27,Go,33,active,
CPT00756,SHJ,2026-01-28,Go,20,active,
CPT00757,AUH,2025-11-23,Go Plus,18,active,
CPT00758,DXB,2026-02-18,Go,17,active,
CPT00759,DXB,2025-09-01,Go,21,active,
CPT00761,DXB,2026-01-18,Go,23,active,
CPT00763,DXB,2026-01-05,Go,7,active,
CPT00766,DXB,2025-08-21,Go Plus,10,churned,2025-09-09
CPT00768,AUH,2025-12-04,Go,7,active,
CPT00769,SHJ,2025-10-04,Max,8,active,
CPT00770,DXB,2025-11-27,Go,20,active,
CPT00771,SHJ,2025-07-17,Go Plus,12,churned,2025-08-15
CPT00772,AUH,2025-08-20,Go Plus,13,churned,2025-08-29
CPT00775,DXB,2025-10-23,Go Plus,23,active,
CPT00778,SHJ,2025-11-13,Max,25,active,
CPT00779,DXB,2025-08-18,Business,12,active,
CPT00780,AUH,2026-04-21,Go,18,active,
CPT00781,SHJ,2025-10-31,Go,26,active,
CPT00782,DXB,2025-09-24,Go Plus,18,active,
CPT00783,DXB,2025-12-09,Go Plus,36,active,
CPT00784,SHJ,2025-08-16,Go,3,active,
CPT00786,DXB,2026-01-24,Go Plus,26,active,
CPT00787,AUH,2025-09-04,Go,21,active,
CPT00789,DXB,2025-12-28,Go,6,active,
CPT00790,DXB,2025-07-06,Go,14,churned,2025-07-30
CPT00791,AUH,2025-09-01,Business,16,active,
CPT00792,DXB,2025-12-01,Go,34,active,
CPT00793,DXB,2026-01-08,Go,19,active,
CPT00796,AUH,2025-10-21,Go Plus,8,active,
CPT00798,AUH,2025-08-16,Go Plus,14,active,
CPT00799,DXB,2025-09-09,Go,13,active,
CPT00800,AUH,2026-02-27,Business,46,active,
CPT00801,AUH,2025-10-19,Go,15,active,
CPT00803,AUH,2025-09-16,Go,38,active,
CPT00804,AUH,2026-01-12,Go,15,active,
CPT00805,DXB,2025-08-25,Go,40,active,
CPT00807,DXB,2025-11-03,Max,50,active,
CPT00808,SHJ,2025-12-05,Go Plus,37,active,
CPT00810,SHJ,2025-10-21,Go,17,active,
CPT00811,AUH,2025-10-16,Go,43,active,
CPT00813,SHJ,2025-12-29,Go,23,active,
CPT00814,DXB,2025-09-07,Go,21,active,
CPT00816,DXB,2026-03-17,Business,13,active,
CPT00817,SHJ,2026-01-28,Go,16,active,
CPT00818,DXB,2025-09-19,Go Plus,21,churned,2025-10-14
CPT00820,AUH,2025-09-18,Go,17,churned,2025-09-30
CPT00821,SHJ,2025-08-28,Go,12,churned,2025-09-07
CPT00824,SHJ,2025-11-30,Go,37,active,
CPT00825,DXB,2025-11-08,Max,22,active,
CPT00826,DXB,2025-12-27,Business,17,churned,2026-01-04
CPT00829,AUH,2025-08-07,Go,29,churned,2025-08-14
CPT00830,AUH,2026-01-16,Go,33,active,
CPT00831,DXB,2025-08-28,Business,46,active,
CPT00833,DXB,2026-04-19,Go Plus,19,active,
CPT00834,AUH,2025-10-08,Business,33,active,
CPT00836,DXB,2025-10-30,Go,25,active,
CPT00837,DXB,2025-08-11,Go,17,active,
CPT00838,SHJ,2025-12-29,Go,36,active,
CPT00839,DXB,2025-10-23,Go,25,active,
CPT00841,AUH,2026-03-08,Go,16,active,
CPT00842,AUH,2026-02-17,Go,18,active,
CPT00843,SHJ,2025-10-09,Business,25,active,
CPT00844,DXB,2025-11-20,Go,29,active,
CPT00846,AUH,2025-11-17,Go,13,churned,2025-11-26
CPT00848,DXB,2026-03-06,Go Plus,25,churned,2026-03-15
CPT00849,DXB,2026-01-23,Go,82,active,
CPT00850,AUH,2026-01-25,Go Plus,27,active,
CPT00852,SHJ,2025-07-13,Go,7,active,
CPT00853,SHJ,2025-09-30,Go Plus,24,active,
CPT00855,DXB,2026-01-07,Go,7,active,
CPT00856,SHJ,2025-11-01,Go Plus,10,active,
CPT00857,SHJ,2025-09-17,Business,14,active,
CPT00858,AUH,2025-12-27,Max,19,active,
CPT00859,AUH,2025-08-15,Go Plus,30,active,
CPT00860,DXB,2025-09-26,Go,6,active,
CPT00861,DXB,2025-07-16,Business,10,active,
CPT00862,AUH,2025-08-28,Go Plus,34,active,
CPT00863,SHJ,2025-12-02,Go,24,active,
CPT00864,SHJ,2025-11-12,Business,49,active,
CPT00865,SHJ,2025-08-21,Go,0,active,
CPT00866,DXB,2026-02-08,Go Plus,32,active,
CPT00867,SHJ,2025-10-16,Go Plus,9,churned,2025-10-31
CPT00868,DXB,2025-12-04,Go Plus,43,active,
CPT00869,DXB,2025-10-14,Go Plus,29,active,
CPT00870,SHJ,2025-11-29,Go,13,active,
CPT00871,SHJ,2025-08-13,Max,17,active,
CPT00872,AUH,2025-07-12,Go,22,active,
CPT00873,SHJ,2025-12-14,Business,27,active,
CPT00875,AUH,2025-08-10,Go Plus,4,active,
CPT00876,DXB,2025-10-01,Go,7,churned,2025-10-18
CPT00877,SHJ,2025-12-26,Go,35,active,
CPT00878,DXB,2026-02-11,Go,24,active,
CPT00879,SHJ,2025-08-14,Go,18,churned,2025-09-01
CPT00880,SHJ,2025-07-11,Go,21,active,
CPT00883,DXB,2025-11-04,Go Plus,13,active,
CPT00884,DXB,2026-02-13,Go Plus,24,active,
CPT00885,SHJ,2025-09-17,Go,14,active,
CPT00886,DXB,2025-10-12,Go,13,active,
CPT00887,AUH,2025-08-02,Max,29,active,
CPT00888,DXB,2026-02-10,Go,13,active,
CPT00889,SHJ,2026-01-25,Business,16,active,
CPT00890,SHJ,2026-03-21,Go Plus,29,active,
CPT00891,SHJ,2025-09-12,Go,30,active,
CPT00892,DXB,2026-02-14,Go,13,churned,2026-03-15
CPT00893,AUH,2025-12-04,Go Plus,22,active,
CPT00894,AUH,2025-08-08,Go,27,active,
CPT00895,SHJ,2026-01-01,Go Plus,40,active,
CPT00896,AUH,2025-10-03,Go Plus,33,active,
CPT00898,DXB,2025-12-30,Go,18,active,
CPT00899,DXB,2025-10-14,Go,13,active,
CPT00900,SHJ,2025-11-26,Max,31,active,
CPT00902,SHJ,2026-02-06,Go,21,active,
CPT00903,DXB,2025-10-24,Business,17,active,
CPT00904,AUH,2025-09-07,Go,7,churned,2025-09-27
CPT00906,DXB,2026-03-09,Go,34,active,
CPT00907,DXB,2025-12-19,Go,20,active,
CPT00913,SHJ,2025-10-08,Go,12,active,
CPT00914,DXB,2025-10-12,Go,10,churned,2025-10-24
CPT00916,SHJ,2025-08-29,Go Plus,9,active,
CPT00919,DXB,2025-11-01,Go Plus,15,churned,2025-11-24
CPT00921,DXB,2025-10-07,Go Plus,7,active,
CPT00922,DXB,2026-02-07,Go Plus,55,active,
CPT00923,AUH,2025-12-12,Business,6,churned,2025-12-25
CPT00924,AUH,2025-10-27,Business,19,active,
CPT00926,DXB,2026-03-11,Go Plus,11,churned,2026-04-10
CPT00928,SHJ,2025-11-27,Go Plus,19,active,
CPT00929,SHJ,2025-11-08,Go,30,active,
CPT00930,DXB,2026-01-06,Go Plus,18,active,
CPT00931,SHJ,2025-08-12,Go,30,active,
CPT00934,AUH,2026-05-03,Go,7,active,
CPT00935,AUH,2025-10-16,Go,20,active,
CPT00936,AUH,2025-08-18,Go,33,active,
CPT00937,DXB,2025-10-31,Go,10,active,
CPT00940,DXB,2026-01-30,Go Plus,13,active,
CPT00941,SHJ,2026-03-11,Go,35,active,
CPT00944,SHJ,2026-02-11,Business,40,active,
CPT00946,SHJ,2025-11-24,Go,16,churned,2025-12-17
CPT00947,DXB,2026-01-14,Go,29,active,
CPT00948,DXB,2025-11-10,Go,12,active,
CPT00949,SHJ,2025-11-30,Go,26,active,
CPT00950,AUH,2025-07-17,Go,10,active,
CPT00952,AUH,2025-07-14,Go,11,active,
CPT00954,DXB,2026-01-14,Go Plus,24,active,
CPT00955,AUH,2026-03-13,Business,15,churned,2026-04-05
CPT00956,SHJ,2025-11-02,Business,17,churned,2025-11-20
CPT00957,DXB,2025-10-21,Go,17,churned,2025-10-29
CPT00958,AUH,2025-11-09,Go,19,active,
CPT00960,DXB,2026-03-30,Go,8,active,
CPT00961,DXB,2025-10-23,Go,15,active,
CPT00962,SHJ,2025-09-09,Go,6,churned,2025-10-06
CPT00963,DXB,2025-12-02,Go Plus,11,active,
CPT00965,AUH,2026-01-01,Business,4,active,
CPT00966,AUH,2025-10-09,Go,52,active,
CPT00968,DXB,2025-08-24,Go,26,active,
CPT00971,AUH,2026-01-24,Go,27,active,
CPT00972,DXB,2025-12-19,Go,7,active,
CPT00973,AUH,2025-11-03,Go,3,active,
CPT00975,SHJ,2025-10-15,Go Plus,58,active,
CPT00976,DXB,2026-01-04,Go,10,churned,2026-01-13
CPT00977,DXB,2026-02-22,Max,11,active,
CPT00978,AUH,2025-11-05,Go Plus,30,active,
CPT00979,DXB,2025-11-05,Business,25,active,
CPT00980,DXB,2025-11-21,Go,9,active,
CPT00981,DXB,2025-11-02,Go,9,churned,2025-11-24
CPT00982,DXB,2025-12-24,Business,32,churned,2026-01-11
CPT00984,DXB,2026-03-24,Go,22,active,
CPT00985,SHJ,2026-03-16,Go,13,active,
CPT00986,DXB,2026-03-14,Go,28,active,
CPT00987,AUH,2025-10-04,Go,23,active,
CPT00988,AUH,2025-07-22,Go Plus,29,active,
CPT00992,DXB,2025-11-08,Go Plus,17,active,
CPT00993,DXB,2025-07-29,Go,20,active,
CPT00994,AUH,2025-08-26,Go,7,churned,2025-09-23
CPT00996,DXB,2025-09-05,Max,41,active,
CPT00998,DXB,2025-10-14,Go,27,active,
CPT01000,DXB,2025-10-05,Go,58,active,
CPT01003,SHJ,2025-11-04,Go,37,active,
CPT01004,DXB,2025-08-09,Go Plus,19,churned,2025-08-31
CPT01005,DXB,2025-10-17,Go,35,active,
CPT01006,AUH,2025-12-14,Go,11,active,
CPT01008,AUH,2025-09-23,Go Plus,11,churned,2025-10-11
CPT01009,DXB,2025-08-07,Go Plus,2,active,
CPT01010,AUH,2026-01-06,Go Plus,43,active,
CPT01011,SHJ,2026-03-27,Go Plus,10,active,
CPT01012,AUH,2025-10-13,Business,20,active,
CPT01014,SHJ,2025-09-17,Max,26,active,
CPT01016,SHJ,2025-12-06,Go,31,active,
CPT01017,SHJ,2025-10-26,Go,6,churned,2025-11-24
CPT01018,SHJ,2026-03-18,Business,38,active,
CPT01019,DXB,2025-08-29,Go Plus,24,active,
CPT01021,DXB,2026-02-22,Go,12,churned,2026-03-10
CPT01022,DXB,2026-01-30,Go,17,active,
CPT01023,DXB,2025-11-26,Max,51,active,
CPT01024,DXB,2025-12-04,Business,12,churned,2025-12-28
CPT01025,AUH,2025-10-04,Go,14,active,
CPT01026,AUH,2026-02-07,Go Plus,43,active,
CPT01028,DXB,2026-03-08,Go Plus,43,active,
CPT01029,DXB,2025-11-23,Go,26,active,
CPT01030,AUH,2025-08-08,Max,22,active,
CPT01031,DXB,2025-11-23,Go,25,active,
CPT01032,DXB,2025-07-17,Go,16,active,
CPT01033,AUH,2025-10-13,Go Plus,15,active,
CPT01034,DXB,2025-09-01,Go,11,churned,2025-09-19
CPT01035,DXB,2025-10-27,Go Plus,34,active,
CPT01037,DXB,2025-08-06,Go Plus,24,active,
CPT01038,AUH,2025-12-25,Go,11,active,
CPT01039,DXB,2025-11-08,Go,53,active,
CPT01040,DXB,2025-08-09,Go Plus,9,active,
CPT01041,SHJ,2025-09-16,Go Plus,11,active,
CPT01042,DXB,2026-03-24,Go Plus,16,active,
CPT01043,AUH,2026-01-01,Go Plus,26,active,
CPT01045,AUH,2025-08-13,Go,24,active,
CPT01046,SHJ,2025-10-04,Go,66,churned,2025-11-03
CPT01047,SHJ,2025-08-30,Go,17,active,
CPT01048,SHJ,2026-01-05,Business,11,active,
CPT01049,SHJ,2025-08-14,Go Plus,17,active,
CPT01050,AUH,2025-11-12,Go,7,active,
CPT01051,DXB,2025-12-01,Go,32,active,
CPT01052,AUH,2025-10-09,Go,5,active,
CPT01053,SHJ,2025-10-05,Go,13,active,
CPT01055,SHJ,2026-03-30,Go,10,active,
CPT01057,AUH,2026-01-04,Go,13,churned,2026-01-29
CPT01058,AUH,2025-07-21,Go,12,churned,2025-08-09
CPT01059,DXB,2025-11-17,Go,11,active,
CPT01060,SHJ,2026-02-11,Go Plus,18,churned,2026-03-01
CPT01061,SHJ,2025-10-25,Go,3,active,
CPT01062,AUH,2025-11-22,Business,36,active,
CPT01063,DXB,2025-07-20,Go Plus,21,churned,2025-08-03
CPT01064,DXB,2025-10-08,Business,66,churned,2025-10-19
CPT01065,DXB,2025-09-26,Go,34,active,
CPT01067,AUH,2025-12-02,Go,21,churned,2025-12-14
CPT01068,DXB,2025-11-15,Business,14,active,
CPT01069,AUH,2025-09-14,Go,19,active,
CPT01070,DXB,2025-08-24,Go Plus,19,active,
CPT01071,AUH,2026-01-06,Go,35,active,
CPT01073,AUH,2026-01-31,Go,12,active,
CPT01074,AUH,2025-10-10,Go,27,active,
CPT01075,SHJ,2025-10-25,Go,21,active,
CPT01076,DXB,2025-12-18,Go Plus,15,active,
CPT01078,DXB,2026-02-10,Go,23,active,
CPT01079,AUH,2026-05-03,Go,28,active,
CPT01080,DXB,2026-03-08,Go,7,churned,2026-04-02
CPT01082,SHJ,2025-10-31,Go,18,active,
CPT01083,AUH,2025-07-26,Go Plus,1,active,
CPT01084,DXB,2025-11-17,Go,26,active,
CPT01085,DXB,2025-12-18,Go,12,active,
CPT01086,SHJ,2026-01-11,Go Plus,6,active,
CPT01087,DXB,2025-12-23,Go,2,active,
CPT01088,DXB,2025-08-16,Go Plus,8,churned,2025-08-29
CPT01089,AUH,2026-01-15,Go,25,active,
CPT01090,DXB,2025-11-11,Go,43,active,
CPT01091,DXB,2025-08-04,Go,12,active,
CPT01094,DXB,2025-08-25,Go,22,active,
CPT01095,SHJ,2025-09-18,Go,12,active,
CPT01096,DXB,2025-11-23,Go Plus,16,active,
CPT01097,DXB,2025-12-15,Business,20,active,
CPT01098,DXB,2025-12-07,Go,12,active,
CPT01099,AUH,2026-01-10,Go Plus,24,churned,2026-01-25
CPT01103,SHJ,2025-09-23,Go Plus,28,active,
CPT01105,AUH,2025-12-19,Go,16,active,
CPT01107,DXB,2025-08-07,Go Plus,63,active,
CPT01109,DXB,2026-02-07,Go,34,active,
CPT01110,SHJ,2026-01-23,Max,11,active,
CPT01112,DXB,2025-10-27,Go,18,active,
CPT01114,DXB,2026-03-16,Business,13,active,
CPT01115,DXB,2026-01-19,Go Plus,18,active,
CPT01116,AUH,2025-12-04,Go,10,active,
CPT01117,DXB,2025-12-14,Go,23,active,
CPT01118,DXB,2026-04-01,Go Plus,22,active,
CPT01119,DXB,2025-08-02,Go,10,active,
CPT01120,SHJ,2026-01-26,Max,27,active,
CPT01121,DXB,2025-10-04,Go,14,active,
CPT01122,DXB,2025-09-15,Business,20,active,
CPT01123,DXB,2025-08-11,Go,17,active,
CPT01124,DXB,2026-03-21,Go,39,active,
CPT01125,SHJ,2025-07-13,Go Plus,10,active,
CPT01126,SHJ,2025-09-12,Go,24,active,
CPT01127,DXB,2025-11-25,Max,5,active,
CPT01128,AUH,2026-01-18,Go,15,active,
CPT01129,DXB,2025-10-23,Go,12,active,
CPT01133,AUH,2025-11-23,Go,22,active,
CPT01134,AUH,2025-12-13,Go Plus,20,active,
CPT01135,DXB,2026-01-19,Go Plus,25,active,
CPT01136,SHJ,2025-08-27,Business,13,churned,2025-09-20
CPT01137,DXB,2025-12-16,Max,10,active,
CPT01138,DXB,2025-08-26,Business,29,active,
CPT01139,SHJ,2025-09-07,Go Plus,18,active,
CPT01140,DXB,2025-12-30,Go,4,active,
CPT01141,DXB,2026-01-18,Business,24,churned,2026-02-02
CPT01142,SHJ,2026-01-31,Go Plus,10,active,
CPT01147,AUH,2025-07-31,Go Plus,6,active,
CPT01148,DXB,2025-10-20,Max,9,active,
CPT01150,DXB,2025-11-08,Business,4,active,
CPT01151,DXB,2025-10-15,Go Plus,17,active,
CPT01152,AUH,2025-08-07,Go Plus,16,active,
CPT01153,DXB,2025-07-28,Business,11,active,
CPT01154,DXB,2025-11-01,Go,19,active,
CPT01157,SHJ,2025-10-01,Go,11,active,
CPT01158,DXB,2025-09-02,Go Plus,6,active,
CPT01159,DXB,2025-08-23,Go,25,active,
CPT01160,AUH,2026-02-21,Go Plus,15,churned,2026-03-23
CPT01163,AUH,2026-03-17,Business,23,active,
CPT01164,AUH,2025-09-25,Go,5,active,
CPT01165,DXB,2025-10-01,Go,33,active,
CPT01166,DXB,2025-09-09,Go,11,churned,2025-09-18
CPT01168,SHJ,2026-01-12,Go Plus,14,churned,2026-02-09
CPT01169,SHJ,2026-01-05,Business,18,churned,2026-02-02
CPT01170,SHJ,2025-12-22,Go,14,active,
CPT01171,SHJ,2025-07-29,Max,16,active,
CPT01172,AUH,2025-08-23,Go Plus,34,active,
CPT01173,DXB,2025-09-10,Business,9,active,
CPT01174,AUH,2025-10-01,Business,21,active,
CPT01178,SHJ,2025-09-15,Go Plus,18,active,
CPT01179,AUH,2025-10-06,Go,6,active,
CPT01180,DXB,2025-09-28,Go Plus,13,active,
CPT01181,SHJ,2026-02-07,Go,6,active,
CPT01182,DXB,2026-01-07,Go,13,active,
CPT01183,DXB,2025-08-06,Go,29,active,
CPT01184,SHJ,2025-11-03,Go Plus,16,active,
CPT01185,AUH,2025-12-01,Go Plus,20,active,
CPT01187,DXB,2026-01-11,Go,22,active,
CPT01188,DXB,2025-11-27,Go Plus,19,active,
CPT01189,SHJ,2025-12-16,Go,17,churned,2026-01-04
CPT01190,SHJ,2025-12-27,Go,26,active,
CPT01191,DXB,2025-11-30,Max,8,active,
CPT01192,DXB,2025-07-20,Go,75,active,
CPT01193,SHJ,2025-10-31,Business,31,active,
CPT01194,AUH,2025-11-19,Go,3,churned,2025-11-28
CPT01195,SHJ,2026-03-24,Go Plus,12,churned,2026-04-22
CPT01196,AUH,2026-02-13,Go,24,active,
CPT01197,DXB,2025-12-01,Go Plus,31,active,
CPT01198,SHJ,2025-09-02,Go,27,active,
CPT01199,DXB,2025-08-20,Go,14,active,
CPT01200,DXB,2025-08-18,Go,52,active,
CPT01201,SHJ,2026-02-22,Go,27,active,
CPT01202,SHJ,2025-08-31,Go,19,active,
CPT01203,DXB,2025-09-12,Go,33,active,
CPT01204,DXB,2026-03-03,Go Plus,25,active,
CPT01206,DXB,2026-03-06,Go,9,active,
CPT01207,SHJ,2025-11-11,Go,6,active,
CPT01209,DXB,2025-07-11,Go,11,active,
CPT01210,DXB,2025-08-12,Go,12,churned,2025-09-01
CPT01211,DXB,2026-02-18,Business,11,active,
CPT01214,DXB,2026-02-19,Go Plus,10,active,
CPT01216,AUH,2025-11-16,Go Plus,18,churned,2025-11-28
CPT01217,DXB,2025-11-03,Go Plus,8,churned,2025-11-27
CPT01219,AUH,2026-04-08,Go,13,churned,2026-04-17
CPT01222,SHJ,2025-08-25,Go,14,active,
CPT01223,DXB,2025-12-18,Go,3,active,
CPT01224,DXB,2025-11-25,Go,7,active,
CPT01225,SHJ,2026-01-03,Go,21,active,
CPT01226,AUH,2025-12-12,Business,13,churned,2025-12-25
CPT01227,AUH,2026-04-27,Go,27,active,
CPT01228,DXB,2025-09-13,Business,33,active,
CPT01229,SHJ,2026-01-08,Go,15,churned,2026-01-22
CPT01230,DXB,2025-10-29,Go Plus,22,active,
CPT01232,AUH,2025-10-03,Go,22,active,
CPT01233,SHJ,2025-08-28,Go Plus,13,active,
CPT01234,DXB,2025-08-16,Go,18,active,
CPT01235,DXB,2025-12-01,Go,32,active,
CPT01236,SHJ,2025-08-24,Go,13,active,
CPT01237,AUH,2025-12-27,Go,30,active,
CPT01239,AUH,2025-08-10,Go Plus,35,churned,2025-08-17
CPT01240,AUH,2026-03-08,Go Plus,44,active,
CPT01241,SHJ,2025-08-26,Go,24,active,
CPT01242,SHJ,2025-11-15,Go Plus,16,churned,2025-12-11
CPT01243,AUH,2025-09-09,Go Plus,27,churned,2025-09-18
CPT01245,DXB,2026-04-09,Go,26,active,
CPT01247,DXB,2025-11-27,Go Plus,9,churned,2025-12-09
CPT01248,SHJ,2026-01-05,Go,26,active,
CPT01251,SHJ,2025-08-15,Go,51,active,
CPT01252,DXB,2025-09-15,Go,16,churned,2025-10-09
CPT01253,DXB,2025-11-10,Business,11,active,
CPT01257,DXB,2026-01-08,Business,24,active,
CPT01258,AUH,2026-03-10,Go,43,active,
CPT01260,DXB,2026-01-25,Go Plus,24,active,
CPT01261,DXB,2025-12-27,Go,4,churned,2026-01-20
CPT01262,AUH,2025-08-02,Go Plus,25,active,
CPT01263,SHJ,2025-08-03,Go Plus,13,churned,2025-09-02
CPT01264,DXB,2026-03-04,Go,32,active,
CPT01265,SHJ,2025-08-09,Go Plus,42,active,
CPT01267,DXB,2025-11-06,Go,41,active,
CPT01268,DXB,2025-09-20,Business,10,active,
CPT01269,DXB,2025-10-08,Go Plus,26,active,
CPT01270,AUH,2026-03-09,Max,27,active,
CPT01272,AUH,2025-10-29,Go,12,churned,2025-11-24
CPT01274,AUH,2025-11-18,Go Plus,19,active,
CPT01275,SHJ,2025-08-10,Max,19,active,
CPT01276,SHJ,2025-11-22,Go Plus,13,active,
CPT01277,AUH,2025-11-15,Go Plus,38,active,
CPT01278,DXB,2025-09-04,Go,19,active,
CPT01279,AUH,2025-08-16,Go,19,churned,2025-09-10
CPT01280,SHJ,2026-03-24,Go,12,active,
CPT01281,SHJ,2026-02-24,Go,9,churned,2026-03-10
CPT01282,AUH,2025-11-04,Go,26,active,
CPT01283,AUH,2025-09-22,Go,43,active,
CPT01284,DXB,2025-11-07,Go,11,active,
CPT01285,AUH,2025-09-01,Go,19,active,
CPT01287,SHJ,2025-09-15,Go,10,active,
CPT01288,SHJ,2025-09-14,Go,19,churned,2025-09-26
CPT01289,SHJ,2025-11-10,Business,7,active,
CPT01291,AUH,2025-09-07,Go,11,active,
CPT01292,DXB,2025-09-24,Max,36,active,
CPT01293,AUH,2026-03-13,Go,32,active,
CPT01294,AUH,2026-01-23,Go Plus,3,active,
CPT01295,DXB,2025-12-15,Business,18,active,
CPT01296,DXB,2026-02-22,Go,25,active,
CPT01297,SHJ,2025-09-13,Go,9,active,
CPT01298,DXB,2025-10-04,Business,19,active,
CPT01299,SHJ,2026-03-23,Go,15,active,
CPT01302,AUH,2025-12-23,Go,14,active,
CPT01303,AUH,2025-09-10,Go,40,churned,2025-09-22
CPT01304,AUH,2025-09-26,Business,8,churned,2025-10-08
CPT01305,DXB,2025-09-15,Go,20,active,
CPT01306,DXB,2025-11-22,Max,39,active,
CPT01307,DXB,2025-12-06,Go,16,active,
CPT01308,AUH,2025-09-30,Go,21,active,
CPT01309,AUH,2025-09-06,Max,34,active,
CPT01310,AUH,2026-04-04,Go Plus,12,active,
CPT01313,DXB,2026-03-22,Go,35,active,
CPT01314,DXB,2026-03-09,Business,50,active,
CPT01316,AUH,2025-10-13,Business,28,active,
CPT01317,DXB,2026-03-04,Go,3,active,
CPT01318,DXB,2025-11-28,Go Plus,12,active,
CPT01319,DXB,2025-12-22,Go Plus,19,active,
CPT01320,AUH,2025-12-16,Go,26,active,
CPT01321,DXB,2025-11-15,Go,18,active,
CPT01322,DXB,2026-01-15,Go Plus,33,active,
CPT01323,AUH,2025-11-12,Go,9,active,
CPT01324,DXB,2025-08-20,Go Plus,26,active,
