datetime,zone_id,requests,completed,unfulfilled,active_captains,avg_eta_promised_min,avg_eta_actual_min,avg_surge
2026-05-13 03:00:00,Z03,0,0,0,1,6.7,6.6,1.0
2026-05-17 05:00:00,Z03,0,0,0,1,7.2,5.6,0.99
2026-05-20 13:00:00,Z03,9,9,0,3,6.6,7.0,0.99
2026-05-20 18:00:00,Z03,10,10,0,4,6.9,6.5,1.03
2026-05-22 13:00:00,Z03,9,9,0,3,6.6,6.6,1.02
2026-05-24 17:00:00,Z03,10,10,0,4,7.0,6.0,1.01
2026-05-24 23:00:00,Z03,2,2,0,1,6.9,6.7,0.99
2026-05-25 11:00:00,Z03,3,2,1,1,6.9,8.8,1.37
2026-05-26 09:00:00,Z03,1,1,0,1,7.1,7.2,1.01
2026-05-26 22:00:00,Z03,3,3,0,1,6.9,7.0,0.96
2026-06-03 17:00:00,Z03,14,12,2,5,6.7,6.5,1.1
2026-06-05 01:00:00,Z03,1,1,0,1,6.9,6.6,0.98
2026-06-05 23:00:00,Z03,4,3,1,1,6.9,9.5,1.22
2026-06-07 11:00:00,Z03,7,7,0,2,7.1,6.4,1.0
2026-06-11 22:00:00,Z03,2,2,0,1,6.9,5.6,1.02
2026-06-20 09:00:00,Z03,6,5,1,2,6.8,7.0,1.16
2026-06-21 09:00:00,Z03,8,8,0,3,6.9,6.6,1.01
2026-06-21 12:00:00,Z03,7,6,1,2,6.7,7.8,1.11
2026-06-26 05:00:00,Z03,4,3,1,1,6.8,7.8,1.28
2026-06-30 03:00:00,Z03,2,1,1,1,6.9,9.1,1.73
2026-06-30 05:00:00,Z03,1,1,0,1,7.0,7.0,0.99
2026-06-30 18:00:00,Z03,6,6,0,2,6.5,7.5,1.02
2025-07-01 02:00:00,Z04,1,1,0,1,2.0,6.7,1.0
2025-07-03 11:00:00,Z04,4,3,1,1,2.0,6.5,1.27
2025-07-07 08:00:00,Z04,2,1,1,1,1.9,8.4,1.69
2025-07-11 02:00:00,Z04,0,0,0,1,2.0,5.0,1.03
2025-07-15 01:00:00,Z04,0,0,0,1,1.9,5.5,0.99
2025-07-15 02:00:00,Z04,0,0,0,1,2.0,5.7,1.0
2025-07-15 06:00:00,Z04,5,5,0,2,2.0,6.1,0.99
2025-07-22 20:00:00,Z04,2,2,0,1,2.0,6.1,0.97
2025-07-24 06:00:00,Z04,3,2,1,1,2.0,7.9,1.38
2025-08-05 06:00:00,Z04,1,1,0,1,2.0,6.3,1.01
2025-08-07 10:00:00,Z04,1,1,0,1,2.0,5.3,0.99
2025-08-15 05:00:00,Z04,0,0,0,1,1.9,4.6,1.01
2025-08-15 22:00:00,Z04,3,3,0,1,2.0,6.2,1.01
2025-08-18 01:00:00,Z04,0,0,0,1,2.0,5.0,0.99
2025-08-21 16:00:00,Z04,5,5,0,2,1.9,7.3,0.99
2025-08-25 02:00:00,Z04,1,1,0,1,2.0,5.6,1.01
2025-08-27 18:00:00,Z04,4,4,0,1,1.9,5.7,0.99
2025-08-31 10:00:00,Z04,6,6,0,3,2.1,4.9,1.02
2025-09-06 11:00:00,Z04,4,3,1,1,2.0,7.6,1.21
2025-09-07 23:00:00,Z04,2,1,1,1,2.0,9.0,1.71
2025-09-13 00:00:00,Z04,2,2,0,1,2.0,6.2,0.99
2025-09-14 23:00:00,Z04,0,0,0,1,2.0,4.9,1.02
2025-09-15 14:00:00,Z04,5,5,0,2,2.0,5.5,1.0
2025-09-16 22:00:00,Z04,1,1,0,1,2.0,6.3,1.02
2025-09-21 06:00:00,Z04,4,3,1,1,2.0,7.5,1.21
2025-09-22 20:00:00,Z04,4,4,0,1,1.9,6.0,1.01
2025-09-23 11:00:00,Z04,3,2,1,1,1.9,7.9,1.36
2025-09-24 10:00:00,Z04,3,3,0,1,2.0,6.3,1.0
2025-09-25 14:00:00,Z04,4,4,0,1,2.0,6.3,0.99
2025-10-03 06:00:00,Z04,3,2,1,1,1.9,7.4,1.36
2025-10-03 21:00:00,Z04,0,0,0,1,2.0,5.5,1.0
2025-10-06 05:00:00,Z04,1,1,0,1,1.9,6.1,1.02
2025-10-06 19:00:00,Z04,6,6,0,2,2.1,5.0,1.02
2025-10-07 00:00:00,Z04,0,0,0,1,2.0,5.1,1.01
2025-10-09 19:00:00,Z04,4,3,1,1,2.0,7.0,1.22
2025-10-20 06:00:00,Z04,4,4,0,1,2.0,5.7,0.98
2025-10-20 20:00:00,Z04,5,4,1,1,1.9,6.6,1.16
2025-10-26 08:00:00,Z04,9,9,0,4,2.1,5.2,1.0
2025-10-27 17:00:00,Z04,5,4,1,1,2.0,7.2,1.11
2025-10-29 23:00:00,Z04,1,1,0,1,2.0,5.1,1.02
2025-11-02 13:00:00,Z04,6,5,1,2,2.0,6.2,1.15
2025-11-03 21:00:00,Z04,2,2,0,1,2.0,5.9,1.02
2025-11-07 20:00:00,Z04,3,2,1,1,2.1,6.9,1.36
2025-11-09 11:00:00,Z04,5,5,0,-1,1.9,5.5,0.99
2025-11-12 16:00:00,Z04,6,6,0,2,2.0,6.6,1.01
2025-11-13 22:00:00,Z04,1,1,0,1,2.0,5.4,0.98
2025-11-17 18:00:00,Z04,12,12,0,5,2.0,6.4,0.98
2025-11-20 00:00:00,Z04,1,1,0,1,2.0,6.1,1.0
2025-11-21 21:00:00,Z04,4,3,1,1,2.0,8.1,1.25
2025-11-22 10:00:00,Z04,3,3,0,1,1.9,6.5,1.04
2025-11-24 08:00:00,Z04,2,1,1,1,2.1,9.0,1.7
2025-11-27 09:00:00,Z04,3,2,1,1,2.0,7.8,1.37
2025-11-27 14:00:00,Z04,3,3,0,1,2.0,6.7,0.99
2025-11-29 12:00:00,Z04,4,4,0,1,2.0,6.9,1.02
2025-12-03 05:00:00,Z04,1,1,0,1,2.1,5.4,1.02
2025-12-05 01:00:00,Z04,2,1,1,1,1.9,8.6,1.75
2025-12-06 05:00:00,Z04,3,3,0,1,2.0,5.5,0.97
2025-12-09 17:00:00,Z04,5,5,0,2,2.0,7.1,1.01
2025-12-16 04:00:00,Z04,1,1,0,1,2.0,5.8,0.97
2025-12-20 03:00:00,Z04,1,1,0,1,2.0,5.8,1.0
2025-12-27 15:00:00,Z04,3,3,0,1,2.1,5.8,0.99
2026-01-01 15:00:00,Z04,3,2,1,1,1.9,7.2,1.37
2026-01-05 16:00:00,Z04,3,2,1,1,2.0,7.4,1.36
2026-01-09 08:00:00,Z04,7,6,1,2,2.0,6.0,1.16
2026-01-12 17:00:00,Z04,3,2,1,1,2.0,6.5,1.34
2026-01-23 04:00:00,Z04,0,0,0,1,2.1,5.1,0.98
2026-01-23 07:00:00,Z04,7,7,0,2,2.0,6.0,1.01
2026-01-28 20:00:00,Z04,3,3,0,1,2.1,6.3,0.98
2026-01-29 13:00:00,Z04,4,4,0,1,2.0,5.7,1.0
2026-01-30 06:00:00,Z04,7,7,0,3,2.1,6.0,1.01
2026-02-01 02:00:00,Z04,0,0,0,1,2.0,5.1,0.99
2026-02-02 17:00:00,Z04,14,14,0,6,2.0,5.1,1.02
2026-02-03 03:00:00,Z04,2,2,0,1,2.1,5.5,1.02
2026-02-05 17:00:00,Z04,7,7,0,2,1.9,5.8,1.0
2026-02-08 22:00:00,Z04,1,1,0,1,1.9,5.1,0.95
2026-02-10 08:00:00,Z04,9,8,1,3,2.0,6.3,1.08
2026-02-16 08:00:00,Z04,7,6,1,2,2.0,6.0,1.09
2026-02-17 22:00:00,Z04,2,2,0,1,1.9,5.6,0.99
2026-02-19 17:00:00,Z04,8,8,0,3,2.0,6.2,1.0
2026-02-22 12:00:00,Z04,8,8,0,3,1.9,6.4,1.01
2026-03-01 05:00:00,Z04,2,1,1,1,2.0,8.7,1.64
2026-03-02 13:00:00,Z04,4,3,1,1,1.9,7.0,1.21
2026-03-05 14:00:00,Z04,7,6,1,2,2.1,6.2,1.12
2026-03-12 14:00:00,Z04,2,1,1,1,1.9,9.3,1.72
2026-03-16 07:00:00,Z04,6,6,0,2,1.9,5.8,1.0
2026-03-17 10:00:00,Z04,3,3,0,1,2.0,6.4,1.0
2026-03-25 00:00:00,Z04,1,1,0,1,2.0,5.6,0.97
2026-03-25 18:00:00,Z04,4,3,1,1,1.9,7.0,1.25
2026-03-25 19:00:00,Z04,12,12,0,5,2.0,6.2,0.99
2026-03-30 04:00:00,Z04,1,1,0,1,1.9,6.0,0.98
2026-03-31 20:00:00,Z04,7,6,1,2,2.1,5.3,1.14
2026-04-02 03:00:00,Z04,1,1,0,1,2.0,6.2,1.01
2026-04-03 13:00:00,Z04,6,6,0,2,2.1,4.9,0.98
2026-04-05 00:00:00,Z04,0,0,0,1,2.0,5.3,0.98
2026-04-10 22:00:00,Z04,3,2,1,1,2.1,8.1,1.39
2026-04-12 16:00:00,Z04,4,4,0,1,2.0,5.8,0.97
2026-04-13 01:00:00,Z04,0,0,0,1,2.0,5.1,0.99
2026-04-13 22:00:00,Z04,3,2,1,1,2.0,6.9,1.35
2026-04-14 08:00:00,Z04,8,8,0,3,1.9,5.3,1.0
2026-04-15 22:00:00,Z04,1,1,0,1,2.0,5.8,1.02
2026-04-18 21:00:00,Z04,4,4,0,1,1.9,6.5,1.0
2026-04-20 14:00:00,Z04,4,3,1,1,2.0,7.0,1.24
2026-04-24 16:00:00,Z04,11,10,1,4,1.9,8.0,1.05
2026-04-27 01:00:00,Z04,1,1,0,1,2.0,6.4,1.03
2026-04-28 23:00:00,Z04,0,0,0,1,2.0,5.5,0.99
2026-04-29 01:00:00,Z04,0,0,0,1,2.0,4.0,1.0
2026-05-01 18:00:00,Z04,12,12,0,5,2.0,5.2,1.0
2026-05-08 01:00:00,Z04,2,2,0,1,2.0,6.3,1.02
2026-05-08 22:00:00,Z04,2,1,1,1,2.1,8.6,1.71
2026-05-11 21:00:00,Z04,5,4,1,1,2.0,7.2,1.16
2026-05-16 03:00:00,Z04,0,0,0,1,2.1,5.2,1.0
2026-05-19 01:00:00,Z04,0,0,0,1,2.0,5.2,0.98
2026-05-19 04:00:00,Z04,0,0,0,1,2.0,5.9,0.99
2026-05-19 17:00:00,Z04,6,4,2,1,1.9,8.2,1.35
2026-05-21 12:00:00,Z04,4,3,1,1,2.1,6.7,1.24
2026-05-25 15:00:00,Z04,9,9,0,3,2.0,5.6,0.97
2026-05-27 16:00:00,Z04,8,8,0,3,2.0,5.7,1.03
2026-05-30 09:00:00,Z04,7,7,0,2,2.1,7.0,1.01
2026-05-31 22:00:00,Z04,2,2,0,1,1.9,6.3,1.02
2026-06-06 10:00:00,Z04,8,8,0,3,2.0,5.6,1.01
2026-06-10 00:00:00,Z04,0,0,0,1,1.9,5.2,1.01
2026-06-11 18:00:00,Z04,7,6,1,2,1.9,5.7,1.13
2026-06-14 18:00:00,Z04,13,13,0,6,1.9,5.1,1.02
2026-06-15 06:00:00,Z04,2,2,0,1,2.0,6.1,1.03
2026-06-18 01:00:00,Z04,0,0,0,1,1.9,5.3,1.03
2026-06-18 05:00:00,Z04,0,0,0,1,2.0,4.7,0.97
2026-06-21 03:00:00,Z04,0,0,0,1,2.1,5.0,1.0
2026-06-25 02:00:00,Z04,1,1,0,1,2.2,5.7,1.01
2026-06-26 23:00:00,Z04,2,1,1,1,2.0,7.8,1.7
2026-06-28 11:00:00,Z04,1,1,0,1,2.0,6.1,0.99
2026-06-29 11:00:00,Z04,2,1,1,1,1.9,9.0,1.73
2025-07-01 06:00:00,Z05,4,3,1,1,7.9,10.0,1.29
2025-07-02 05:00:00,Z05,1,1,0,1,7.8,7.9,1.0
2025-07-02 08:00:00,Z05,2,2,0,1,8.5,7.2,1.03
2025-07-03 03:00:00,Z05,1,1,0,1,8.4,6.9,1.0
2025-07-04 09:00:00,Z05,4,4,0,1,8.2,7.9,1.0
2025-07-06 21:00:00,Z05,4,3,1,1,7.4,9.2,1.25
2025-07-11 20:00:00,Z05,3,3,0,1,8.0,6.8,0.99
2025-07-13 17:00:00,Z05,6,5,1,2,8.6,8.2,1.14
2025-07-14 06:00:00,Z05,1,1,0,1,8.2,8.4,0.99
2025-07-17 06:00:00,Z05,2,2,0,1,7.9,7.2,0.99
2025-07-25 03:00:00,Z05,0,0,0,1,8.1,6.5,1.0
2025-08-02 16:00:00,Z05,1,1,0,1,8.3,8.0,0.99
2025-08-02 22:00:00,Z05,4,2,2,1,8.2,10.6,1.72
2025-08-03 01:00:00,Z05,1,1,0,1,8.3,7.3,0.96
2025-08-03 03:00:00,Z05,0,0,0,1,7.9,6.9,1.02
2025-08-04 03:00:00,Z05,0,0,0,1,8.0,6.7,0.99
2025-08-05 11:00:00,Z05,3,3,0,1,8.5,8.9,1.02
2025-08-09 05:00:00,Z05,2,1,1,1,8.0,13.0,1.71
2025-08-11 14:00:00,Z05,2,2,0,1,8.5,7.3,0.96
2025-08-14 09:00:00,Z05,5,4,1,1,8.3,7.8,1.18
2025-08-17 00:00:00,Z05,1,1,0,1,8.0,8.8,1.01
2025-08-17 22:00:00,Z05,1,1,0,1,8.3,8.0,1.0
2025-08-21 20:00:00,Z05,6,4,2,1,8.2,11.0,1.33
2025-08-22 06:00:00,Z05,2,2,0,1,8.2,8.6,0.97
2025-08-23 10:00:00,Z05,8,6,2,2,7.7,9.6,1.19
2025-08-29 01:00:00,Z05,0,0,0,1,8.1,6.6,1.0
2025-09-02 09:00:00,Z05,3,2,1,1,8.0,9.6,1.39
2025-09-04 02:00:00,Z05,0,0,0,1,8.0,6.8,1.01
2025-09-06 21:00:00,Z05,4,3,1,1,8.1,10.1,1.2
2025-09-12 12:00:00,Z05,5,5,0,2,8.5,8.7,1.04
2025-09-19 20:00:00,Z05,2,2,0,1,8.3,7.4,0.98
2025-09-20 14:00:00,Z05,5,5,0,2,8.3,7.0,1.01
2025-09-21 12:00:00,Z05,3,2,1,1,8.4,9.3,1.36
2025-09-24 15:00:00,Z05,1,1,0,1,7.8,7.8,1.04
2025-09-26 15:00:00,Z05,4,3,1,1,8.0,10.6,1.21
2025-09-28 04:00:00,Z05,0,0,0,1,8.0,6.9,1.02
2025-10-01 23:00:00,Z05,0,0,0,1,7.9,6.8,0.98
2025-10-02 11:00:00,Z05,4,3,1,1,8.2,9.0,1.25
2025-10-03 10:00:00,Z05,8,8,0,3,7.9,8.4,1.01
2025-10-03 11:00:00,Z05,4,3,1,1,8.4,9.5,1.21
2025-10-06 10:00:00,Z05,0,0,0,1,8.0,7.1,1.01
2025-10-06 17:00:00,Z05,4,3,1,1,8.2,10.4,1.22
2025-10-06 18:00:00,Z05,9,9,0,3,8.1,7.9,0.98
2025-10-13 15:00:00,Z05,3,3,0,1,8.1,7.8,1.02
2025-10-15 13:00:00,Z05,5,5,0,2,8.1,8.9,1.0
2025-10-17 18:00:00,Z05,2,1,1,1,8.2,11.1,1.7
2025-10-20 14:00:00,Z05,4,3,1,1,7.9,8.8,1.26
2025-10-22 15:00:00,Z05,5,5,0,2,7.9,8.3,0.99
2025-10-23 13:00:00,Z05,2,2,0,1,8.2,8.1,0.99
2025-10-28 15:00:00,Z05,6,6,0,2,8.1,7.7,1.01
2025-10-31 11:00:00,Z05,7,6,1,2,8.2,9.6,1.14
2025-11-03 23:00:00,Z05,0,0,0,1,7.9,7.4,0.96
2025-11-09 20:00:00,Z05,9,9,0,3,8.5,8.4,1.01
2025-11-11 18:00:00,Z05,2,2,0,1,8.2,7.9,0.98
2025-11-14 18:00:00,Z05,9,9,0,3,8.2,8.2,1.01
2025-11-20 00:00:00,Z05,0,0,0,1,8.0,6.8,1.04
2025-11-21 09:00:00,Z05,4,4,0,1,8.1,8.2,1.02
2025-11-22 16:00:00,Z05,11,11,0,5,8.0,7.0,1.0
2025-11-23 05:00:00,Z05,1,1,0,1,8.2,8.6,1.02
2025-11-23 14:00:00,Z05,3,3,0,1,8.1,7.7,1.06
2025-11-24 10:00:00,Z05,6,5,1,2,8.4,7.7,1.13
2025-11-27 08:00:00,Z05,5,3,2,1,8.2,11.3,1.45
2025-11-28 02:00:00,Z05,0,0,0,1,8.2,6.6,1.01
2025-11-28 19:00:00,Z05,5,3,2,1,8.1,11.4,1.45
2025-11-29 11:00:00,Z05,4,4,0,1,8.0,6.9,1.01
2025-11-29 23:00:00,Z05,1,1,0,1,7.6,9.2,1.04
2025-12-02 02:00:00,Z05,0,0,0,1,8.4,6.7,0.94
2025-12-12 07:00:00,Z05,3,3,0,1,8.3,7.7,0.99
2025-12-16 00:00:00,Z05,1,1,0,1,8.1,8.0,1.03
2025-12-16 01:00:00,Z05,0,0,0,1,8.3,6.3,0.99
2025-12-17 16:00:00,Z05,5,5,0,2,8.1,9.4,1.03
2025-12-22 06:00:00,Z05,1,1,0,1,8.0,7.5,1.04
2025-12-24 17:00:00,Z05,0,0,0,1,8.4,7.3,1.0
2025-12-27 03:00:00,Z05,0,0,0,1,8.0,6.7,1.0
2025-12-27 21:00:00,Z05,6,6,0,2,8.0,8.3,1.0
2026-01-01 07:00:00,Z05,6,6,0,2,7.8,7.7,1.01
2026-01-05 11:00:00,Z05,4,4,0,1,8.1,8.5,1.03
2026-01-06 16:00:00,Z05,2,1,1,1,7.9,10.4,1.8
2026-01-09 02:00:00,Z05,1,1,0,1,8.1,7.7,0.98
2026-01-16 00:00:00,Z05,1,1,0,1,7.9,9.2,1.01
2026-01-16 22:00:00,Z05,1,1,0,1,8.4,8.4,1.01
2026-01-25 21:00:00,Z05,6,6,0,2,8.0,8.2,0.99
2026-01-26 15:00:00,Z05,4,3,1,1,7.9,8.9,1.26
2026-02-05 22:00:00,Z05,3,3,0,1,8.3,7.6,1.0
2026-02-10 23:00:00,Z05,0,0,0,1,7.8,6.8,1.02
2026-02-13 23:00:00,Z05,2,1,1,1,8.0,9.7,1.68
2026-02-15 08:00:00,Z05,1,1,0,1,8.2,8.8,1.0
2026-02-19 09:00:00,Z05,2,2,0,1,8.2,8.6,0.99
2026-02-20 14:00:00,Z05,7,7,0,2,8.4,7.8,0.99
2026-02-26 07:00:00,Z05,2,1,1,1,8.1,11.6,1.72
2026-02-28 17:00:00,Z05,7,7,0,2,8.0,8.2,1.0
2026-03-01 14:00:00,Z05,4,3,1,1,8.2,9.3,1.24
2026-03-05 08:00:00,Z05,4,4,0,1,8.1,6.6,1.01
2026-03-06 14:00:00,Z05,6,6,0,2,7.8,8.7,1.02
2026-03-12 01:00:00,Z05,0,0,0,1,8.4,6.8,1.0
2026-03-13 15:00:00,Z05,4,4,0,1,8.4,8.5,1.03
2026-03-16 05:00:00,Z05,1,1,0,1,7.9,7.7,0.99
2026-03-17 18:00:00,Z05,9,8,1,3,8.3,8.3,1.09
2026-03-25 09:00:00,Z05,2,1,1,1,8.5,12.2,1.74
2026-03-25 13:00:00,Z05,5,4,1,1,8.2,9.2,1.16
2026-03-27 04:00:00,Z05,0,0,0,1,8.1,7.1,0.98
2026-03-29 02:00:00,Z05,1,1,0,1,8.2,7.6,0.98
2026-03-29 21:00:00,Z05,1,1,0,1,8.2,9.8,1.02
2026-04-03 02:00:00,Z05,0,0,0,1,8.4,6.7,0.97
2026-04-03 09:00:00,Z05,5,4,1,1,8.1,8.3,1.14
2026-04-06 00:00:00,Z05,1,1,0,1,7.8,7.8,0.99
2026-04-06 18:00:00,Z05,8,8,0,3,7.9,7.5,1.01
2026-04-10 21:00:00,Z05,2,2,0,1,8.0,7.1,1.0
2026-04-15 19:00:00,Z05,8,8,0,3,8.4,7.7,1.03
2026-04-18 08:00:00,Z05,5,4,1,1,8.2,9.5,1.19
2026-04-19 22:00:00,Z05,2,1,1,1,8.3,12.2,1.71
2026-04-20 07:00:00,Z05,6,6,0,2,7.7,8.8,0.99
2026-04-23 12:00:00,Z05,4,4,0,1,8.0,8.6,1.01
2026-04-25 06:00:00,Z05,2,1,1,1,8.5,13.2,1.74
2026-04-25 13:00:00,Z05,3,3,0,1,8.2,7.9,1.0
2026-05-03 08:00:00,Z05,9,9,0,3,8.2,9.7,1.05
2026-05-03 13:00:00,Z05,2,2,0,1,8.4,6.9,0.98
2026-05-04 18:00:00,Z05,6,5,1,2,7.9,8.5,1.16
2026-05-11 15:00:00,Z05,7,6,1,2,8.1,10.0,1.19
2026-05-19 10:00:00,Z05,3,2,1,1,7.7,10.0,1.35
2026-05-23 19:00:00,Z05,11,9,2,3,7.8,9.3,1.17
2026-05-29 00:00:00,Z05,1,1,0,1,7.9,8.5,1.01
2026-05-29 18:00:00,Z05,5,5,0,2,8.3,9.4,1.03
2026-05-29 20:00:00,Z05,7,6,1,2,7.9,9.7,1.11
2026-06-02 03:00:00,Z05,0,0,0,1,8.0,6.3,1.02
2026-06-03 02:00:00,Z05,1,1,0,1,8.2,8.8,0.97
2026-06-05 02:00:00,Z05,1,1,0,1,8.4,7.5,0.98
2026-06-07 03:00:00,Z05,0,0,0,1,8.2,7.4,1.01
2026-06-07 18:00:00,Z05,6,6,0,2,8.2,8.8,0.99
2026-06-07 23:00:00,Z05,2,1,1,1,7.8,13.1,1.67
2026-06-13 07:00:00,Z05,3,3,0,1,7.8,8.2,1.0
2026-06-20 02:00:00,Z05,0,0,0,1,8.1,6.4,0.99
2026-06-24 01:00:00,Z05,1,1,0,1,7.8,7.9,0.96
2026-06-24 23:00:00,Z05,2,1,1,1,7.9,13.6,1.73
2026-06-25 14:00:00,Z05,3,2,1,1,8.2,10.0,1.36
2025-07-05 14:00:00,Z06,6,6,0,2,6.4,6.5,0.99
2025-07-23 07:00:00,Z06,3,3,0,1,6.6,6.3,0.99
2025-07-23 19:00:00,Z06,4,4,0,1,6.6,6.3,1.01
2025-07-28 03:00:00,Z06,0,0,0,1,6.9,5.1,0.99
2025-08-01 23:00:00,Z06,0,0,0,1,6.8,5.6,1.01
2025-08-10 03:00:00,Z06,0,0,0,1,6.6,6.0,1.0
2025-08-13 23:00:00,Z06,0,0,0,1,6.8,6.2,1.03
2025-08-16 05:00:00,Z06,0,0,0,1,6.2,5.6,1.0
2025-08-16 08:00:00,Z06,5,4,1,1,7.0,7.7,1.2
2025-08-17 00:00:00,Z06,1,1,0,1,6.5,6.7,1.04
2025-08-19 03:00:00,Z06,0,0,0,1,6.7,6.6,0.99
2025-08-19 17:00:00,Z06,3,3,0,1,6.4,6.1,1.01
2025-08-19 23:00:00,Z06,1,1,0,1,6.8,6.9,1.0
2025-08-21 00:00:00,Z06,1,1,0,1,6.3,6.6,0.98
2025-08-21 15:00:00,Z06,4,3,1,1,6.8,8.2,1.26
2025-08-21 17:00:00,Z06,4,4,0,1,6.5,6.4,1.01
2025-08-24 09:00:00,Z06,5,5,0,2,6.4,7.1,1.01
2025-08-24 19:00:00,Z06,3,3,0,1,6.7,6.6,0.99
2025-08-28 06:00:00,Z06,2,2,0,1,6.4,6.7,1.0
2025-08-30 12:00:00,Z06,4,4,0,1,6.8,7.5,1.01
2025-09-04 00:00:00,Z06,2,2,0,1,6.8,7.2,1.01
2025-09-05 01:00:00,Z06,1,1,0,1,6.4,6.8,0.98
2025-09-11 20:00:00,Z06,4,3,1,1,6.8,7.7,1.27
2025-09-17 02:00:00,Z06,0,0,0,1,6.4,5.5,1.0
2025-09-19 14:00:00,Z06,6,6,0,2,6.4,7.3,0.99
2025-09-20 00:00:00,Z06,0,0,0,1,6.8,4.4,0.97
2025-09-23 05:00:00,Z06,0,0,0,1,6.4,5.2,0.99
2025-09-25 10:00:00,Z06,1,1,0,1,6.6,7.0,0.99
2025-09-28 09:00:00,Z06,1,1,0,1,6.7,7.5,0.97
2025-09-28 14:00:00,Z06,4,3,1,1,6.7,8.3,1.23
2025-09-30 22:00:00,Z06,1,1,0,1,6.9,7.3,0.99
2025-10-02 21:00:00,Z06,2,2,0,1,6.8,6.0,1.0
2025-10-03 01:00:00,Z06,0,0,0,1,6.5,6.6,1.0
2025-10-10 19:00:00,Z06,7,5,2,2,6.6,7.6,1.31
2025-10-13 08:00:00,Z06,2,2,0,1,6.7,6.4,0.98
2025-10-15 13:00:00,Z06,1,1,0,1,6.5,7.6,1.03
2025-10-20 20:00:00,Z06,4,3,1,1,6.8,7.2,1.23
2025-10-22 01:00:00,Z06,0,0,0,1,6.8,5.1,1.01
2025-10-24 04:00:00,Z06,0,0,0,1,6.9,5.8,1.01
2025-10-24 06:00:00,Z06,2,2,0,1,6.4,6.7,0.96
2025-11-01 23:00:00,Z06,3,3,0,1,6.8,6.5,0.99
2025-11-09 00:00:00,Z06,0,0,0,1,6.4,6.1,1.05
2025-11-15 23:00:00,Z06,3,3,0,1,6.6,6.9,1.01
2025-11-17 23:00:00,Z06,0,0,0,1,6.7,5.8,0.98
2025-11-20 00:00:00,Z06,0,0,0,1,6.7,5.1,1.02
2025-11-21 22:00:00,Z06,3,3,0,1,7.0,6.8,1.02
2025-11-22 16:00:00,Z06,2,2,0,1,6.6,7.2,0.99
2025-11-23 23:00:00,Z06,3,2,1,1,6.8,8.4,1.39
2025-11-25 03:00:00,Z06,1,1,0,1,7.1,5.9,0.95
2025-11-26 00:00:00,Z06,1,1,0,1,6.5,6.9,1.02
2025-11-26 18:00:00,Z06,3,3,0,1,6.9,6.9,1.02
2025-11-28 08:00:00,Z06,5,5,0,2,6.8,6.2,1.03
2025-12-08 12:00:00,Z06,2,2,0,1,6.4,7.4,1.0
2025-12-08 23:00:00,Z06,1,1,0,1,6.7,6.6,0.98
2025-12-15 06:00:00,Z06,3,2,1,1,6.6,8.4,1.36
2025-12-15 13:00:00,Z06,3,3,0,1,6.9,6.6,1.02
2025-12-20 13:00:00,Z06,2,2,0,1,6.7,6.1,0.96
2025-12-24 03:00:00,Z06,1,1,0,1,6.2,6.8,1.0
2025-12-25 04:00:00,Z06,0,0,0,1,6.6,5.6,0.99
2025-12-25 05:00:00,Z06,2,1,1,1,6.1,9.3,1.67
2025-12-29 00:00:00,Z06,0,0,0,1,6.3,5.9,1.02
2025-12-31 15:00:00,Z06,4,3,1,1,6.2,7.3,1.25
2026-01-01 22:00:00,Z06,2,1,1,1,6.8,10.5,1.67
2026-01-04 18:00:00,Z06,3,3,0,1,6.1,6.7,0.99
2026-01-07 12:00:00,Z06,3,3,0,1,6.5,7.0,1.03
2026-01-09 15:00:00,Z06,3,3,0,1,6.7,7.3,0.99
2026-01-11 11:00:00,Z06,3,3,0,1,6.7,7.1,0.97
2026-01-18 12:00:00,Z06,4,4,0,1,7.0,6.2,1.03
2026-01-25 01:00:00,Z06,1,1,0,1,6.4,7.1,1.03
2026-01-26 22:00:00,Z06,2,2,0,1,6.8,6.4,0.97
2026-01-29 13:00:00,Z06,5,4,1,1,6.7,9.2,1.19
2026-01-31 21:00:00,Z06,5,5,0,2,6.7,6.7,1.03
2026-02-04 07:00:00,Z06,8,7,1,2,6.3,7.6,1.08
2026-02-05 00:00:00,Z06,1,1,0,1,6.7,6.8,1.02
2026-02-05 10:00:00,Z06,3,3,0,1,6.6,6.9,0.98
2026-02-09 15:00:00,Z06,3,3,0,1,6.7,6.4,1.01
2026-02-11 14:00:00,Z06,1,1,0,1,6.4,6.8,0.99
2026-02-11 22:00:00,Z06,1,1,0,1,6.7,6.6,1.0
2026-02-13 22:00:00,Z06,2,2,0,1,6.6,6.2,1.0
2026-02-25 05:00:00,Z06,0,0,0,1,6.8,5.7,0.99
2026-02-27 22:00:00,Z06,2,1,1,1,6.2,9.3,1.7
2026-03-05 01:00:00,Z06,0,0,0,1,6.5,5.4,1.04
2026-03-06 00:00:00,Z06,0,0,0,1,6.7,5.2,1.01
2026-03-08 12:00:00,Z06,5,4,1,1,6.7,7.4,1.17
2026-03-25 01:00:00,Z06,0,0,0,1,6.2,5.8,1.0
2026-03-25 07:00:00,Z06,2,2,0,1,6.7,6.8,0.97
2026-03-26 02:00:00,Z06,0,0,0,1,6.7,5.8,0.97
2026-03-27 10:00:00,Z06,5,4,1,1,6.2,7.7,1.13
