captain_id,week_start,trips,earnings_aed,avg_distance_km,online_hours,earnings_per_hour_aed,acceptance_rate,weeks_tenure,is_first_week,churned
CPT00440,2026-06-02,2,61.6,10.625,2.6,23.69,0.807,12,0,0
CPT00442,2025-12-23,1,27.2,5.63,3.0,9.07,0.87,0,1,0
CPT00442,2026-02-10,2,65.85000000000001,6.24,2.6,25.33,0.718,4,0,0
CPT00448,2026-03-10,4,105.35,7.085,3.4,30.99,0.879,6,0,0
CPT00450,2026-02-24,3,75.09,3.4166666666666665,4.9,15.32,0.808,28,0,0
CPT00451,2025-07-01,2,78.65,14.2,4.1,19.18,0.702,0,1,0
CPT00454,2025-08-26,1,24.78,3.64,3.2,7.74,0.747,0,1,0
CPT00454,2026-05-26,4,179.48000000000002,8.295,6.8,26.39,0.742,29,0,0
CPT00456,2026-02-03,3,213.1,13.88,5.1,41.78,0.779,16,0,0
CPT00457,2025-11-18,2,84.35,9.935,2.2,38.34,0.727,0,1,0
CPT00460,2025-09-23,6,178.84,6.22,6.4,27.94,0.781,0,1,0
CPT00461,2025-07-01,2,104.05,9.08,3.2,32.52,0.784,0,1,0
CPT00462,2025-07-15,2,68.29,5.1850000000000005,6.8,10.04,0.891,0,1,0
CPT00462,2025-08-12,1,26.42,4.76,4.3,6.14,0.806,0,1,0
CPT00464,2026-06-16,3,126.88,7.356666666666666,4.7,27.0,0.749,16,0,0
CPT00465,2025-07-22,1,23.34,3.54,5.1,4.58,0.791,0,1,0
CPT00465,2025-10-28,1,46.13,6.31,2.5,18.45,0.769,12,0,0
CPT00465,2026-02-10,1,31.22,10.93,5.1,6.12,0.914,27,0,0
CPT00469,2026-01-13,1,66.12,20.53,4.8,13.78,0.862,0,1,0
CPT00472,2025-08-19,1,17.37,3.08,6.7,2.59,0.801,0,1,0
CPT00473,2025-07-22,2,71.64,10.84,5.7,12.57,0.786,0,1,0
CPT00473,2025-10-21,2,43.52,5.785,4.1,10.61,0.853,6,0,0
CPT00473,2026-06-16,4,139.26999999999998,5.4175,4.6,30.28,0.772,40,0,0
CPT00474,2026-01-13,1,30.72,11.35,5.3,5.8,0.906,0,1,1
CPT00480,2025-10-14,4,198.74,9.665,6.1,32.58,0.941,2,0,0
CPT00485,2025-09-16,3,104.9,7.010000000000001,5.9,17.78,0.911,0,1,0
CPT00485,2026-01-06,2,83.78999999999999,6.46,5.5,15.23,0.988,8,0,0
CPT00486,2025-09-16,1,65.82,13.32,3.3,19.95,0.87,4,0,0
CPT00486,2025-12-23,4,211.31,8.1975,3.5,60.37,0.822,18,0,0
CPT00489,2025-10-28,2,43.98,2.72,3.5,12.57,0.898,0,1,1
CPT00489,2026-02-17,1,25.83,4.17,3.6,7.17,0.658,10,0,1
CPT00490,2025-10-28,2,61.45,8.925,5.7,10.78,0.807,0,1,0
CPT00490,2026-05-19,4,140.54,10.1925,6.5,21.62,0.787,13,0,0
CPT00491,2025-12-16,1,27.45,9.35,1.0,27.45,0.561,7,0,0
CPT00491,2026-03-10,4,116.25,6.38,6.7,17.35,0.783,19,0,0
CPT00491,2026-05-05,1,25.89,7.64,2.5,10.36,0.779,27,0,0
CPT00499,2025-07-15,2,92.04,7.46,4.6,20.01,0.792,0,1,0
CPT00500,2025-09-23,2,61.94,8.26,4.7,13.18,0.767,0,1,0
CPT00500,2025-12-30,2,57.19,9.51,3.9,14.66,1.0,0,1,0
CPT00500,2026-02-17,3,101.03,6.456666666666667,5.9,17.12,0.849,0,1,0
CPT00501,2025-12-16,2,52.790000000000006,8.254999999999999,3.3,16.0,0.898,0,1,0
CPT00502,2025-07-15,4,98.36,5.335,5.0,19.67,0.887,0,1,0
CPT00502,2026-06-02,2,80.97999999999999,8.215,3.9,20.76,0.844,20,0,0
CPT00505,2026-02-10,6,270.76,7.511666666666667,6.3,42.98,0.936,30,0,0
CPT00506,2026-04-21,3,136.04000000000002,7.886666666666667,4.9,27.76,0.787,39,0,0
CPT00510,2026-01-27,2,126.31,11.46,5.6,22.56,0.861,0,1,0
CPT00510,2026-04-07,3,130.1,7.056666666666668,5.6,23.23,0.75,10,0,0
CPT00510,2026-05-12,4,93.04,6.0,5.3,17.55,0.822,15,0,0
CPT00511,2025-12-23,3,119.64,12.233333333333334,4.6,26.01,0.672,3,0,0
CPT00511,2026-02-17,3,118.43,7.363333333333333,4.3,27.54,0.807,11,0,0
CPT00511,2026-05-05,1,26.97,4.88,3.4,7.93,0.786,22,0,0
CPT00513,2026-03-03,3,113.53,8.843333333333334,3.7,30.68,0.827,7,0,0
CPT00514,2025-08-05,2,88.18,12.52,3.4,25.94,0.888,0,1,1
CPT00514,2026-02-03,2,61.02,7.42,5.0,12.2,0.816,18,0,1
CPT00517,2025-11-11,1,29.29,9.73,5.1,5.74,0.797,0,1,0
CPT00519,2026-02-10,2,68.46,7.61,6.2,11.04,0.715,2,0,0
CPT00520,2025-10-14,1,48.03,10.02,4.6,10.44,0.68,0,1,0
CPT00520,2026-01-06,3,151.12,10.616666666666667,5.4,27.99,0.808,9,0,0
CPT00522,2025-12-23,6,265.68,9.19,7.6,34.96,0.901,8,0,0
CPT00522,2026-04-21,1,30.59,10.59,4.7,6.51,0.993,25,0,0
CPT00524,2025-07-01,2,110.87,5.76,4.3,25.78,0.883,0,1,1
CPT00524,2026-03-10,4,139.03,7.69,6.0,23.17,0.837,20,0,1
CPT00524,2026-06-23,1,46.3,3.32,2.3,20.13,0.702,35,0,1
CPT00526,2026-05-05,4,91.25,4.3375,5.5,16.59,0.78,28,0,0
CPT00527,2026-01-20,3,97.73,5.846666666666667,4.6,21.25,0.754,15,0,0
CPT00530,2025-07-01,5,135.32,4.814,7.7,17.57,0.836,0,1,1
CPT00530,2026-03-03,4,216.75,9.3425,5.2,41.68,0.775,4,0,1
CPT00530,2026-06-23,2,81.65,8.66,3.6,22.68,0.866,20,0,1
CPT00533,2025-07-29,2,78.69,6.73,3.5,22.48,0.768,0,1,0
CPT00539,2026-03-31,1,18.75,4.5,3.8,4.93,1.0,24,0,0
CPT00541,2026-03-17,1,25.12,7.77,3.7,6.79,0.918,21,0,0
CPT00544,2025-08-19,1,53.7,22.51,3.4,15.79,0.709,0,1,0
CPT00544,2025-12-16,2,76.08,10.535,4.7,16.19,0.976,6,0,0
CPT00546,2026-06-02,3,177.86,11.873333333333331,7.8,22.8,0.741,37,0,0
CPT00547,2025-07-01,2,91.97,9.85,5.0,18.39,0.841,0,1,0
CPT00549,2026-06-30,1,39.56,9.44,5.7,6.94,0.825,33,0,0
CPT00550,2025-09-23,1,30.14,10.68,5.3,5.69,0.841,0,1,0
CPT00550,2025-10-07,2,74.0,11.635,3.4,21.76,0.965,0,1,0
CPT00550,2025-12-16,2,37.37,2.93,3.5,10.68,0.821,0,1,0
CPT00550,2026-01-06,2,70.54,5.04,5.6,12.6,0.94,1,0,0
CPT00551,2026-04-07,1,43.29,7.15,4.9,8.83,0.923,7,0,0
CPT00552,2025-11-11,1,51.24,21.21,4.1,12.5,0.849,0,1,1
CPT00554,2025-10-21,5,162.07,6.88,4.6,35.23,0.721,0,1,0
CPT00556,2025-08-12,1,21.14,5.96,2.5,8.46,0.748,0,1,0
CPT00556,2025-10-07,2,58.39,5.705,3.5,16.68,0.8,0,1,0
CPT00557,2026-02-24,5,167.03,7.016,5.7,29.3,0.879,22,0,0
CPT00559,2025-10-07,2,110.44,12.18,4.2,26.3,0.793,0,1,0
CPT00559,2026-05-12,2,37.04,2.96,2.5,14.82,0.709,19,0,0
CPT00563,2025-08-05,3,82.12,4.2,5.5,14.93,0.995,0,1,1
CPT00564,2026-04-21,2,54.96,6.545,4.9,11.22,1.0,32,0,0
CPT00566,2025-10-21,4,121.03,7.1475,6.9,17.54,0.792,0,1,0
CPT00568,2025-10-14,1,16.44,2.94,3.5,4.7,0.788,4,0,0
CPT00568,2026-04-21,2,55.2,6.71,4.1,13.46,0.89,31,0,0
CPT00569,2025-09-30,2,64.32000000000001,8.52,3.2,20.1,1.0,0,1,0
CPT00571,2026-03-31,3,153.45,13.133333333333333,4.3,35.69,0.923,28,0,0
CPT00572,2026-05-26,1,45.07,11.67,4.7,9.59,0.952,17,0,0
CPT00573,2026-02-03,1,25.33,8.17,3.8,6.67,0.819,10,0,0
CPT00573,2026-02-10,4,172.8,10.5425,4.5,38.4,0.911,11,0,0
CPT00573,2026-02-17,2,54.22,6.3950000000000005,4.4,12.32,0.901,12,0,0
CPT00574,2026-03-31,2,66.35,6.47,4.1,16.18,0.926,20,0,0
CPT00576,2025-09-30,2,65.8,10.74,3.7,17.78,0.757,0,1,0
CPT00577,2026-05-12,3,125.32,10.32,5.7,21.99,0.885,38,0,0
CPT00579,2025-09-30,2,79.98,9.28,2.4,33.33,0.978,0,1,1
CPT00580,2025-12-16,5,157.72,8.27,4.0,39.43,0.772,13,0,0
CPT00584,2025-09-23,4,112.55,7.140000000000001,8.6,13.09,0.737,0,1,0
CPT00584,2026-04-21,4,165.85,9.9,6.0,27.64,0.905,29,0,0
CPT00585,2025-07-01,3,75.8,6.626666666666668,5.3,14.3,0.817,0,1,0
CPT00585,2026-02-17,3,93.54999999999998,10.136666666666668,5.1,18.34,0.788,27,0,0
CPT00590,2026-02-17,3,104.36,7.043333333333333,5.8,17.99,0.652,0,1,0
CPT00590,2026-04-07,3,61.69,3.9333333333333336,5.1,12.1,0.793,7,0,0
CPT00591,2025-11-04,1,44.57,12.56,4.5,9.9,0.791,13,0,1
CPT00591,2025-11-18,2,62.8,4.225,5.3,11.85,0.742,15,0,1
CPT00591,2026-04-21,1,46.78,8.15,3.4,13.76,0.828,37,0,1
CPT00592,2025-09-02,4,233.53,9.555,5.9,39.58,0.865,0,1,0
CPT00592,2026-02-10,5,128.3,7.412000000000001,4.1,31.29,0.891,4,0,0
CPT00594,2025-09-16,2,42.02,5.27,3.9,10.77,0.86,2,0,0
CPT00594,2025-09-30,5,243.73,11.172,7.7,31.65,0.813,4,0,0
CPT00595,2025-12-16,3,102.77,3.963333333333333,4.9,20.97,0.79,2,0,1
CPT00595,2026-05-26,4,112.37,6.455,6.5,17.29,0.772,25,0,1
CPT00597,2025-10-21,2,63.23,3.615,5.6,11.29,0.711,0,1,0
CPT00598,2025-08-19,3,98.51,5.843333333333334,4.1,24.03,0.943,2,0,1
CPT00599,2026-03-31,1,23.58,3.54,5.6,4.21,0.882,19,0,0
CPT00601,2026-06-09,3,73.83,5.293333333333333,5.0,14.77,0.886,36,0,0
CPT00602,2025-12-30,5,202.88,7.76,5.9,34.39,0.983,0,1,0
CPT00602,2026-06-16,1,22.89,6.55,3.3,6.94,0.823,22,0,0
CPT00604,2025-12-02,1,43.08,16.66,3.8,11.34,0.762,0,1,0
CPT00604,2026-03-17,1,15.16,2.25,4.9,3.09,0.875,15,0,0
CPT00605,2026-06-02,2,43.74,5.035,2.1,20.83,0.804,29,0,0
CPT00606,2025-11-04,2,67.09,11.79,5.0,13.42,0.623,12,0,0
CPT00607,2025-08-05,1,31.51,11.26,4.9,6.43,0.723,0,1,1
CPT00610,2025-11-25,2,45.52,4.445,3.7,12.3,0.849,11,0,1
CPT00611,2026-04-07,4,206.93,12.21,4.7,44.03,0.783,31,0,0
CPT00612,2025-07-01,1,22.81,3.31,3.5,6.52,0.687,0,1,0
CPT00612,2026-05-12,7,261.01,5.971428571428571,7.2,36.25,0.774,23,0,0
CPT00612,2026-06-02,4,142.05,8.54,3.8,37.38,0.752,26,0,0
CPT00616,2025-07-29,1,36.97,14.04,5.1,7.25,0.904,0,1,1
CPT00616,2025-10-07,1,72.12,23.79,3.3,21.85,0.813,0,1,1
CPT00617,2026-05-12,2,104.95,14.665,3.2,32.8,0.868,18,0,0
CPT00620,2025-07-22,3,186.42,8.863333333333332,5.6,33.29,0.886,0,1,0
CPT00621,2026-05-05,5,228.33,9.706,7.5,30.44,0.902,26,0,0
CPT00622,2025-11-04,4,128.26,4.855,7.2,17.81,0.71,0,1,0
CPT00624,2026-06-09,4,172.86,9.6775,5.6,30.87,0.87,23,0,0
CPT00627,2025-11-11,3,73.52,7.166666666666667,4.2,17.5,0.978,17,0,1
CPT00628,2025-11-18,2,45.75,4.255,5.3,8.63,0.783,0,1,0
CPT00628,2025-12-09,4,193.12,12.9325,6.7,28.82,0.79,0,1,0
CPT00628,2026-03-10,3,84.62,5.983333333333334,7.3,11.59,0.776,1,0,0
CPT00630,2025-08-12,2,85.02000000000001,3.465,4.1,20.74,0.836,0,1,0
CPT00631,2025-10-21,2,79.91,6.375,3.6,22.2,0.809,0,1,0
CPT00632,2026-02-24,1,22.84,6.78,2.5,9.14,0.902,21,0,0
CPT00632,2026-03-31,3,112.85,5.603333333333333,4.9,23.03,0.833,26,0,0
CPT00633,2026-01-06,3,133.2,7.686666666666666,8.1,16.44,0.879,14,0,0
CPT00639,2025-09-02,4,125.16,5.5025,4.9,25.54,0.859,0,1,0
CPT00639,2025-09-23,2,40.27,4.895,3.3,12.2,0.71,3,0,0
CPT00639,2026-03-17,3,92.9,9.316666666666666,6.2,14.98,0.881,28,0,0
CPT00640,2025-11-11,1,67.2,14.58,5.8,11.59,0.837,0,1,0
CPT00640,2026-02-03,1,47.77,6.18,3.2,14.93,0.895,0,1,0
CPT00641,2026-01-20,2,56.790000000000006,6.710000000000001,3.7,15.35,0.68,0,1,0
CPT00642,2025-07-15,3,101.95,9.633333333333333,6.3,16.18,0.615,0,1,1
CPT00642,2026-06-16,4,83.58,5.29,5.6,14.92,0.957,41,0,1
CPT00644,2026-06-30,1,43.46,13.0,3.8,11.44,0.727,42,0,0
CPT00645,2025-07-08,1,98.32,16.12,2.8,35.11,0.915,0,1,0
CPT00645,2025-08-19,2,56.84,3.685,4.0,14.21,0.867,0,1,0
CPT00645,2026-04-14,3,85.49000000000001,5.363333333333333,5.1,16.76,0.851,6,0,0
CPT00646,2026-01-20,1,35.86,9.08,3.7,9.69,0.768,0,1,0
CPT00647,2025-07-01,3,96.85,7.973333333333334,3.1,31.24,0.796,0,1,0
CPT00647,2026-02-03,2,99.8,11.955,4.9,20.37,0.938,19,0,0
CPT00647,2026-02-24,2,67.00999999999999,4.48,5.4,12.41,0.722,22,0,0
CPT00647,2026-05-12,2,95.18,15.52,3.9,24.41,0.788,33,0,0
CPT00648,2025-10-14,4,107.64,5.0075,6.5,16.56,0.831,5,0,1
CPT00648,2026-06-02,2,78.02,5.835,4.1,19.03,0.671,38,0,1
CPT00649,2026-05-12,3,104.5,8.213333333333333,3.1,33.71,0.773,41,0,0
CPT00650,2026-05-19,5,213.54,11.966,7.4,28.86,0.804,39,0,0
CPT00651,2025-09-30,2,56.8,4.795,3.8,14.95,0.867,0,1,0
CPT00651,2026-05-05,1,70.33,11.93,4.1,17.15,0.857,31,0,0
CPT00652,2025-12-16,2,35.91,2.725,4.5,7.98,0.798,15,0,0
CPT00655,2026-03-24,4,191.73,8.92,6.1,31.43,0.745,0,1,0
CPT00655,2026-04-28,1,37.59,14.58,1.7,22.11,0.914,2,0,0
CPT00656,2025-12-16,2,65.05,6.71,3.3,19.71,0.854,5,0,0
CPT00658,2026-01-27,3,95.03,7.396666666666666,3.1,30.65,0.975,28,0,0
CPT00659,2026-05-05,2,72.97,7.255,4.8,15.2,0.87,38,0,0
CPT00660,2026-03-24,3,102.13,7.02,6.4,15.96,0.932,31,0,0
CPT00663,2026-04-14,2,63.28,7.465,3.9,16.23,0.731,20,0,1
CPT00664,2026-05-12,2,61.67,7.82,5.3,11.64,0.936,13,0,0
CPT00664,2026-06-02,2,71.53999999999999,7.984999999999999,5.2,13.76,0.889,16,0,0
CPT00666,2026-03-31,3,61.73,4.65,5.4,11.43,0.963,17,0,0
CPT00668,2025-09-09,2,51.260000000000005,5.515,4.8,10.68,0.757,0,1,0
CPT00670,2025-12-02,4,218.22,10.245,6.0,36.37,0.888,0,1,0
CPT00673,2026-04-28,4,123.85,8.105,6.2,19.98,0.883,26,0,0
CPT00674,2025-12-02,2,79.55,9.555,2.1,37.88,0.842,20,0,0
CPT00675,2025-12-16,2,152.73000000000002,7.825,2.8,54.55,0.78,16,0,0
CPT00675,2026-04-21,3,111.85,8.25,5.6,19.97,0.883,34,0,0
CPT00677,2025-11-04,4,159.99,6.329999999999999,6.2,25.8,0.798,13,0,0
CPT00677,2026-06-23,4,153.0,6.5125,7.5,20.4,0.794,46,0,0
CPT00679,2025-10-07,1,17.87,3.43,3.0,5.96,0.779,7,0,0
CPT00681,2025-07-01,2,80.35,14.86,5.3,15.16,0.857,0,1,0
CPT00681,2025-08-05,3,135.34,10.963333333333331,4.5,30.08,0.889,0,1,0
CPT00683,2026-03-31,4,200.65,10.0275,4.3,46.66,0.829,23,0,0
CPT00683,2026-04-07,4,127.07,7.890000000000001,6.1,20.83,0.769,24,0,0
CPT00684,2026-04-21,7,248.47,8.098571428571429,5.4,46.01,0.785,28,0,0
CPT00690,2025-09-02,3,81.23,7.66,7.6,10.69,0.902,0,1,0
CPT00690,2025-10-28,1,63.96,13.33,4.0,15.99,0.686,0,1,0
CPT00690,2026-05-05,5,257.8,8.419999999999998,6.1,42.26,0.806,27,0,0
CPT00692,2026-05-19,1,30.84,2.29,5.1,6.05,0.629,3,0,0
CPT00693,2026-06-09,8,277.8,7.75375,8.5,32.68,0.778,15,0,0
CPT00693,2026-06-23,2,127.04,12.875,2.6,48.86,0.775,17,0,0
CPT00694,2026-01-13,1,44.81,18.52,3.6,12.45,1.0,0,1,1
CPT00695,2026-06-02,4,146.17000000000002,10.02,6.2,23.58,0.818,31,0,0
CPT00696,2025-07-15,3,112.07,4.38,4.1,27.33,0.788,0,1,1
CPT00696,2026-06-09,4,136.05,6.395,4.9,27.77,0.764,29,0,1
CPT00697,2025-11-18,3,118.87,6.3,3.5,33.96,0.885,12,0,0
CPT00698,2026-05-19,1,44.92,7.11,4.8,9.36,0.761,22,0,0
CPT00699,2025-11-04,2,79.87,5.13,5.0,15.97,0.794,14,0,0
CPT00699,2026-02-10,1,34.08,10.5,4.3,7.93,1.0,28,0,0
CPT00700,2026-03-24,4,114.92,7.297499999999999,6.2,18.54,0.851,34,0,1
CPT00705,2025-12-09,2,71.85,6.895,4.6,15.62,0.905,10,0,0
CPT00708,2025-11-04,2,74.37,12.785,4.5,16.53,0.661,2,0,0
CPT00709,2026-06-02,2,79.06,15.42,4.5,17.57,0.782,25,0,0
CPT00711,2025-12-30,2,72.45,5.825,4.5,16.1,0.9,13,0,0
CPT00712,2025-07-22,3,125.0,8.533333333333333,2.5,50.0,0.967,0,1,1
CPT00712,2025-12-16,1,18.06,3.53,4.1,4.4,0.647,2,0,1
CPT00712,2026-03-24,2,52.58,6.66,6.8,7.73,0.947,16,0,1
CPT00713,2026-03-17,2,41.2,4.359999999999999,6.4,6.44,0.952,21,0,0
CPT00716,2026-04-07,3,96.46,7.14,5.5,17.54,0.966,32,0,0
CPT00717,2025-09-02,5,161.39,6.348,4.8,33.62,0.698,0,1,0
CPT00721,2026-03-03,1,32.7,1.86,1.9,17.21,0.903,3,0,1
CPT00722,2026-03-10,1,43.4,16.83,4.5,9.64,0.866,14,0,0
CPT00722,2026-04-14,6,263.79,8.551666666666668,5.9,44.71,0.956,19,0,0
CPT00724,2025-08-05,2,56.33,6.550000000000001,4.3,13.1,0.93,0,1,0
CPT00725,2026-04-28,5,186.44,6.909999999999999,4.9,38.05,0.889,30,0,0
CPT00725,2026-06-23,4,212.53,8.605,4.8,44.28,0.959,38,0,0
CPT00727,2025-07-15,6,218.91,8.838333333333333,6.3,34.75,0.77,0,1,0
CPT00727,2026-05-19,4,196.47,8.1175,4.5,43.66,0.61,16,0,0
CPT00728,2025-08-19,1,25.42,7.66,1.9,13.38,0.855,0,1,1
CPT00728,2026-04-07,2,38.82,2.6,4.8,8.09,1.0,5,0,1
CPT00731,2025-11-04,3,63.64,3.986666666666667,4.5,14.14,0.663,0,1,0
CPT00732,2025-07-08,4,153.36,9.335,4.6,33.34,0.836,0,1,0
CPT00733,2026-06-23,2,38.05,3.585,4.0,9.51,0.908,40,0,0
CPT00735,2026-03-31,5,178.78,7.252,4.6,38.87,0.935,4,0,0
CPT00737,2026-05-05,2,79.28999999999999,6.475,3.9,20.33,0.907,38,0,0
CPT00740,2026-01-20,1,46.23,9.27,3.8,12.17,0.91,4,0,0
CPT00743,2026-06-30,1,30.62,1.37,4.2,7.29,1.0,16,0,1
CPT00744,2026-02-24,5,179.46,8.306000000000001,7.5,23.93,0.924,9,0,0
CPT00744,2026-05-12,3,78.35,7.226666666666667,5.0,15.67,0.769,20,0,0
CPT00744,2026-06-23,3,99.85,6.916666666666667,6.3,15.85,0.854,26,0,0
CPT00746,2025-10-21,1,29.03,9.59,2.6,11.17,0.749,0,1,0
CPT00747,2025-07-15,2,54.86,8.879999999999999,0.6,91.43,0.772,0,1,0
CPT00747,2026-05-26,4,185.99,8.6125,3.9,47.69,0.844,23,0,0
CPT00748,2026-03-31,2,56.55,8.715,4.4,12.85,0.739,36,0,0
CPT00748,2026-06-16,6,191.3,6.781666666666666,8.6,22.24,0.764,47,0,0
CPT00749,2025-07-08,4,100.99,6.33,5.5,18.36,0.864,0,1,0
CPT00750,2025-11-18,2,81.67,13.87,3.5,23.33,0.768,1,0,0
CPT00750,2026-06-30,1,35.55,5.41,2.3,15.46,0.769,33,0,0
CPT00751,2026-05-26,2,81.96000000000001,13.185,3.8,21.57,0.753,32,0,0
CPT00752,2025-08-19,4,101.43,6.94,5.9,17.19,0.644,0,1,1
CPT00756,2025-12-30,2,31.47,2.605,5.0,6.29,0.805,0,1,0
CPT00760,2025-07-01,5,159.81,7.362,4.8,33.29,0.877,0,1,0
CPT00760,2026-04-21,4,91.04,5.23,5.1,17.85,0.8,18,0,0
CPT00761,2025-12-23,2,52.57,3.38,4.9,10.73,0.916,0,1,0
CPT00761,2026-02-03,2,47.89,2.595,1.9,25.21,0.806,2,0,0
CPT00762,2026-04-07,3,113.76,5.836666666666666,7.0,16.25,0.8,18,0,0
CPT00763,2025-07-08,2,71.92,13.27,3.9,18.44,0.811,0,1,0
CPT00764,2025-07-08,1,82.5,15.65,3.3,25.0,0.873,0,1,0
CPT00764,2026-04-14,4,161.93,8.282499999999999,2.9,55.84,0.758,23,0,0
CPT00768,2025-12-30,3,79.42,4.026666666666666,5.5,14.44,0.67,3,0,0
CPT00768,2026-03-17,5,191.43,9.762,7.5,25.52,0.961,14,0,0
CPT00771,2026-03-24,5,154.55,9.428,8.5,18.18,0.813,35,0,1
CPT00772,2025-10-07,1,26.34,4.84,2.1,12.54,0.885,6,0,1
CPT00772,2025-10-21,4,154.95,7.1025,4.6,33.68,0.773,8,0,1
CPT00772,2025-12-09,6,188.51,8.608333333333333,7.8,24.17,0.729,15,0,1
CPT00775,2026-02-10,2,78.91,7.295,4.8,16.44,0.89,15,0,0
CPT00775,2026-04-21,2,70.37,3.305,3.8,18.52,0.838,25,0,0
CPT00781,2025-07-22,3,138.84,6.65,3.9,35.6,0.829,0,1,0
CPT00781,2025-11-25,1,66.07,23.09,4.0,16.52,0.819,3,0,0
CPT00782,2026-03-17,2,81.99,10.420000000000002,4.1,20.0,0.793,24,0,0
CPT00783,2026-04-28,1,22.26,6.99,2.2,10.12,0.844,20,0,0
CPT00784,2026-04-07,2,68.32,9.93,2.4,28.47,0.694,33,0,0
CPT00789,2025-10-21,5,147.55,6.556,6.6,22.36,0.879,0,1,0
CPT00790,2026-03-24,3,124.25,10.5,6.2,20.04,0.799,37,0,1
CPT00790,2026-04-28,1,19.92,4.93,3.7,5.38,0.843,42,0,1
CPT00794,2025-07-22,3,113.77,12.016666666666666,5.3,21.47,0.942,0,1,0
CPT00794,2025-08-26,4,107.05,3.5,5.6,19.12,0.697,3,0,0
CPT00794,2025-09-02,4,140.95999999999998,8.775,2.8,50.34,0.867,4,0,0
CPT00795,2025-08-12,3,145.82,8.593333333333334,4.8,30.38,0.722,0,1,1
CPT00796,2025-07-08,3,83.28,8.436666666666667,4.5,18.51,0.774,0,1,0
CPT00796,2026-02-10,2,76.28,9.739999999999998,2.1,36.32,0.801,16,0,0
CPT00797,2025-07-15,2,75.19,6.89,3.5,21.48,0.842,0,1,0
CPT00797,2025-09-30,5,197.16,8.244,5.8,33.99,0.658,0,1,0
CPT00797,2026-02-17,4,175.45,10.2875,3.2,54.83,0.742,19,0,0
CPT00798,2025-07-08,1,19.08,4.58,3.2,5.96,0.673,0,1,0
CPT00798,2025-10-14,1,66.11,11.61,5.3,12.47,0.835,8,0,0
CPT00799,2025-07-22,3,85.27,4.556666666666667,6.0,14.21,0.942,0,1,0
CPT00801,2025-07-15,2,90.82,8.945,5.2,17.47,0.872,0,1,0
CPT00801,2026-02-24,2,109.8,16.465,3.1,35.42,0.699,18,0,0
CPT00801,2026-04-14,2,76.74,12.475,5.4,14.21,0.706,25,0,0
CPT00804,2026-05-26,2,60.36,6.305,3.7,16.31,0.904,19,0,0
CPT00807,2025-12-16,6,249.63,7.15,6.8,36.71,0.823,6,0,0
CPT00811,2025-09-16,3,151.41,5.203333333333333,5.7,26.56,0.889,0,1,0
CPT00814,2026-05-05,4,164.71,9.225,5.8,28.4,0.854,34,0,0
CPT00814,2026-06-09,2,45.79,4.84,5.0,9.16,0.843,39,0,0
CPT00814,2026-06-16,3,132.99,9.926666666666668,4.8,27.71,0.885,40,0,0
CPT00815,2026-04-07,4,111.08,5.475,4.0,27.77,0.83,26,0,1
CPT00817,2025-08-12,3,97.98,10.566666666666668,3.7,26.48,0.867,0,1,0
CPT00817,2026-04-14,5,136.41,7.112,4.8,28.42,0.928,10,0,0
CPT00818,2026-02-03,2,64.98,8.44,3.9,16.66,0.863,19,0,1
CPT00819,2025-09-09,1,42.51,15.73,3.6,11.81,0.81,0,1,0
CPT00820,2026-02-10,1,26.9,8.17,3.5,7.69,1.0,20,0,1
CPT00821,2025-08-05,3,87.46000000000001,8.143333333333333,3.5,24.99,0.893,0,1,1
CPT00824,2025-09-09,1,58.67,9.36,1.8,32.59,0.899,0,1,0
CPT00826,2025-09-02,3,168.69,8.78,5.1,33.08,0.936,0,1,1
CPT00826,2026-02-24,1,43.75,4.93,4.1,10.67,0.849,8,0,1
CPT00826,2026-06-23,4,130.56,6.525,5.6,23.31,0.866,25,0,1
CPT00827,2025-09-02,2,72.81,5.835,4.9,14.86,0.673,0,1,0
CPT00828,2026-05-19,5,180.31,7.970000000000001,5.7,31.63,0.742,38,0,1
CPT00830,2026-03-31,4,76.66,3.4675,4.4,17.42,0.821,10,0,0
CPT00831,2025-08-19,2,98.24,6.55,3.6,27.29,0.645,0,1,0
CPT00831,2026-02-03,1,17.11,3.49,4.3,3.98,0.826,22,0,0
CPT00834,2025-12-02,2,48.1,4.285,7.1,6.77,0.782,7,0,0
CPT00835,2025-07-29,2,64.51,9.295,4.8,13.44,0.765,0,1,0
CPT00837,2026-05-12,2,102.5,7.765,4.6,22.28,0.826,39,0,0
CPT00838,2025-08-19,1,21.95,6.16,3.9,5.63,0.843,0,1,0
CPT00838,2025-12-30,3,80.02,7.333333333333333,5.6,14.29,0.847,0,1,0
CPT00839,2025-11-11,2,52.69,6.74,3.1,17.0,0.968,2,0,0
CPT00840,2025-08-12,3,86.66,5.386666666666666,5.2,16.67,0.888,0,1,0
CPT00842,2026-06-09,3,114.71,6.063333333333333,5.4,21.24,0.791,16,0,0
CPT00843,2025-11-18,6,249.07,8.296666666666667,7.0,35.58,0.81,5,0,0
CPT00843,2026-03-17,2,94.07,6.745,4.4,21.38,0.842,22,0,0
CPT00843,2026-04-28,1,20.33,2.23,2.4,8.47,0.713,28,0,0
CPT00843,2026-05-12,2,46.33,4.425,3.7,12.52,0.742,30,0,0
CPT00845,2025-08-19,1,19.28,4.37,4.3,4.48,0.734,0,1,0
