trip_id,requested_at,city_id,pickup_zone,dropoff_zone,captain_id,vehicle_class,status,fare_aed,distance_km,duration_min,eta_promised_min,eta_actual_min,surge_multiplier,rider_rating
TRP0081522,2025-07-12 18:00:00,DXB,Z03,Z12,CPT02501,Go Plus,completed,27.67,5.18,20.1,6.1,6.4,1.0,4.5
TRP0081529,2025-07-12 18:00:00,DXB,Z03,Z05,CPT02499,Max,completed,50.92,9.33,33.2,6.5,5.7,1.0,4.7
TRP0082177,2025-07-21 09:00:00,DXB,Z03,Z13,CPT01091,Go Plus,completed,33.99,5.56,15.2,7.8,7.2,1.19,4.7
TRP0082346,2025-07-23 17:00:00,DXB,Z03,Z05,CPT02528,Business,completed,56.51,8.32,23.4,5.7,7.4,1.01,4.7
TRP0082509,2025-07-25 17:00:00,DXB,Z03,Z10,CPT01090,Go,completed,21.15,5.72,18.5,8.0,7.6,0.98,4.7
TRP0082512,2025-07-25 17:00:00,DXB,Z03,Z01,CPT02499,Go Plus,completed,58.49,18.8,52.2,8.1,7.2,0.98,4.4
TRP0082566,2025-07-26 09:00:00,DXB,Z03,Z15,CPT02021,Go,completed,41.86,12.91,33.0,7.4,6.3,1.2,4.6
TRP0082571,2025-07-26 12:00:00,DXB,Z03,Z04,CPT00709,Max,completed,61.89,12.1,44.8,6.8,5.7,1.04,4.6
TRP0082794,2025-07-29 06:00:00,DXB,Z03,Z05,CPT01334,Business,completed,76.83,13.7,49.5,6.2,5.0,1.02,4.5
TRP0083369,2025-08-05 08:00:00,DXB,Z03,Z15,CPT01200,Max,completed,51.43,9.33,28.1,5.7,5.8,1.01,4.7
TRP0083393,2025-08-05 17:00:00,DXB,Z03,Z01,CPT00568,Go Plus,completed,22.91,3.25,11.6,6.7,6.3,0.99,5.0
TRP0084440,2025-08-18 13:00:00,DXB,Z03,Z13,CPT02339,Go Plus,completed,31.97,3.48,11.7,7.0,9.8,1.35,4.1
TRP0084616,2025-08-20 20:00:00,DXB,Z03,Z11,CPT02569,Go,completed,20.17,5.18,14.7,6.1,4.5,0.98,5.0
TRP0084729,2025-08-22 09:00:00,DXB,Z03,Z04,CPT00926,Go,completed,22.18,6.29,17.8,6.4,4.6,0.98,5.0
TRP0084969,2025-08-25 02:00:00,DXB,Z03,Z14,CPT01538,Business,completed,66.33,11.39,38.0,6.9,7.8,0.99,4.5
TRP0085102,2025-08-27 05:00:00,DXB,Z03,Z01,CPT00483,Go,completed,29.09,9.78,31.0,6.8,7.7,1.0,4.9
TRP0085442,2025-08-31 15:00:00,DXB,Z03,Z14,CPT01273,Go,completed,20.06,2.87,12.9,5.6,6.7,1.23,4.3
TRP0085587,2025-09-02 19:00:00,DXB,Z03,Z10,CPT01191,Go,completed,50.38,17.94,45.2,6.7,8.3,1.14,4.8
TRP0085660,2025-09-03 19:00:00,DXB,Z03,Z01,CPT01725,Go,completed,24.36,7.63,30.8,6.1,7.4,0.97,4.9
TRP0085674,2025-09-03 23:00:00,DXB,Z03,Z07,CPT01954,Go,completed,27.34,9.29,23.0,6.1,6.5,0.97,4.4
TRP0085753,2025-09-05 06:00:00,DXB,Z03,Z07,CPT02293,Go,completed,23.24,4.61,13.2,6.1,9.0,1.19,4.7
TRP0085783,2025-09-05 11:00:00,DXB,Z03,Z09,CPT02088,Business,completed,38.68,3.63,15.1,6.1,4.1,0.99,4.6
TRP0085922,2025-09-06 20:00:00,DXB,Z03,Z12,CPT00886,Go,completed,27.63,8.84,28.3,7.2,7.4,1.01,5.0
TRP0086000,2025-09-07 19:00:00,DXB,Z03,Z06,CPT00483,Go,completed,33.91,9.33,27.3,6.5,5.7,1.2,4.8
TRP0086009,2025-09-07 20:00:00,DXB,Z03,Z14,CPT00566,Go Plus,completed,45.44,10.67,27.6,6.3,6.5,1.12,4.6
TRP0086060,2025-09-08 19:00:00,DXB,Z03,Z03,CPT01266,Go,completed,31.69,10.85,29.4,6.9,7.0,1.02,4.4
TRP0086307,2025-09-12 00:00:00,DXB,Z03,Z06,CPT01470,Go,completed,24.12,7.36,20.9,6.9,7.7,0.98,4.2
TRP0086351,2025-09-12 14:00:00,DXB,Z03,Z01,CPT02474,Go,completed,34.56,7.79,24.0,5.6,6.1,1.36,4.2
TRP0086499,2025-09-13 21:00:00,DXB,Z03,Z10,CPT01672,Business,completed,60.45,10.27,29.8,7.3,6.0,0.96,4.4
TRP0086969,2025-09-20 12:00:00,DXB,Z03,Z13,CPT02517,Go Plus,completed,36.56,7.05,21.8,8.4,4.3,1.14,4.8
TRP0087121,2025-09-22 08:00:00,DXB,Z03,Z15,CPT02024,Business,completed,34.5,2.76,11.8,6.9,6.7,0.96,4.6
TRP0087318,2025-09-24 18:00:00,DXB,Z03,Z09,CPT01785,Go,completed,21.97,4.95,15.6,6.3,8.3,1.09,4.8
TRP0087451,2025-09-26 09:00:00,DXB,Z03,Z12,CPT00568,Go,completed,24.8,7.46,22.7,6.6,7.0,1.0,4.9
TRP0087463,2025-09-26 12:00:00,DXB,Z03,Z01,CPT00925,Go Plus,completed,29.25,6.37,21.7,7.5,7.2,0.96,3.9
TRP0087553,2025-09-27 09:00:00,DXB,Z03,Z03,CPT00222,Go,completed,39.44,15.81,48.9,7.1,6.7,0.98,5.0
TRP0087804,2025-09-30 16:00:00,DXB,Z03,Z01,CPT01442,Go,completed,25.65,7.92,25.4,6.4,6.6,1.0,4.5
TRP0087805,2025-09-30 16:00:00,DXB,Z03,Z04,CPT00299,Go Plus,completed,34.75,8.19,24.0,6.4,6.7,1.0,4.5
TRP0087839,2025-09-30 21:00:00,DXB,Z03,Z03,CPT00165,Go,completed,38.75,14.39,45.0,6.6,7.5,1.03,5.0
TRP0087912,2025-10-02 07:00:00,DXB,Z03,Z01,CPT01379,Go,completed,20.69,5.35,15.1,6.3,7.2,0.99,4.6
TRP0088358,2025-10-08 02:00:00,DXB,Z03,Z13,CPT01956,Go,completed,17.39,3.55,14.4,6.4,9.0,0.99,4.8
TRP0088533,2025-10-10 10:00:00,DXB,Z03,Z11,CPT02519,Go Plus,completed,20.91,2.39,8.8,6.8,7.7,0.99,4.5
TRP0088672,2025-10-11 18:00:00,DXB,Z03,Z05,CPT02534,Go,completed,32.18,10.78,29.7,5.4,8.7,1.04,4.3
TRP0088808,2025-10-13 14:00:00,DXB,Z03,Z13,CPT01878,Business,completed,30.34,1.29,5.9,7.0,5.0,0.99,4.4
TRP0088897,2025-10-14 18:00:00,DXB,Z03,Z02,CPT01148,Business,completed,49.24,6.88,16.5,5.4,6.4,0.97,4.7
TRP0089157,2025-10-17 17:00:00,DXB,Z03,Z08,CPT01458,Go Plus,completed,41.22,10.77,28.0,7.4,4.8,1.01,4.6
TRP0089167,2025-10-17 17:00:00,DXB,Z03,Z08,CPT00920,Business,completed,81.75,15.26,35.1,7.8,9.5,1.01,4.8
TRP0089369,2025-10-20 07:00:00,DXB,Z03,Z08,CPT00993,Go,completed,37.03,11.46,35.6,6.4,9.5,1.15,4.9
TRP0089591,2025-10-23 17:00:00,DXB,Z03,Z15,CPT01166,Go,cancelled_rider,0.0,0.0,0.0,6.7,9.9,1.12,
TRP0090198,2025-10-31 12:00:00,DXB,Z03,Z02,CPT01835,Go,completed,21.48,5.78,22.4,7.1,6.9,0.99,4.6
TRP0090556,2025-11-04 18:00:00,DXB,Z03,Z08,CPT02183,Go,completed,19.88,3.4,10.3,7.7,7.3,1.15,4.8
TRP0090591,2025-11-05 08:00:00,DXB,Z03,Z04,CPT01634,Go,completed,34.22,12.01,44.5,6.8,7.1,1.03,4.7
TRP0091414,2025-11-15 21:00:00,DXB,Z03,Z13,CPT02039,Go,completed,42.35,12.82,20.1,6.9,6.2,1.22,4.9
TRP0091680,2025-11-20 05:00:00,DXB,Z03,Z15,CPT01585,Business,completed,54.64,8.11,17.5,7.5,8.4,0.99,4.9
TRP0091781,2025-11-21 10:00:00,DXB,Z03,Z09,CPT00277,Business,completed,54.57,8.09,29.4,7.1,5.7,0.99,4.4
TRP0091894,2025-11-22 15:00:00,DXB,Z03,Z15,CPT00265,Go,completed,46.35,15.11,44.5,7.5,5.6,1.19,4.5
TRP0091995,2025-11-23 16:00:00,DXB,Z03,Z15,CPT01864,Go,completed,25.37,7.77,17.0,6.6,4.6,1.0,5.0
TRP0092012,2025-11-23 19:00:00,DXB,Z03,Z08,CPT02554,Go Plus,completed,29.92,4.98,18.7,6.7,7.5,1.1,4.8
TRP0092198,2025-11-26 09:00:00,DXB,Z03,Z06,CPT01114,Go,completed,23.45,6.36,17.1,6.8,7.3,1.03,4.5
TRP0092282,2025-11-27 14:00:00,DXB,Z03,Z10,CPT02102,Go,completed,17.14,3.32,9.9,7.6,6.9,1.0,4.9
TRP0092561,2025-11-30 13:00:00,DXB,Z03,Z06,CPT00288,Business,completed,45.95,5.17,13.7,7.8,5.6,1.03,5.0
TRP0092667,2025-12-01 22:00:00,DXB,Z03,Z15,CPT02095,Go,completed,20.85,5.44,17.6,6.7,6.3,0.99,4.8
TRP0092778,2025-12-03 17:00:00,DXB,Z03,Z02,CPT00776,Business,completed,54.26,7.7,20.1,5.8,4.7,1.01,4.5
TRP0093013,2025-12-06 17:00:00,DXB,Z03,Z09,CPT01187,Go,completed,25.87,8.18,25.9,6.4,6.4,0.99,4.9
TRP0093255,2025-12-09 18:00:00,DXB,Z03,Z06,CPT01403,Go,completed,40.17,13.27,36.5,7.3,5.9,1.13,4.7
TRP0093262,2025-12-09 19:00:00,DXB,Z03,Z07,CPT00132,Go,completed,20.73,4.06,13.1,7.5,7.8,1.12,5.0
TRP0093271,2025-12-09 21:00:00,DXB,Z03,Z09,CPT00983,Go,completed,24.82,7.34,26.3,7.7,3.8,1.01,4.8
TRP0093480,2025-12-12 16:00:00,DXB,Z03,Z06,CPT01802,Max,completed,29.26,1.98,7.8,5.7,6.9,1.04,4.1
TRP0093491,2025-12-12 17:00:00,DXB,Z03,Z03,CPT00530,Business,completed,42.78,5.03,18.9,5.5,6.7,0.97,4.4
TRP0093669,2025-12-14 13:00:00,DXB,Z03,Z12,CPT02189,Go,completed,28.15,9.74,30.2,7.8,5.8,0.97,5.0
TRP0093681,2025-12-14 16:00:00,DXB,Z03,Z01,CPT01360,Go Plus,completed,40.62,10.35,24.3,6.2,6.9,1.02,4.6
TRP0093685,2025-12-14 17:00:00,DXB,Z03,Z08,CPT02147,Go,completed,26.13,7.38,21.7,6.1,7.7,1.06,4.2
TRP0093836,2025-12-16 22:00:00,DXB,Z03,Z01,CPT01140,Max,completed,45.27,5.28,17.2,7.3,4.8,1.18,5.0
TRP0093980,2025-12-18 20:00:00,DXB,Z03,Z14,CPT01249,Go,completed,17.97,2.65,10.6,5.9,5.1,1.13,4.5
TRP0094099,2025-12-20 00:00:00,DXB,Z03,Z11,CPT02552,Go,completed,36.05,13.94,42.3,7.3,6.9,0.98,4.7
TRP0094314,2025-12-22 17:00:00,DXB,Z03,Z10,CPT01117,Business,completed,40.49,4.14,16.4,7.4,6.6,0.99,4.8
TRP0094329,2025-12-22 19:00:00,DXB,Z03,Z12,CPT01755,Go,completed,39.4,14.73,39.1,7.7,7.1,1.03,4.7
TRP0094340,2025-12-22 20:00:00,DXB,Z03,Z04,CPT02012,Go,completed,22.01,6.32,17.8,6.8,4.9,0.97,4.1
TRP0094501,2025-12-25 03:00:00,DXB,Z03,Z14,CPT02246,Go,completed,17.26,3.2,6.3,7.8,6.2,1.02,4.4
TRP0094830,2025-12-28 19:00:00,DXB,Z03,Z15,CPT02492,Go,completed,17.45,3.21,12.5,5.6,7.5,1.03,4.6
TRP0094985,2025-12-31 05:00:00,DXB,Z03,Z14,CPT01511,Go Plus,completed,23.94,3.8,13.4,7.7,6.4,0.98,4.9
TRP0095058,2025-12-31 22:00:00,DXB,Z03,Z11,CPT00674,Go,completed,13.01,1.23,6.7,6.8,6.4,0.98,4.3
TRP0095990,2026-01-11 15:00:00,DXB,Z03,Z04,CPT00004,Business,completed,43.61,5.14,19.2,6.7,6.6,0.98,5.0
TRP0096026,2026-01-11 22:00:00,DXB,Z03,Z14,CPT02111,Go,completed,21.01,3.68,11.5,5.3,11.5,1.18,4.5
TRP0096658,2026-01-19 09:00:00,DXB,Z03,Z02,CPT00103,Go,completed,34.79,12.86,40.6,7.5,7.7,1.0,5.0
TRP0096850,2026-01-22 06:00:00,DXB,Z03,Z07,CPT00308,Go,completed,17.92,3.94,15.0,6.0,5.4,0.98,4.7
TRP0096875,2026-01-22 12:00:00,DXB,Z03,Z08,CPT00151,Business,cancelled_rider,0.0,0.0,0.0,6.0,7.7,1.1,
TRP0096894,2026-01-22 17:00:00,DXB,Z03,Z11,CPT00304,Go Plus,completed,26.89,4.1,16.4,7.0,8.4,1.07,4.0
TRP0097428,2026-01-28 16:00:00,DXB,Z03,Z08,CPT01695,Go,completed,28.79,9.31,36.2,7.3,6.3,1.02,4.3
TRP0097706,2026-01-31 17:00:00,DXB,Z03,Z03,CPT01585,Go,completed,16.08,2.33,10.1,7.1,5.8,1.05,5.0
TRP0097729,2026-01-31 19:00:00,DXB,Z03,Z14,CPT01433,Go,completed,27.17,8.74,28.8,6.5,8.0,1.0,4.7
TRP0097754,2026-02-01 08:00:00,DXB,Z03,Z12,CPT01961,Go,completed,16.07,2.57,8.7,6.2,6.8,1.02,4.9
TRP0097935,2026-02-03 15:00:00,DXB,Z03,Z15,CPT01106,Go Plus,completed,37.62,7.57,29.3,6.8,7.9,1.13,4.7
TRP0098274,2026-02-07 13:00:00,DXB,Z03,Z04,CPT01804,Go,completed,16.68,2.48,11.2,6.5,6.3,1.07,4.4
TRP0098298,2026-02-07 16:00:00,DXB,Z03,Z12,CPT01705,Go,completed,37.73,15.08,32.5,7.0,5.8,0.97,5.0
TRP0098403,2026-02-08 15:00:00,DXB,Z03,Z06,CPT02054,Go,completed,39.89,11.73,35.4,6.9,8.1,1.22,4.8
TRP0098695,2026-02-11 19:00:00,DXB,Z03,Z09,CPT00475,Business,completed,74.72,11.31,32.7,6.4,7.3,1.12,4.6
TRP0098866,2026-02-13 17:00:00,DXB,Z03,Z12,CPT00061,Go Plus,completed,37.94,9.08,26.2,6.1,5.2,1.03,4.5
TRP0099098,2026-02-15 22:00:00,DXB,Z03,Z13,CPT02050,Max,completed,56.27,11.81,31.8,5.3,5.6,0.96,3.7
TRP0099140,2026-02-16 15:00:00,DXB,Z03,Z02,CPT01779,Go,completed,28.55,9.8,24.0,7.3,7.5,0.98,4.1
TRP0099262,2026-02-18 09:00:00,DXB,Z03,Z08,CPT01562,Go Plus,completed,39.94,10.23,26.6,7.5,8.1,1.01,4.2
TRP0099295,2026-02-18 18:00:00,DXB,Z03,Z03,CPT00586,Go,completed,19.13,4.29,16.4,6.7,7.5,1.01,4.6
TRP0099476,2026-02-20 15:00:00,DXB,Z03,Z01,CPT02037,Go,completed,37.6,12.04,34.5,5.5,6.9,1.13,4.2
TRP0099575,2026-02-21 09:00:00,DXB,Z03,Z10,CPT00398,Max,completed,59.56,11.74,23.6,6.5,6.0,1.02,4.5
TRP0099801,2026-02-23 19:00:00,DXB,Z03,Z02,CPT00119,Business,completed,46.42,5.42,23.4,7.1,5.9,1.02,5.0
TRP0099886,2026-02-24 20:00:00,DXB,Z03,Z03,CPT01594,Business,completed,52.47,7.5,23.4,6.4,6.8,0.99,4.7
TRP0099897,2026-02-24 21:00:00,DXB,Z03,Z07,CPT01001,Go Plus,completed,59.8,18.85,46.8,6.9,8.3,1.0,4.3
TRP0100175,2026-02-27 19:00:00,DXB,Z03,Z05,CPT02444,Go Plus,completed,43.23,12.37,37.9,7.3,6.0,0.97,4.7
TRP0100636,2026-03-05 07:00:00,DXB,Z03,Z09,CPT00898,Go Plus,completed,44.49,10.01,24.7,5.9,8.4,1.14,4.4
TRP0100664,2026-03-05 11:00:00,DXB,Z03,Z02,CPT00553,Business,completed,44.78,5.6,21.2,7.4,5.7,0.97,4.6
TRP0100681,2026-03-05 14:00:00,DXB,Z03,Z09,CPT00671,Go,completed,36.11,10.32,27.5,5.3,6.6,1.2,4.6
TRP0100998,2026-03-07 23:00:00,DXB,Z03,Z11,CPT01070,Go,completed,19.31,4.6,17.3,7.8,9.0,0.99,5.0
TRP0101184,2026-03-10 07:00:00,DXB,Z03,Z05,CPT02211,Go,completed,55.23,16.17,45.3,7.6,8.6,1.35,3.9
TRP0101243,2026-03-10 20:00:00,DXB,Z03,Z02,CPT00600,Go,completed,23.39,6.21,19.0,6.0,7.2,1.04,5.0
TRP0101312,2026-03-11 17:00:00,DXB,Z03,Z15,CPT01772,Go Plus,completed,38.56,9.49,28.8,6.5,6.2,1.02,4.8
TRP0101476,2026-03-13 12:00:00,DXB,Z03,Z05,CPT00717,Go,completed,56.05,19.73,56.5,5.9,6.1,1.18,4.5
TRP0101715,2026-03-15 14:00:00,DXB,Z03,Z10,CPT01314,Go,completed,24.23,7.42,20.2,7.5,6.2,0.98,4.7
TRP0102114,2026-03-19 18:00:00,DXB,Z03,Z13,CPT02589,Go,completed,23.64,6.58,18.2,6.5,4.5,1.02,4.7
TRP0102693,2026-03-24 22:00:00,DXB,Z03,Z14,CPT01021,Business,completed,102.14,13.64,41.1,7.0,8.9,1.36,4.8
TRP0102694,2026-03-24 23:00:00,DXB,Z03,Z15,CPT00733,Go Plus,completed,23.37,3.45,14.0,6.1,4.6,0.99,4.5
TRP0103012,2026-03-28 07:00:00,DXB,Z03,Z06,CPT00432,Max,completed,52.62,10.05,24.7,7.3,7.7,0.99,4.9
TRP0103068,2026-03-28 16:00:00,DXB,Z03,Z08,CPT01392,Go,completed,27.14,8.87,19.1,7.7,7.0,0.99,4.5
TRP0103211,2026-03-29 17:00:00,DXB,Z03,Z02,CPT01926,Business,completed,37.09,3.08,10.6,6.6,6.7,1.0,4.5
TRP0103287,2026-03-30 14:00:00,DXB,Z03,Z12,CPT02238,Go,completed,37.76,14.67,33.7,7.8,7.5,0.99,4.9
TRP0103553,2026-04-02 09:00:00,DXB,Z03,Z15,CPT01618,Go Plus,completed,38.37,9.41,30.9,6.2,5.9,1.02,4.6
TRP0103648,2026-04-03 11:00:00,DXB,Z03,Z03,CPT00246,Business,completed,129.86,28.85,98.6,6.4,5.5,1.0,4.3
TRP0103658,2026-04-03 13:00:00,DXB,Z03,Z11,CPT00805,Go,completed,20.02,4.36,13.6,6.8,10.8,1.05,4.6
TRP0103703,2026-04-03 20:00:00,DXB,Z03,Z08,CPT01269,Go,completed,26.71,8.21,20.5,7.4,7.4,1.02,4.7
TRP0103745,2026-04-04 09:00:00,DXB,Z03,Z06,CPT01203,Go,completed,17.35,3.72,13.9,7.9,6.2,0.97,4.8
TRP0103927,2026-04-05 19:00:00,DXB,Z03,Z01,CPT01341,Max,completed,50.01,9.2,29.5,7.0,6.6,0.99,4.3
TRP0104242,2026-04-09 14:00:00,DXB,Z03,Z13,CPT01357,Go,completed,24.08,6.69,15.5,7.6,7.8,1.03,5.0
TRP0104549,2026-04-11 20:00:00,DXB,Z03,Z10,CPT01162,Go Plus,completed,23.26,3.3,9.9,6.1,7.0,1.0,4.8
TRP0104652,2026-04-13 05:00:00,DXB,Z03,Z01,CPT01380,Go Plus,completed,21.87,2.71,10.7,5.9,7.2,1.0,4.4
TRP0104726,2026-04-13 22:00:00,DXB,Z03,Z07,CPT02188,Go Plus,completed,32.91,5.69,19.2,7.2,7.4,1.14,4.3
TRP0104892,2026-04-16 06:00:00,DXB,Z03,Z06,CPT01539,Go,completed,34.58,12.38,34.6,7.5,5.7,1.02,5.0
TRP0105607,2026-04-22 18:00:00,DXB,Z03,Z08,CPT01920,Go,completed,28.06,9.22,31.2,6.7,6.7,1.0,4.5
TRP0105815,2026-04-24 18:00:00,DXB,Z03,Z04,CPT02219,Go Plus,completed,56.21,17.81,52.8,6.4,5.9,0.98,4.8
TRP0106283,2026-04-28 20:00:00,DXB,Z03,Z11,CPT02095,Go Plus,completed,35.36,8.45,23.7,6.1,7.0,1.0,4.5
TRP0106653,2026-05-02 09:00:00,DXB,Z03,Z14,CPT01244,Go Plus,completed,35.62,8.56,28.1,6.9,6.8,1.0,4.6
TRP0106695,2026-05-02 14:00:00,DXB,Z03,Z03,CPT02179,Business,completed,72.31,11.55,36.2,6.9,6.5,1.07,5.0
TRP0107111,2026-05-06 15:00:00,DXB,Z03,Z08,CPT01044,Go Plus,completed,27.66,5.06,13.3,7.4,7.3,1.01,4.6
TRP0107187,2026-05-07 11:00:00,DXB,Z03,Z10,CPT02040,Go,completed,18.72,3.88,14.5,6.4,7.7,1.03,5.0
TRP0107420,2026-05-09 13:00:00,DXB,Z03,Z12,CPT01880,Go,completed,29.92,8.89,27.1,6.8,8.7,1.09,4.7
TRP0107733,2026-05-12 09:00:00,DXB,Z03,Z03,CPT00832,Go,completed,45.81,8.62,23.6,6.2,12.4,1.7,4.4
TRP0107873,2026-05-13 17:00:00,DXB,Z03,Z12,CPT00707,Business,completed,89.37,16.42,34.0,7.1,7.4,1.05,5.0
TRP0108070,2026-05-15 15:00:00,DXB,Z03,Z10,CPT02234,Go Plus,completed,49.62,10.03,32.6,7.2,10.1,1.27,4.6
TRP0108475,2026-05-19 06:00:00,DXB,Z03,Z08,CPT02009,Business,cancelled_rider,0.0,0.0,0.0,7.0,7.3,1.28,
TRP0108619,2026-05-20 18:00:00,DXB,Z03,Z07,CPT00380,Go,completed,35.91,12.9,33.9,6.4,5.0,1.03,4.4
TRP0109046,2026-05-24 14:00:00,DXB,Z03,Z15,CPT00611,Go,completed,32.08,11.57,37.1,6.5,6.0,0.99,4.6
TRP0109117,2026-05-25 08:00:00,DXB,Z03,Z14,CPT00630,Go,completed,20.82,5.09,18.4,6.2,4.8,1.02,4.6
TRP0109238,2026-05-26 11:00:00,DXB,Z03,Z10,CPT02383,Business,completed,43.77,3.73,14.7,6.8,6.8,1.11,4.4
TRP0109316,2026-05-27 08:00:00,DXB,Z03,Z05,CPT01078,Go,completed,24.73,5.78,20.1,6.7,6.1,1.14,4.8
TRP0109395,2026-05-27 23:00:00,DXB,Z03,Z06,CPT00279,Go,completed,26.26,8.25,21.0,5.5,9.0,1.0,4.4
TRP0109477,2026-05-28 18:00:00,DXB,Z03,Z10,CPT02497,Go,completed,17.64,3.05,14.0,7.2,5.8,1.06,4.8
TRP0109481,2026-05-28 18:00:00,DXB,Z03,Z09,CPT00789,Business,completed,55.84,7.41,18.7,6.6,8.5,1.06,4.1
TRP0109509,2026-05-28 22:00:00,DXB,Z03,Z09,CPT01162,Go,completed,18.72,4.38,12.7,7.3,7.6,0.98,3.9
TRP0109921,2026-06-01 17:00:00,DXB,Z03,Z13,CPT00220,Business,completed,92.89,17.12,59.4,6.0,8.1,1.06,4.7
TRP0109944,2026-06-01 20:00:00,DXB,Z03,Z03,CPT00442,Max,completed,34.42,2.73,11.1,7.3,7.9,1.13,4.6
TRP0110055,2026-06-03 02:00:00,DXB,Z03,Z07,CPT02567,Go,completed,21.36,5.6,15.1,6.8,6.9,1.0,4.3
TRP0110992,2026-06-11 15:00:00,DXB,Z03,Z12,CPT01321,Go,completed,31.11,8.55,23.0,7.5,7.7,1.16,4.4
TRP0110994,2026-06-11 15:00:00,DXB,Z03,Z07,CPT00102,Go Plus,completed,29.07,4.07,13.4,7.8,9.1,1.16,4.5
TRP0111007,2026-06-11 17:00:00,DXB,Z03,Z13,CPT00245,Go,completed,25.64,8.34,17.8,5.8,6.4,0.97,5.0
TRP0111074,2026-06-12 10:00:00,DXB,Z03,Z15,CPT00779,Go,completed,33.65,8.49,29.2,5.6,7.8,1.26,5.0
TRP0111161,2026-06-12 20:00:00,DXB,Z03,Z05,CPT00057,Go Plus,completed,28.54,4.65,17.6,5.7,8.2,1.08,4.1
TRP0111279,2026-06-13 18:00:00,DXB,Z03,Z08,CPT00464,Go,completed,20.14,4.94,22.1,6.8,5.6,1.0,5.0
TRP0111448,2026-06-15 06:00:00,DXB,Z03,Z06,CPT00632,Go Plus,completed,43.02,11.71,35.3,7.1,7.3,1.0,4.5
TRP0111785,2026-06-18 20:00:00,DXB,Z03,Z13,CPT02147,Go Plus,completed,48.03,11.49,32.0,6.8,6.0,1.13,4.8
TRP0111795,2026-06-18 21:00:00,DXB,Z03,Z13,CPT01403,Go,completed,35.63,12.75,29.6,6.9,8.4,1.03,4.9
TRP0111826,2026-06-19 07:00:00,DXB,Z03,Z14,CPT00452,Business,completed,38.64,3.73,14.9,7.9,6.4,0.98,4.9
TRP0111923,2026-06-19 22:00:00,DXB,Z03,Z08,CPT02552,Go Plus,completed,43.17,12.15,41.6,7.6,9.1,0.98,5.0
TRP0112341,2026-06-23 20:00:00,DXB,Z03,Z07,CPT00130,Go Plus,completed,34.93,8.42,25.0,7.3,5.3,0.99,4.8
TRP0112373,2026-06-24 07:00:00,DXB,Z03,Z07,CPT01557,Go,completed,28.44,8.03,19.5,6.7,7.6,1.1,4.7
TRP0112779,2026-06-27 18:00:00,DXB,Z03,Z07,CPT00695,Go,completed,15.18,2.34,8.9,7.8,7.7,0.99,5.0
TRP0113302,2025-07-03 13:00:00,DXB,Z04,Z08,CPT01070,Go,completed,22.86,6.29,19.0,1.8,5.6,1.01,4.4
TRP0113514,2025-07-06 08:00:00,DXB,Z04,Z09,CPT00814,Go Plus,completed,17.55,0.8,4.4,1.5,7.2,1.01,4.5
TRP0113958,2025-07-12 14:00:00,DXB,Z04,Z15,CPT02449,Max,completed,35.41,4.56,17.2,2.0,7.6,0.98,4.2
TRP0114020,2025-07-13 07:00:00,DXB,Z04,Z06,CPT01269,Business,completed,64.07,9.41,26.6,2.0,6.1,1.07,4.7
TRP0114145,2025-07-14 19:00:00,DXB,Z04,Z12,CPT00758,Go,completed,28.94,9.7,30.6,1.8,4.8,1.0,4.8
TRP0114246,2025-07-16 14:00:00,DXB,Z04,Z12,CPT01024,Go Plus,completed,36.02,5.57,17.1,1.6,8.4,1.26,4.5
TRP0114341,2025-07-18 07:00:00,DXB,Z04,Z14,CPT01313,Go Plus,completed,37.3,6.63,15.3,2.5,8.2,1.2,4.8
TRP0114387,2025-07-18 18:00:00,DXB,Z04,Z13,CPT01595,Go Plus,cancelled_rider,0.0,0.0,0.0,2.1,7.1,0.98,
TRP0114711,2025-07-23 07:00:00,DXB,Z04,Z06,CPT01861,Go Plus,cancelled_rider,0.0,0.0,0.0,2.0,6.3,0.99,
TRP0114741,2025-07-23 16:00:00,DXB,Z04,Z02,CPT01200,Go,completed,22.19,6.17,18.3,2.0,6.1,0.99,4.7
TRP0114820,2025-07-24 18:00:00,DXB,Z04,Z03,CPT02504,Go,completed,21.46,5.89,21.8,1.8,6.3,0.98,4.1
TRP0115003,2025-07-26 21:00:00,DXB,Z04,Z14,CPT01879,Max,completed,67.35,14.85,46.3,1.8,4.9,0.99,4.7
TRP0115319,2025-07-31 18:00:00,DXB,Z04,Z06,CPT02013,Go,completed,20.06,4.79,12.0,2.0,7.2,1.01,4.5
TRP0115473,2025-08-02 15:00:00,DXB,Z04,Z05,CPT00751,Business,completed,65.61,9.05,21.2,1.8,5.8,1.12,5.0
TRP0115512,2025-08-03 07:00:00,DXB,Z04,Z15,CPT02407,Go Plus,cancelled_rider,0.0,0.0,0.0,1.8,7.2,1.11,
TRP0115845,2025-08-08 09:00:00,DXB,Z04,Z11,CPT01264,Go Plus,completed,23.57,3.64,11.0,1.7,6.1,0.98,4.6
TRP0116030,2025-08-10 10:00:00,DXB,Z04,Z07,CPT00456,Go,completed,17.69,3.52,13.5,2.2,6.2,1.01,4.8
TRP0116365,2025-08-15 18:00:00,DXB,Z04,Z06,CPT00566,Go,completed,23.57,5.43,15.7,2.2,6.9,1.12,5.0
TRP0116431,2025-08-16 14:00:00,DXB,Z04,Z01,CPT00073,Go,completed,24.5,7.04,23.5,1.9,6.1,1.02,4.6
